,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,-73000.000,,,,,,,,262000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,24600000.000,25900000.000,,24600000.000,23900000.000,23200000.000,-48500000.000,21000000.000,2900000.000,5300000.000,-26500000.000,0.000,0.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
CapitalLeaseObligationsIncurred,,,,,2326000.000,,,,3053000.000,,,,537000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,5293000.000,,,,-1263000.000,,,,-75018000.000,,,,-105580000.000,
ComprehensiveIncomeNetOfTax,13183000.000,,,,19324000.000,19267000.000,21074000.000,17269000.000,13152000.000,17319000.000,-9349000.000,15399000.000,9781000.000,11189000.000
CostOfServices,139729000.000,141251000.000,144161000.000,146320000.000,149193000.000,152986000.000,156195000.000,159179000.000,161082000.000,164131000.000,164254000.000,168613000.000,174039000.000,181391000.000
CostsAndExpenses,288280000.000,292116000.000,297186000.000,302746000.000,303677000.000,308035000.000,310262000.000,321294000.000,329039000.000,336221000.000,346258000.000,347462000.000,363327000.000,374189000.000
DeferredIncomeTaxExpenseBenefit,9486000.000,,,,14030000.000,,,,10617000.000,,,,8017000.000,
DepreciationAmortizationAndAccretionNet,69736000.000,70081000.000,70940000.000,72572000.000,68394000.000,70469000.000,70726000.000,74703000.000,74395000.000,75652000.000,78566000.000,80155000.000,82456000.000,84185000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,-691000.000,-705000.000,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,-53000.000,-10000.000,,,,,,,,,,,
EarningsPerShareBasic,0.080,0.090,0.100,0.120,0.130,0.130,0.140,0.110,0.090,0.120,-0.070,0.110,0.070,0.080
EarningsPerShareDiluted,0.080,0.090,0.100,0.110,0.130,0.130,0.140,0.100,0.090,0.110,-0.070,0.110,0.070,0.080
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,448000.000,,,,601000.000,,,,412000.000,
ExciseAndSalesTaxes,,15300000.000,-16300000.000,,19700000.000,19800000.000,19300000.000,21000000.000,20600000.000,20600000.000,20500000.000,21500000.000,-22752000.000,-25412000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,-399000.000,-38915000.000,,-1282000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,22433000.000,24599000.000,25466000.000,26892000.000,33771000.000,34701000.000,36854000.000,28620000.000,24107000.000,31492000.000,-13410000.000,27974000.000,18184000.000,20750000.000
IncomeTaxExpenseBenefit,9814000.000,10292000.000,10873000.000,10500000.000,14439000.000,15382000.000,15885000.000,11352000.000,10963000.000,14145000.000,-3976000.000,12573000.000,8393000.000,9601000.000
IncomeTaxesPaid,,,,,-24000.000,,,,-60000.000,,,,-76000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-3823000.000,,,,-26232000.000,,,,-25861000.000,,,,-5164000.000,
IncreaseDecreaseInOperatingCapital,,,,,21644000.000,,,,32813000.000,,,,-2680000.000,
IncreaseDecreaseInOtherOperatingAssets,2111000.000,,,,-4588000.000,,,,6952000.000,,,,-7844000.000,
InterestExpense,21972000.000,21845000.000,21930000.000,21971000.000,21581000.000,21860000.000,21825000.000,28491000.000,28340000.000,21544000.000,21525000.000,24727000.000,25648000.000,24873000.000
InterestIncomeExpenseNonoperatingNet,,-21671000.000,-21804000.000,,-21477000.000,-21767000.000,-21825000.000,-27895000.000,-28063000.000,-21371000.000,-21427000.000,-24583000.000,-25500000.000,-24764000.000
InterestPaid,24345000.000,,,,22361000.000,,,,21631000.000,,,,17083000.000,
InvestmentIncomeInterest,143000.000,174000.000,126000.000,102000.000,104000.000,93000.000,84000.000,512000.000,277000.000,173000.000,98000.000,144000.000,148000.000,109000.000
NetCashProvidedByUsedInFinancingActivities,-13441000.000,,,,-15514000.000,,,,-49636000.000,,,,-141316000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-13441000.000,,,,-15514000.000,,,,-49636000.000,,,,-141316000.000,
NetCashProvidedByUsedInInvestingActivities,-80316000.000,,,,-80110000.000,,,,-106982000.000,,,,-79489000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-80316000.000,,,,-80110000.000,,,,-106982000.000,,,,-79489000.000,
NetCashProvidedByUsedInOperatingActivities,99050000.000,,,,94361000.000,,,,81600000.000,,,,115225000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,99050000.000,,,,94361000.000,,,,81600000.000,,,,115225000.000,
NetIncomeLoss,12619000.000,14307000.000,14593000.000,16392000.000,19332000.000,19319000.000,20969000.000,17268000.000,13144000.000,17347000.000,-9434000.000,15401000.000,9791000.000,11149000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,14033000.000,14312000.000,,18928000.000,18915000.000,20532000.000,16909000.000,12889000.000,17016000.000,-9434000.000,15287000.000,9612000.000,10950000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,14033000.000,14312000.000,,18928000.000,18915000.000,20532000.000,16909000.000,12889000.000,17016000.000,-9434000.000,15287000.000,9612000.000,10950000.000
OperatingIncomeLoss,44262000.000,46270000.000,47270000.000,48761000.000,55248000.000,56468000.000,58672000.000,56599000.000,52170000.000,53262000.000,46932000.000,52557000.000,44966000.000,45514000.000
