,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2947000.000,1629000.000,1713000.000,1878000.000,2410000.000,2347000.000,2039000.000,2385000.000,1305000.000,706000.000,863000.000,1075000.000,1340000.000,1630000.000,1896000.000,638000.000,968000.000,875000.000,1042000.000,2105000.000,1913000.000,3694000.000,1463000.000
AccruedLiabilitiesCurrent,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,857000.000,0.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,891000.000,,,,8000.000,,,,10000.000,,,31000.000,,,,179000.000,
AdditionalPaidInCapital,231049000.000,231617000.000,237600000.000,240373000.000,240501000.000,240597000.000,250653000.000,250768000.000,251149000.000,251235000.000,251389000.000,251525000.000,252575000.000,253090000.000,300690000.000,301033000.000,,377993000.000,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,381006000.000,,381477000.000,383999000.000,388618000.000,431168000.000,433023000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,0.000,,,,0.000,,,,0.000,,,0.000,,,,0.000,
Assets,5065000.000,2220000.000,3785000.000,3196000.000,2437000.000,1234000.000,1730000.000,1721000.000,2397000.000,1092000.000,613000.000,478000.000,240000.000,280000.000,16582000.000,13117000.000,89549000.000,80055000.000,77420000.000,74152000.000,73814000.000,111058000.000,105284000.000
AssetsCurrent,4472000.000,1686000.000,3313000.000,2769000.000,2031000.000,851000.000,1681000.000,1673000.000,2349000.000,1044000.000,575000.000,440000.000,203000.000,244000.000,11555000.000,8190000.000,43690000.000,40568000.000,37840000.000,34621000.000,31947000.000,69421000.000,63823000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,,,,2000000.000,2000000.000,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,,,,,,,,,,6489000.000,2591000.000,0.000,0.000,0.000,0.000,
CashAndCashEquivalentsAtCarryingValue,4346000.000,1348000.000,2460000.000,1365000.000,588000.000,106000.000,396000.000,50000.000,1798000.000,899000.000,424000.000,299000.000,55000.000,165000.000,11520000.000,7948000.000,43282000.000,40138000.000,37395000.000,34303000.000,31185000.000,69142000.000,63212000.000
CashEquivalentsAtCarryingValue,,,,,,,0.000,,,,0.000,,,,0.000,,,0.000,,,,0.000,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,5.000,5.000,,5.000,,5.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,3895047.000,,,,3895047.000,,,,77091.000,,,77091.000,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,35733943.000,,,,31879063.000,,,,4164756.000,,,3799024.000,,,,3736617.000,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,130000000.000,130000000.000,130000000.000,100000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,19396047.000,19517296.000,23890787.000,24145488.000,24163918.000,24182153.000,24732312.000,24833855.000,25331943.000,25510443.000,25729443.000,25954443.000,26449443.000,534589.000,19960801.000,19998801.000,32728106.000,32743013.000,32743013.000,32795703.000,33703732.000,40254457.000,40255082.000
CommonStockValue,194000.000,195000.000,239000.000,241000.000,242000.000,242000.000,247000.000,248000.000,253000.000,255000.000,257000.000,260000.000,265000.000,6000.000,200000.000,200000.000,327000.000,328000.000,328000.000,328000.000,338000.000,403000.000,403000.000
ConvertibleDebtCurrent,2750000.000,5500000.000,2750000.000,2750000.000,,,,,,,,,,,,,,,,,,,
ConvertibleDebtNoncurrent,2750000.000,,,,,,,,,,,,,,,,,,,,,,
DeferredRevenueCurrent,347000.000,285000.000,285000.000,239000.000,248000.000,248000.000,247000.000,247000.000,577000.000,577000.000,578000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000,602000.000
