,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,99932000.000,111066000.000,109034000.000,107626000.000,104686000.000,112415000.000,103839000.000,116425000.000,112237000.000,136390000.000,139456000.000,114776000.000,118677000.000,117912000.000,113136000.000,125400000.000,135312000.000
AccountsPayableCurrent,,,,6691000.000,,,,12784000.000,,,,26944000.000,,,,26171000.000,
AccruedIncomeTaxesCurrent,,,,,,,,4802000.000,,,,1916000.000,,,,3081000.000,
AccruedInsuranceCurrent,,,,15110000.000,,,,16154000.000,,,,6819000.000,,,,5718000.000,
AccruedInsuranceNoncurrent,,,,,,,,,,,,18363000.000,,,,16572000.000,
AccruedProfessionalFeesCurrent,,,,1847000.000,,,,2169000.000,,,,2575000.000,,,,2376000.000,
AccruedRentNoncurrent,26582000.000,33950000.000,35255000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,163739000.000,,,,199221000.000,,,,241776000.000,,,,281981000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-20638000.000,-20658000.000,-5191000.000,1416000.000,2941000.000,8430000.000,-8132000.000,-21687000.000,-38570000.000,-22959000.000,-31024000.000,-39270000.000,-44210000.000,-64110000.000,-71164000.000,-89448000.000,-82107000.000
AdditionalPaidInCapital,1248691000.000,1254413000.000,1261361000.000,1270198000.000,1278425000.000,1288012000.000,1289939000.000,1083091000.000,1091934000.000,1026192000.000,986285000.000,983398000.000,964071000.000,903486000.000,908006000.000,899076000.000,888545000.000
AllowanceForDoubtfulAccountsReceivable,,,,1173000.000,,,,1235000.000,,,,1556000.000,,,,1054000.000,
AssetRetirementObligation,,,,,,,,,,,,,,,,3733000.000,
Assets,1975350000.000,2032751000.000,2087767000.000,2102670000.000,2121512000.000,2166482000.000,2153838000.000,2141076000.000,2153514000.000,2148670000.000,2153941000.000,2150541000.000,2143991000.000,2107835000.000,2128697000.000,2359017000.000,2376458000.000
AssetsCurrent,206953000.000,173210000.000,147672000.000,165170000.000,189001000.000,224681000.000,230437000.000,223158000.000,254149000.000,205013000.000,167141000.000,152713000.000,159659000.000,150563000.000,146146000.000,154399000.000,166465000.000
BankOverdrafts,,,,0.000,,,,,,,,10563000.000,,,,10966000.000,
BuildingsAndImprovementsGross,,,,128715000.000,,,,131767000.000,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,6200000.000,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,1.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,96735000.000,62999000.000,35010000.000,29585000.000,75734000.000,112283000.000,109008000.000,87886000.000,123661000.000,76920000.000,21393000.000,11539000.000,40152000.000,45026000.000,19484000.000,14633000.000,21494000.000
CashEquivalentsAtCarryingValue,,,,0.000,,,,,,,,,,,,0.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000,475000000.000
CommonStockSharesIssued,64605609.000,64815992.000,65126829.000,65302814.000,65580844.000,65580844.000,65580844.000,61534802.000,61810340.000,60652220.000,60005293.000,60008136.000,59714161.000,58841579.000,59025169.000,58910282.000,59416491.000
CommonStockSharesOutstanding,64605609.000,64815992.000,65126829.000,65302814.000,65580844.000,65580844.000,65580844.000,61534802.000,61810340.000,60652220.000,60005293.000,60008136.000,59714161.000,58841579.000,59025169.000,58910282.000,59416491.000
CommonStockValue,65000.000,65000.000,65000.000,65000.000,66000.000,66000.000,66000.000,62000.000,62000.000,61000.000,60000.000,60000.000,60000.000,59000.000,59000.000,59000.000,59000.000
ConstructionInProgressGross,,,,,,,,,,,,17800000.000,,,,26400000.000,
CustomerDepositsCurrent,,,,15495000.000,,,,10477000.000,,,,12395000.000,,,,14688000.000,
CustomerDepositsNoncurrent,,,,8685000.000,,,,9199000.000,,,,12071000.000,,,,14353000.000,
DebtInstrumentCarryingAmount,788025000.000,786050000.000,,,,,,,,,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,0.040,0.040,0.037,0.037,0.038,0.041,0.038,0.038,,0.038,0.038,0.038,,0.037
DebtInstrumentUnamortizedDiscount,20138000.000,19384000.000,18631000.000,17877000.000,17124000.000,16371000.000,15618000.000,18023000.000,17173000.000,16262000.000,15351000.000,14439000.000,14497000.000,13538000.000,12580000.000,10241000.000,9802000.000
DebtWeightedAverageInterestRate,0.040,0.041,0.042,0.041,0.050,,,0.039,,,,,,,,,
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,0.000,,,,,,,,,,,,,
DeferredCompensationSharebasedArrangementsLiabilityClassifiedNoncurrent,,,,,,,,4709000.000,,,,8573000.000,,,,2793000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,162956000.000,,,,170736000.000,
DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,,,,3647000.000,,,,1594000.000,,,,545000.000,,,,1096000.000,
DeferredRentCreditNoncurrent,,,,37467000.000,38860000.000,40278000.000,41067000.000,43105000.000,43396000.000,46439000.000,47113000.000,50039000.000,50525000.000,51052000.000,57376000.000,59518000.000,62180000.000
DeferredRevenueCurrent,105097000.000,,98015000.000,119260000.000,117110000.000,113504000.000,112627000.000,133048000.000,132355000.000,123962000.000,121111000.000,137283000.000,146739000.000,137145000.000,132237000.000,146692000.000,169353000.000
DeferredRevenueNoncurrent,3446000.000,4551000.000,4309000.000,5761000.000,8692000.000,8196000.000,7467000.000,5525000.000,5204000.000,5065000.000,4909000.000,4608000.000,5341000.000,5310000.000,5549000.000,6284000.000,7349000.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,2418000.000,,,,3370000.000,
DeferredTaxAssetsGross,,,,,,,,,,,,50967000.000,,,,60053000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-126853000.000,,,,-113397000.000,,,,,,,,,
DeferredTaxAssetsNet,,,,43414000.000,,,,44021000.000,,,,49856000.000,,,,59025000.000,
DeferredTaxAssetsNetCurrent,11338000.000,11310000.000,11335000.000,12873000.000,12956000.000,13028000.000,13057000.000,13059000.000,12858000.000,13046000.000,13047000.000,0.000,,,,,
DeferredTaxAssetsNetNoncurrent,1509000.000,125000.000,128000.000,236000.000,229000.000,239000.000,229000.000,580000.000,0.000,0.000,0.000,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,1281000.000,,,,1347000.000,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,1500000.000,,,,1600000.000,,,,1400000.000,,,,1300000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,500000.000,,,,100000.000,,,,100000.000,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,934000.000,,,,1620000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,12277000.000,,,,13855000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,,,53000.000,,,,118000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,33438000.000,,,,39401000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,,,,,,566000.000,,,,342000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,1300000.000,1300000.000,,1111000.000,,,,1028000.000,
DeferredTaxLiabilities,,,,170267000.000,,,,157418000.000,,,,113100000.000,,,,111711000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,152462000.000,,,,143732000.000,,,,144402000.000,,,,143806000.000,
DeferredTaxLiabilitiesGrossNoncurrent,146277000.000,151820000.000,152432000.000,139888000.000,139893000.000,139995000.000,139963000.000,127036000.000,130473000.000,130656000.000,131563000.000,113100000.000,111286000.000,109751000.000,111063000.000,111711000.000,114777000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,17805000.000,,,,13686000.000,,,,18554000.000,,,,26930000.000,
Deposits,,,,,,,,,,,,,,,,3100000.000,
EmployeeRelatedLiabilitiesCurrent,,,,58171000.000,,,,59364000.000,,,,46705000.000,,,,59258000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,9800000.000,8600000.000,7400000.000,7100000.000,18300000.000,17100000.000,15500000.000,,19900000.000,16600000.000,15300000.000,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,131266000.000,138871000.000,147171000.000,155520000.000,163155000.000,170824000.000,176923000.000,183121000.000,189111000.000,196915000.000,203582000.000,210053000.000,216832000.000,222466000.000,229094000.000,208352000.000,216423000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,28756000.000,,,,26842000.000,,,,27922000.000,,,,30749000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,15000000.000,8000000.000,,21022000.000,14103000.000,7144000.000,,19965000.000,13389000.000,6797000.000,,22009000.000,13673000.000,7101000.000,,23741000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,23400000.000,24900000.000,23676000.000,23676000.000,23676000.000,23676000.000,22910000.000,22909000.000,23369000.000,23770000.000,23708000.000,23859000.000,23481000.000,24633000.000,24514000.000,24551000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,24000000.000,25600000.000,24589000.000,24589000.000,24640000.000,24640000.000,23700000.000,23716000.000,24160000.000,24698000.000,24099000.000,24278000.000,23879000.000,25036000.000,25719000.000,25810000.000
