,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,26484.000,62990.000,119504.000,144656.000,103511.000,28819.000,72725.000,,103495.000,86787.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,33475.000,147808.000,,
AccountsPayableCurrentAndNoncurrent,,,,,,305.000,2586.000,229.000,,
AccountsReceivableNetNoncurrent,,,,,,,,,3096003.000,3196615.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,2227.000,2161.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,0.200,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-38095.000,-20615.000,-27394.000,-26232.000,-24419.000,-27624.000,-28035.000,-31964.000,-35208.000,-33402.000
AdditionalPaidInCapital,472662.000,497210.000,501563.000,598534.000,598534.000,598534.000,598534.000,598534.000,598534.000,598534.000
Assets,6977883.000,6949544.000,6933209.000,7006906.000,7509654.000,3728105.000,4516256.000,4449517.000,4591060.000,4642757.000
AssetsCurrent,65447.000,26929.000,9395.000,83537.000,176993.000,1720856.000,347184.000,4416187.000,1375568.000,1326665.000
AssetsHeldForSaleCurrent,,,,40161.000,,,,4314917.000,,
CashAndCashEquivalentsAtCarryingValue,17271.000,2731.000,702.000,,76617.000,426679.000,284989.000,95312.000,94622.000,19299.000
CashCashEquivalentsAndShortTermInvestments,17271.000,2731.000,702.000,327.000,76617.000,426679.000,284989.000,95312.000,94622.000,19299.000
ClassOfWarrantOrRightOutstanding,,,,,,350000.000,,17000.000,533666.000,533666.000
CommonStockSharesIssued,,,,27096086.000,27096086.000,17219486.000,17219486.000,17219486.000,17219486.000,17219486.000
CommonStockSharesOutstanding,26729086.000,26079086.000,26079086.000,27096086.000,27096086.000,17219486.000,17219486.000,17219486.000,17219486.000,17219486.000
CommonStockValue,7472714.000,7472714.000,7478422.000,7474452.000,7474452.000,1548492.000,1548492.000,1548492.000,1548492.000,1548492.000
ConstructionInProgressGross,6584400.000,6586400.000,6589400.000,6584400.000,6584400.000,658440.000,,,,
ContractualObligation,,,,,,86683.000,86683.000,,,
ConvertibleNotesPayableCurrent,,,,15198.000,,,,,,
DebtInstrumentFaceAmount,,,,,,200000.000,,3314032.000,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,0.000,,,
DeferredFinanceCostsNoncurrentNet,,10000.000,10000.000,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,176301.000,,,
DeferredTaxAssetsNet,,,,,,,176301.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,147427.000,,,
DeferredTaxAssetsOther,,,,,,,133.000,,,
DueToRelatedParties,230344.000,216344.000,228822.000,,,,,,,
DueToRelatedPartiesCurrent,,,,243288.000,,,,,,
EarnestMoneyDeposits,,,,,,,1000.000,1433.000,2734.000,0.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,1.000,,1.000,1.000
FairValueAssumptionsExercisePrice,,,,,,0.065,0.065,0.065,,
IntangibleAssetsNetExcludingGoodwill,9555.000,7764.000,5972.000,4180.000,2388.000,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,17991.000,,100.000,,
InvestmentsInPowerAndDistributionProjects,,,,,,,3477920.000,,,
Land,,,,,,1348649.000,126856.000,92758.000,,
Liabilities,496006.000,518515.000,587326.000,675801.000,578246.000,2069624.000,3785923.000,4152170.000,1021969.000,1030561.000
LiabilitiesAndStockholdersEquity,6977883.000,6949544.000,6933209.000,7006906.000,7509654.000,3728105.000,4516256.000,4449517.000,4591060.000,4642757.000
LiabilitiesCurrent,256828.000,279334.000,348326.000,473717.000,172695.000,1527710.000,3206909.000,4152170.000,402768.000,391238.000
LiabilitiesOfAssetsHeldForSale,,,,33475.000,,,,4085420.000,,
LongTermDebtCurrent,,,,,,,,,0.000,0.000
LongTermNotesPayable,,,,37100.000,69184.000,69184.000,,,,
NotesPayable,239178.000,239181.000,239000.000,,,,232084.000,66750.000,,
NotesPayableCurrent,,,,202084.000,405551.000,541914.000,579014.000,,37100.000,37101.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,579014.000,,
OperatingLossCarryforwards,,,,,,,2028.000,,,
OtherLiabilitiesCurrent,,,,,,,,,262173.000,267350.000
OtherLiabilitiesNoncurrent,,,,,,,,,619201.000,639323.000
OtherNotesPayableCurrent,,,,,,,,,0.000,0.000
OtherPrepaidExpenseCurrent,,,,,,,,,0.000,0.000
OtherReceivables,5387.000,7024.000,8206.000,900.000,4447.000,8337.000,34529.000,4120.000,7261.000,10770.000
PrepaidExpenseAndOtherAssets,,,,,,,40161.000,1838.000,3134.000,166.000
PrepaidExpenseCurrent,42789.000,17174.000,487.000,42149.000,95929.000,1285840.000,27666.000,405.000,400.000,166.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,0.000,0.000
PrepaidExpenseNoncurrent,,,,,,,,,0.000,0.000
PropertyPlantAndEquipmentGross,,,,,,,129241.000,35501.000,121716.000,121638.000
PropertyPlantAndEquipmentNet,318481.000,318451.000,318442.000,334789.000,745873.000,1348809.000,127002.000,33330.000,119489.000,119477.000
ReceivablesNetCurrent,,,,,,,,,1270551.000,1296430.000
RetainedEarningsAccumulatedDeficit,-1425404.000,-1518280.000,-1606708.000,-1715649.000,-1117159.000,-460921.000,-1388658.000,-1817715.000,1457273.000,1498572.000
SeniorNotes,,,,,,1429707.000,2902100.000,3358598.000,,
SeniorNotesCurrent,,,,,,4000000.000,3334032.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,740000.000,740000.000,740000.000,740000.000,740000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,0.065,0.065,0.065,0.065,0.065
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,740000.000,740000.000,740000.000,740000.000,740000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,0.065,0.065,0.065
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsOutstandingWeightedAverageRemainingContractualTerm1,,,,,,2.900,2.650,2.400,,
StockholdersEquity,6481877.000,6431029.000,6345883.000,6331105.000,6931408.000,1658481.000,730333.000,297347.000,3569091.000,3612196.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6481877.000,6431029.000,6345883.000,6331105.000,6931408.000,1658481.000,730333.000,297347.000,3569091.000,3612196.000
WarrantsAndRightsOutstanding,,,,,,533666.000,533666.000,533666.000,,
