,2011-07-31
AdditionalPaidInCapitalCommonStock,3277.000
Assets,0.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,300000.000
CommonStockSharesIssued,0.000
CommonStockSharesOutstanding,0.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,3277.000
LiabilitiesAndStockholdersEquity,0.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
StockholdersEquity,0.000
