,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,1040470.000,1208606.000,1271786.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,432039.000,513568.000,656633.000,778939.000,945799.000,580051.000,552459.000,564433.000,689064.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,,100501.000,126241.000
AccruedReclamationCostsCurrent,,,,,,,,,,,,83350.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-2382.000,3093.000,-3805.000,4516.000,2380.000,5262.000,6815.000,23017.000
AdditionalPaidInCapitalCommonStock,7995453.000,8052267.000,8639808.000,8704433.000,10123913.000,11902930.000,12063366.000,12110388.000,12738714.000,12935546.000,13573817.000,13584134.000
AssetRetirementObligation,,,,,,,,,,,,83350.000
Assets,175237.000,397987.000,607100.000,597390.000,831789.000,1118766.000,1028203.000,1334864.000,1246551.000,769530.000,2558164.000,2510694.000
AssetsCurrent,159412.000,381106.000,165072.000,155702.000,366895.000,654583.000,169848.000,515217.000,421872.000,289573.000,927737.000,803334.000
AssetsFairValueDisclosure,,,,,,,,,,12367.000,,
BankOverdrafts,,,,,,,,,,,,105778.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,25000.000,25000.000,25000.000,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,25000.000,25000.000,25000.000,,,,,
BusinessCombinationConsiderationTransferred,,,,,433000.000,433000.000,,,,,,
CapitalizedComputerSoftwareGross,,,,,0.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,9412.000,225106.000,15072.000,5702.000,98014.000,22897.000,44937.000,221246.000,126390.000,57090.000,44578.000,132246.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,,0.250,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,1088000.000,1088000.000,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,30457900.000,30457900.000,30457900.000,30457900.000,30457900.000,30457900.000,30457900.000,28886066.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000,990000000.000
CommonStockSharesIssued,350810302.000,353996015.000,378205600.000,380580933.000,382481456.000,329847533.000,329847533.000,329847533.000,384206456.000,384206456.000,384206456.000,384706456.000
CommonStockSharesOutstanding,350810302.000,353996015.000,378205600.000,380580933.000,382481456.000,384206456.000,384206456.000,384206456.000,340847533.000,340847533.000,373037533.000,373537533.000
CommonStockValue,350809.000,353996.000,378205.000,380580.000,382606.000,384206.000,384206.000,384206.000,384206.000,384206.000,384206.000,384706.000
ContractualObligationFutureMinimumPaymentsDueRemainderOfFiscalYear,,,,,,,,,,,,480000.000
ConvertibleDebtFairValueDisclosures,,,,,,,,,,349500.000,749500.000,749500.000
ConvertibleNotesPayable,,,,,,,,,,,749500.000,749500.000
ConvertibleNotesPayableCurrent,,,,,559500.000,349500.000,,,,,,
CostMethodInvestments,,,,,,0.000,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,0.050,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,0.100,0.100,,,0.100,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,505300.000,,,,,,,
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,,-630000.000,420000.000,210000.000,0.000,0.000,0.000,,
DeferredIncomeTaxLiabilities,,,,,,,,,,0.000,,
DeferredRevenueCurrent,,,,,,,,,,105000.000,121237.000,105000.000
DeferredTaxAssetsGross,,,,,3870509.000,4014943.000,4175930.000,4480091.000,4923333.000,5086250.000,5164986.000,-437265.000
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,0.000,0.000,0.000,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,5086250.000,5164986.000,-437265.000
DeferredTaxAssetsValuationAllowance,,,,,3870509.000,4014943.000,4175930.000,4480091.000,4923333.000,5086250.000,5164986.000,437265.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,0.000,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-10589226.000,10734828.000,11384502.000,11589636.000,-12142388.000,12751415.000,13224907.000,13646000.000,14480392.000,15256808.000,15496507.000,
DueToRelatedPartiesCurrent,0.000,250.000,27150.000,11170.000,50.000,150.000,150.000,150.000,5150.000,13176.000,11721.000,6603.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,5000.000,,,,,
DueToRelatedPartiesNoncurrent,,,,,960000.000,960000.000,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,0.250,0.250
EquityMethodInvestmentQuotedMarketValue,,,,,,,,,,,,750000.000
EquityMethodInvestments,,,,,,555275.000,,,,,,
EquityMethodInvestmentsFairValueDisclosure,,,,,,,,,,12367.000,,
Goodwill,,,,,25000.000,25000.000,25000.000,25000.000,25000.000,25000.000,412911.000,412911.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,0.000,0.000
IntangibleAssetsNetIncludingGoodwill,,,,,25000.000,,,,,,,
InterestPayableCurrent,157875.000,168197.000,178519.000,188700.000,209175.000,191359.000,199953.000,208684.000,217500.000,226309.000,239734.000,260851.000
InterestReceivable,,,,,62466.000,62466.000,,,,,,
InventoryNet,,,,,,,,,,,510350.000,299445.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,,12367.000,,
Liabilities,1149414.000,1457765.000,1704802.000,1832226.000,1786132.000,1197346.000,1161031.000,1591258.000,1747455.000,2244455.000,3355798.000,3367868.000
LiabilitiesAndStockholdersEquity,175237.000,397987.000,607100.000,597390.000,831789.000,1118766.000,1028203.000,1334864.000,1246551.000,769530.000,2558164.000,2510694.000
LiabilitiesCurrent,1149414.000,1457765.000,1704802.000,1832226.000,1786132.000,1197346.000,1161031.000,1591258.000,1747455.000,2209455.000,3305798.000,3284518.000
LiabilitiesFairValueDisclosure,,,,,,,,,,809500.000,1174500.000,1044500.000
LiabilitiesNoncurrent,,,,,,,,,,35000.000,50000.000,83350.000
LineOfCreditFacilityAmountOutstanding,,,,,,,43969.000,45166.000,46816.000,,,
MachineryAndEquipmentGross,,,,,6800.000,6800.000,6800.000,6800.000,6800.000,12376.000,,
MineReclamationAndClosingLiabilityNoncurrent,,,,,,,,,,,,83350.000
MineralRights,,,433000.000,433000.000,433000.000,433000.000,433000.000,433000.000,453340.000,433000.000,433000.000,516350.000
MinorityInterest,,,,,,,,,,,,430113.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,,,,,,,,0.359
MinorityInterestOwnershipPercentageByParent,,,,,,,,,,,,0.641
NotesPayable,,,,,,960000.000,,,,0.000,50000.000,
NotesPayableCurrent,,,283000.000,259417.000,30000.000,13500.000,5000.000,0.000,0.000,0.000,550000.000,480000.000
NotesPayableRelatedPartiesClassifiedCurrent,150000.000,150000.000,150000.000,150000.000,150000.000,0.000,0.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,1400000.000,1400000.000,1400000.000
OperatingLossCarryforwards,,,,,,,11383849.000,13176738.000,14480392.000,14959565.000,14984955.000,17625586.000
OtherAdditionalCapital,,,,,,,,,,,1311808.000,1311808.000
OtherAssetsNoncurrent,,,,,,458000.000,852884.000,813842.000,820259.000,470367.000,845911.000,929261.000
OtherLoansPayable,,,,,,,,,,48026.000,,10000.000
OtherLoansPayableCurrent,,,,,41608.000,42786.000,43969.000,45166.000,46816.000,40000.000,40000.000,50000.000
PartnersCapitalAttributableToNoncontrollingInterest,,,,,15087.000,-90015.000,-94798.000,-117688.000,-218002.000,-612439.000,-511552.000,-430113.000
PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForLetterOfCreditFacilities,,,,,,,,9000000.000,9000000.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,1000.000,,,,,,,,1000000.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,1000.000,,,,,,,,1000000.000
PreferredStockValue,0.000,0.000,0.000,1000.000,,,,,,,,1000.000
