,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,15968.000,,,,484.000,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,0.000,
AmortizationOfDebtDiscountPremium,,,11223.000,,,,16523.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,120799.000,,,,-592250.000,,,,223805.000,,,,51846.000,,
CostOfGoodsSold,255347.000,138356.000,24586.000,52309.000,29782.000,213995.000,289515.000,589667.000,147470.000,365089.000,168719.000,109193.000,7189.000,594848.000,113448.000,161973.000,41132.000
DepreciationAndAmortization,2246.000,2246.000,1349.000,338.000,340.000,339.000,339.000,339.000,339.000,339.000,339.000,339.000,339.000,339.000,339.000,339.000,339.000
DepreciationDepletionAndAmortization,,,1349.000,,,,339.000,,,,339.000,,,,339.000,,
DerivativeGainLossOnDerivativeNet,0.000,0.000,,,,,,,,,,,,,,,
EarningsPerShareBasic,-0.050,-0.020,,-0.020,-0.020,,-0.010,-0.030,-0.010,-0.020,-0.010,-0.010,-0.020,-0.030,-0.010,-0.010,-0.010
EarningsPerShareBasicAndDiluted,,,-0.020,-0.020,-0.020,-0.010,-0.010,-0.030,-0.010,-0.020,-0.010,-0.010,-0.020,-0.030,-0.010,-0.010,-0.010
EarningsPerShareDiluted,0.000,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,35814.000,,,,,,,,,,27000.000,,,,0.000
GeneralAndAdministrativeExpense,569038.000,587825.000,538527.000,522023.000,453148.000,229381.000,491028.000,445482.000,429154.000,311952.000,376926.000,369056.000,413030.000,241522.000,263276.000,239443.000,277800.000
GrossProfit,-183823.000,417868.000,51108.000,66928.000,34143.000,-1642.000,342338.000,125120.000,176684.000,-51834.000,322255.000,196758.000,47032.000,-454730.000,180046.000,290452.000,69131.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1064712.000,-491151.000,-557995.000,-563248.000,-547596.000,-363042.000,-282806.000,-765435.000,-401909.000,-512850.000,-186064.000,-323516.000,-497495.000,-857739.000,-239909.000,-128995.000,-388903.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,,,,0.000,0.000,,0.000,,0.000
IncomeTaxesPaid,,,0.000,,,,,,,,,,,,0.000,,
