,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayable,161566.000,84751.000,77434.000,,,,,,,,
AccountsPayableCurrent,,,,7765.000,2568.000,24093.000,94888.000,160204.000,161276.000,186170.000,187294.000
AccountsPayableRelatedParties,200.000,87107.000,199777.000,,,,,,,,
AdditionalPaidInCapital,197341.000,244590.000,251907.000,381356.000,381356.000,381356.000,482356.000,482356.000,807719.000,18409312.000,55073772.000
Assets,,,,28196.000,6798.000,6773.000,101884.000,101480.000,258461.000,104000.000,116449.000
AssetsCurrent,,,,28196.000,6798.000,6773.000,101884.000,101480.000,103461.000,104000.000,116449.000
BankOverdrafts,,,,,,,,1.000,,133.000,
Cash,,,,,6798.000,6773.000,1651.000,,1981.000,,11216.000
CashAndCashEquivalentsAtCarryingValue,,,,28196.000,6798.000,6773.000,1651.000,,1982.000,,11216.000
CommonStockOtherSharesOutstanding,,,,14800000.000,44144578.000,70222223.000,90268285.000,164126667.000,114337740.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,179125000.000,179125000.000,179125000.000,103125000.000,204125000.000,204125000.000,103125000.000,103125000.000,241192385.000,241192385.000,250692385.000
CommonStockSharesOutstanding,179125000.000,179125000.000,179125000.000,103125000.000,,,,,241192385.000,241192385.000,
CommonStockValue,179125.000,179125.000,179125.000,103125.000,204125.000,204125.000,103125.000,103125.000,241192.000,241192.000,250692.000
ConvertibleNotesPayable,,,,666000.000,916000.000,1046000.000,1203000.000,1230950.000,950294.000,950294.000,1021294.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,381600.000,,,,399748.000,,,
DeferredTaxAssetsValuationAllowance,,,,-381600.000,,,,-399748.000,,,
DerivativeFairValueOfDerivativeNet,,,,,,,,,46785958.000,38619785.000,
DerivativeLiabilities,,,,8223786.000,21071474.000,26816898.000,30526537.000,56674290.000,46785958.000,38619785.000,2795949.000
InterestPayable,226.000,,,,,,,,,,
Liabilities,209015.000,171858.000,277211.000,8897551.000,21990042.000,27886991.000,31824425.000,,47897528.000,39759382.000,4007537.000
LiabilitiesAndStockholdersEquity,,,,28196.000,6798.000,6773.000,101884.000,101480.000,258461.000,104000.000,116449.000
LiabilitiesCurrent,209015.000,171858.000,277211.000,8897551.000,21990042.000,27886991.000,31824425.000,58065445.000,47897528.000,39759382.000,4007537.000
LoansReceivableNet,,,,,,,100233.000,101480.000,101480.000,104000.000,105233.000
NotesAndLoansReceivableNetNoncurrent,,,,,,,100000.000,100000.000,,,
NotesPayableCurrent,47023.000,,,,,,,,,3000.000,3000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,1600.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,800.000,4400.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,4000.000,
OperatingLossCarryforwards,,,,381600.000,,,,1289500.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RealEstateInvestmentsJointVentures,,,,,,,,,155000.000,,
RetainedEarningsAccumulatedDeficit,-585481.000,-595573.000,-708243.000,-9454836.000,-22568725.000,-28465699.000,-32308022.000,-58549446.000,-48687978.000,-58305886.000,-59215552.000
StockholdersEquity,-209015.000,-171858.000,-277211.000,-8869355.000,-21983244.000,-27880218.000,-31722541.000,-57963965.000,-47639067.000,-39655382.000,-3891088.000
StockholdersEquityBeforeTreasuryStock,,,,,,,,,,,-3891088.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-8869355.000,-21983244.000,-27880218.000,-31722541.000,,-47639067.000,-39655382.000,-3891088.000
