,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,3000.000,8269.000,6300.000,78844.000,34546.000,14162.000,8605.000,26526.000,67588.000,83770.000,21590.000,,,
AccountsPayableCurrent,0.000,3000.000,0.000,6400.000,3100.000,,,,,,,,,,,74040.000,,5500.000,5000.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,118640.000,,,
AccountsPayableTradeCurrent,,,,,,,,,,,,,8330.000,42094.000,66972.000,7193.000,,,
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,,,,,,,,,,74040.000,,,
AccountsReceivableNetCurrent,,,,,,,,,,,,,,1083.000,2345.000,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,15606.000,21651.000,10360.000,5864.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,2079.000,3241.000,4279.000,4207.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,-227.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,-32835.000,-18846.000,-28269.000,-23087.000,,,
AdditionalPaidInCapital,24460.000,59715.000,59715.000,62740.000,62740.000,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,120565.000,295515.000,295515.000,545437.000,500451.000,500451.000,1533083.000,732478.000,712632.000,747617.000,750867.000,989252.000,1084963.000,1095213.000
AssetRetirementObligation,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,,
Assets,16225.000,51775.000,24539.000,1674.000,2857.000,1518.000,1458.000,77426.000,85552.000,62617.000,35414.000,182511.000,126787.000,69594.000,48452.000,31609.000,1500.000,19321.000,17659.000
AssetsCurrent,,,,1674.000,2857.000,1518.000,1458.000,77426.000,24253.000,1318.000,35414.000,182511.000,112715.000,56413.000,35374.000,31609.000,1500.000,19321.000,17659.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,31609.000,,,
BankOverdrafts,,,,,,,,,,295.000,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,,,,,61299.000,,,,,,,,
Cash,,,,,,,,,,,,,,,,339.000,1500.000,19321.000,17659.000
CashAndCashEquivalentsAtCarryingValue,1225.000,36775.000,9539.000,1674.000,2857.000,200.000,140.000,76108.000,22935.000,,35414.000,1471.000,71923.000,15663.000,6322.000,,1500.000,19321.000,17659.000
CommonStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,100000.000,,,,,,,,,,
CommonStockSharesAuthorized,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,,,52328852.000,52828852.000,52828852.000,53297602.000,53469477.000,53469477.000,27153676.000,27434740.000,27616096.000,27767269.000,27767269.000,30320460.000,49853280.000,1746357.000
CommonStockSharesOutstanding,,,,,,52328852.000,52828852.000,52828852.000,53297602.000,53469477.000,53469477.000,27153676.000,27434740.000,27616096.000,27767269.000,27767269.000,30320460.000,49853280.000,1746357.000
CommonStockSharesSubscriptions,,,,,,,,150000.000,31.000,,185000.000,,,,,,,,
CommonStockValue,,,,,,,5283.000,5283.000,5330.000,5347.000,5347.000,2715.000,2743.000,2762.000,2777.000,2777.000,3032.000,4985.000,175.000
CommonStockValueOutstanding,,5218.000,5218.000,5220.000,5220.000,5233.000,,,,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,,,,0.047,0.047,
DeferredTaxAssetsNet,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,3998.000,4754.000,13980.000,26693.000,27889.000,43275.000,124369.000,147541.000,175575.000,208255.000,248408.000,494119.000,,,,836323.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,,,,,,,,,,1593047.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,,,,,,,,841962.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,-494119.000,,,,836323.000,,,
DepositAssets,,,,,,1318.000,1318.000,1318.000,1318.000,1318.000,,181040.000,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,11759.000,16982.000,41118.000,78510.000,82027.000,127280.000,365792.000,433946.000,516400.000,612514.000,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,,21590.000,15787.000,,
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,,,,,,,,,,,,339.000,,,
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,,,,,,,,,,,,,,,,-13538.000,,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,,,,,,,,,,,,13698.000,,,
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,,,,,,,,,,,,,,,,,4752.000,,
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,,,,,,,,,,,,,,,,4808.000,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,12614.000,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentCurrent,,,,,,,,,,,,,,,,12764.000,,,
DueFromOfficersOrStockholdersCurrent,,,,,,,,,,,,,,,16022.000,,,,
DueToRelatedPartiesCurrent,824.000,824.000,724.000,5824.000,13824.000,,38183.000,54274.000,72310.000,134492.000,61067.000,91400.000,143831.000,153514.000,208498.000,131824.000,11824.000,11824.000,11824.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,131824.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,20000.000,,,,,,,,,,,,
ForeignCurrencyExchangeRateTranslation1,,,,,,,,,,,,,,,,1.120,,,
InterestPayableCurrent,,,,,,,,,,,,,2590.000,3843.000,6438.000,8533.000,,,
Liabilities,824.000,3824.000,724.000,,,,,,,,,,233318.000,339360.000,417293.000,,,,
LiabilitiesAndStockholdersEquity,16225.000,51775.000,24539.000,1674.000,2857.000,1518.000,1458.000,77426.000,85552.000,62617.000,35414.000,182511.000,126787.000,69594.000,48452.000,31609.000,1500.000,19321.000,17659.000
LiabilitiesCurrent,,,,12224.000,16924.000,3000.000,66452.000,60574.000,151154.000,169333.000,75229.000,100005.000,,,,458590.000,11824.000,17324.000,16824.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,252726.000,,,
OilAndGasPropertyFullCostMethodNet,,,,,,,,,61299.000,61299.000,0.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,8434.000,,,,,,,,,,,
OperatingLossCarryforwards,11759.000,16982.000,41118.000,78510.000,82027.000,127280.000,365792.000,433946.000,516400.000,612514.000,730613.000,1453292.000,,,,,,,
OperatingLossCarryforwardsValuationAllowance,3998.000,4754.000,13980.000,26693.000,27889.000,43275.000,124369.000,147541.000,175575.000,208255.000,248408.000,,,,,,,,
OtherAssetsCurrent,,,,,,,,,,,,,14532.000,10570.000,8561.000,,,,
OtherReceivablesNetCurrent,,,,,,,,,,,,,,,,9884.000,,,
OtherShortTermBorrowings,,,,,,,,,,,,,10982.000,,,,,,
PreferredStockParOrStatedValuePerShare,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,,,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,0.000,,,,,,,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,16151.000,16422.000,17357.000,16744.000,,,
PropertyPlantAndEquipmentNet,,,,,,,,,61299.000,61299.000,,,14072.000,13181.000,13078.000,12764.000,,,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,-730613.000,-1453292.000,-808917.000,-966314.000,-1090966.000,-1157538.000,-1002608.000,-1060391.000,-1094553.000
SaleOfStockPricePerShare,,,,,,,,,,,,,,,,,,0.005,
SharesIssued,27000000.000,52182000.000,52182000.000,52200000.000,52200000.000,,,,,,,,,,,,,,
SharesIssuedPricePerShare,,,,,,,,,,,,,,,,,,,0.005
SharesOutstanding,27000000.000,52182000.000,52182000.000,52200000.000,52200000.000,,,,,,,,,,,,,,
ShortTermBorrowings,,,,,,,,,,,,,62961.000,118258.000,125025.000,138757.000,,,
StockholdersEquity,15401.000,47951.000,23815.000,-10550.000,-14067.000,-1482.000,-64994.000,16852.000,-65602.000,-106716.000,-39815.000,82506.000,-106531.000,-269766.000,-368841.000,-426981.000,-10324.000,1997.000,835.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,15401.000,47951.000,23815.000,,,,,,,,,,-106531.000,-269766.000,-368841.000,,,,
ValueAddedTaxReceivableCurrent,,,,,,,,,,,,,14532.000,10570.000,8561.000,3814.000,,,
