,2012-09-30,2013-09-30
AdjustmentForAmortization,2659.000,2800.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,-178141.000
AmortizationOfIntangibleAssets,2659.000,2800.000
CashAndCashEquivalentsPeriodIncreaseDecrease,623163.000,-296281.000
CommunicationsAndInformationTechnology,659.000,8530.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-442314.000,-1690566.000
CostOfGoodsAndServicesSold,43168.000,21480.000
CostOfGoodsSoldDirectMaterials,33750.000,
CostOfServicesLicensesAndServices,9418.000,
CostOfUtilities,,227.000
CostsAndExpensesRelatedParty,39992.000,
Depreciation,886.000,12117.000
DepreciationNonproduction,886.000,12117.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-4111.000,-2233.000
EffectiveIncomeTaxRateContinuingOperations,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,-0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.340,0.340
FairValueInputsDiscountForLackOfMarketability,0.531,0.531
FairValueInputsDiscountRate,0.188,0.188
FairValueInputsLongTermRevenueGrowthRate,0.123,0.123
ForeignCurrencyTransactionGainLossBeforeTax,46.000,-3294.000
FreightCosts,,455.000
GeneralInsuranceExpense,180.000,785.000
GrossProfit,17825.000,19764.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,5067.000,13106.000
IncreaseDecreaseInAccountsPayable,-2492.000,82799.000
IncreaseDecreaseInAccountsPayableRelatedParties,70634.000,71907.000
IncreaseDecreaseInAccountsReceivable,,-52.000
IncreaseDecreaseInAccruedLiabilities,9001.000,-41577.000
IncreaseDecreaseInCustomerDeposits,-60600.000,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-393.000,-1529.000
IncreaseDecreaseInIncomeTaxesReceivable,,6819.000
IncreaseDecreaseInInventories,82999.000,21269.000
IncreaseDecreaseInOtherOperatingAssets,44493.000,13776.000
IncreaseDecreaseInOtherReceivables,-142.000,-552.000
IncreaseDecreaseInPrepaidExpense,-18964.000,39144.000
InvestmentIncomeInterest,1140.000,1337.000
LeaseAndRentalExpense,39810.000,115668.000
LicenseCosts,1410.000,668.000
MaintenanceCosts,,12219.000
MarketingAndAdvertisingExpense,29041.000,285170.000
MarketingExpense,15962.000,4941.000
NetCashProvidedByUsedInFinancingActivities,1168405.000,1433159.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1168405.000,1433159.000
NetCashProvidedByUsedInInvestingActivities,-9401.000,-102492.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9401.000,-102492.000
NetCashProvidedByUsedInOperatingActivities,-531730.000,-1624715.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-531730.000,-1624715.000
OperatingExpenses,461766.000,1701065.000
OperatingIncomeLoss,-443941.000,-1681301.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-441.000,-7308.000
OtherCostAndExpenseOperating,8818.000,
OtherGeneralExpense,7639.000,9386.000
OtherSellingGeneralAndAdministrativeExpense,3793.000,5169.000
PaymentsForProceedsFromProductiveAssets,4039.000,98730.000
PaymentsToAcquireIntangibleAssets,5362.000,4762.000
PostageExpense,354.000,7253.000
ProceedsFromIssuanceOfCommonStock,888700.000,
ProfessionalFees,240858.000,949748.000
ProfitLoss,-442755.000,-1683258.000
RevenueFromRelatedParties,60993.000,6376.000
Revenues,,41244.000
SalariesAndWages,23084.000,147972.000
SaleOfStockConsiderationReceivedOnTransaction,3000000.000,
SaleOfStockNumberOfSharesIssuedInTransaction,10000000.000,
SalesCommissionsAndFees,28117.000,34157.000
SalesRevenueGoodsNet,,34868.000
SalesRevenueNet,,41244.000
StockIssuedDuringPeriodValueIssuedForCash,888700.000,
SuppliesExpense,1164.000,2281.000
TravelAndEntertainmentExpense,30919.000,50180.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,387862762.000,393632102.000
