,2014-04-19,2014-07-12,2014-10-04,2014-12-27,2015-04-18,2015-07-11,2015-10-03,2016-01-02,2016-04-23,2016-07-16,2016-10-08,2016-12-31,2017-04-22
AccountsPayableCurrent,81463000.000,98360000.000,87181000.000,85985000.000,85667000.000,97161000.000,85225000.000,81812000.000,73306000.000,89681000.000,88223000.000,76930000.000,75050000.000
AccountsReceivableNetCurrent,62172000.000,62169000.000,61860000.000,64130000.000,61292000.000,69062000.000,70364000.000,68198000.000,60509000.000,66496000.000,69836000.000,76874000.000,68905000.000
AccruedInsuranceCurrent,,,,6100000.000,,,,6500000.000,,,,6800000.000,
AccruedInsuranceNoncurrent,,,,16900000.000,,,,18100000.000,,,,18700000.000,
AccruedLiabilitiesCurrent,94322000.000,77599000.000,90961000.000,82110000.000,96922000.000,90493000.000,104232000.000,96757000.000,98095000.000,87217000.000,105541000.000,106266000.000,97274000.000
AccruedLiabilitiesForUnredeeemedGiftCards,3333000.000,3127000.000,3101000.000,8974000.000,3554000.000,3353000.000,3238000.000,9467000.000,4034000.000,3381000.000,4003000.000,15835000.000,4345000.000
AccruedProfessionalFeesCurrent,3638000.000,1998000.000,4043000.000,3170000.000,3332000.000,4317000.000,4238000.000,5773000.000,7048000.000,5963000.000,8210000.000,9942000.000,8162000.000
AccruedUtilitiesCurrent,2821000.000,2241000.000,2295000.000,3383000.000,3085000.000,2761000.000,2520000.000,2346000.000,2232000.000,2595000.000,2723000.000,2409000.000,2574000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,7300000.000,,700000.000,1200000.000,1800000.000,2500000.000,3000000.000,3500000.000,4100000.000,4700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,47832000.000,,,,100498000.000,,,,154348000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,49000.000,497000.000,484000.000,-1672000.000,-1672000.000,-1672000.000,-1672000.000,-1605000.000,-1605000.000,-1605000.000,-1605000.000,-1402000.000,-1402000.000
AdditionalPaidInCapitalCommonStock,18488000.000,16209000.000,8402000.000,8454000.000,7748000.000,7803000.000,7856000.000,7974000.000,6374000.000,6405000.000,6367000.000,6381000.000,6399000.000
