,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,43900000.000,66000000.000,78600000.000,49900000.000,46200000.000,105400000.000,74600000.000
AccountsPayableRelatedPartiesCurrent,41000000.000,41500000.000,35800000.000,86300000.000,22600000.000,28700000.000,31400000.000
AccountsReceivableNetCurrent,125100000.000,123500000.000,131300000.000,145900000.000,154100000.000,161100000.000,157300000.000
AccountsReceivableRelatedPartiesCurrent,833700000.000,656700000.000,394100000.000,149400000.000,122600000.000,102000000.000,161200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,2960100000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4200000.000,-4100000.000,-4100000.000,-4000000.000,-3900000.000,-3800000.000,-3700000.000
AllowanceForDoubtfulAccountsReceivableCurrent,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000
AssetRetirementObligationsNoncurrent,23100000.000,23800000.000,22500000.000,25300000.000,24700000.000,23900000.000,22500000.000
Assets,8855600000.000,9121100000.000,9140700000.000,9162000000.000,9424000000.000,9754600000.000,10119600000.000
AssetsCurrent,1086300000.000,1017000000.000,691600000.000,511600000.000,441100000.000,425400000.000,421800000.000
CapitalizedComputerSoftwareGross,,,,27100000.000,,,
CapitalizedExploratoryWellCosts,,,,1700000.000,,,
CapitalizedExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear,,,,300000.000,,,
CashAndCashEquivalentsAtCarryingValue,7200000.000,136100000.000,56900000.000,78900000.000,34200000.000,55000000.000,8400000.000
CustomerDepositsCurrent,13800000.000,41600000.000,16800000.000,17800000.000,18700000.000,15300000.000,16500000.000
DebtInstrumentCarryingAmount,630900000.000,630900000.000,630900000.000,,,,
DeferredIncomeTaxLiabilities,,,,1000000.000,,,
DeferredRevenueCurrent,22400000.000,13700000.000,13900000.000,15000000.000,10500000.000,6600000.000,5600000.000
DeferredTaxAssetsGross,,,,0.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,0.000,0.000,0.000,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,0.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,0.000,,,
DeferredTaxLiabilities,,,,1000000.000,,,
DeferredTaxLiabilitiesNoncurrent,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
DeferredTaxLiabilitiesOther,,,,0.000,,,
DeferredTaxLiabilitiesRegulatoryAssets,,,,0.000,,,
DefinedBenefitPlanAccumulatedBenefitObligation,,,,327600000.000,,,
DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent,113000000.000,117000000.000,127600000.000,120500000.000,122300000.000,124200000.000,117300000.000
DefinedBenefitPlanFairValueOfPlanAssets,,,,508400000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,26600000.000,21500000.000,26000000.000,33700000.000
Goodwill,1975500000.000,1975500000.000,1975500000.000,1975500000.000,1975500000.000,1975500000.000,1975500000.000
GuaranteeObligationsMaximumExposure,,2770000000.000,,2768100000.000,2768100000.000,2768100000.000,
InventoryRawMaterialsAndSupplies,25200000.000,28200000.000,26000000.000,32800000.000,33200000.000,26500000.000,26400000.000
InvestmentsAndOtherNoncurrentAssets,445100000.000,449100000.000,439300000.000,438900000.000,438000000.000,442000000.000,442000000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,439500000.000,443500000.000,434500000.000,437100000.000,436200000.000,440200000.000,440200000.000
LettersOfCreditOutstandingAmount,0.000,,,,,,
Liabilities,1452700000.000,1618000000.000,1579400000.000,1585300000.000,1793600000.000,2179800000.000,2640600000.000
LiabilitiesAndStockholdersEquity,8855600000.000,9121100000.000,9140700000.000,9162000000.000,9424000000.000,9754600000.000,10119600000.000
LiabilitiesCurrent,387200000.000,575300000.000,523800000.000,518800000.000,743500000.000,1140800000.000,1615400000.000
LiabilitiesNoncurrent,1065500000.000,1042700000.000,1055600000.000,1066500000.000,1050100000.000,1039000000.000,1025200000.000
LineOfCreditFacilityMaximumBorrowingCapacity,2600000000.000,2600000000.000,2600000000.000,2600000000.000,2600000000.000,2600000000.000,2600000000.000
LongTermDebt,630900000.000,630900000.000,630900000.000,630900000.000,,,
LongTermDebtAndCapitalLeaseObligations,630900000.000,630900000.000,630900000.000,630900000.000,630900000.000,630900000.000,630900000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,0.000,0.000,0.000,0.000,,,
LongTermDebtFairValue,630900000.000,630900000.000,630900000.000,630900000.000,652800000.000,671900000.000,683200000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,46600000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,4500000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,4700000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,4800000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,5500000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,5900000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,21200000.000,,,
OtherAssetsCurrent,11600000.000,10100000.000,38600000.000,33800000.000,31000000.000,33200000.000,36900000.000
OtherAssetsNoncurrent,2226900000.000,2228400000.000,2233500000.000,2240700000.000,2241300000.000,2239700000.000,2238500000.000
OtherLiabilitiesCurrent,51900000.000,65800000.000,62400000.000,43800000.000,56900000.000,61900000.000,73500000.000
OtherLiabilitiesNoncurrent,84700000.000,57600000.000,62500000.000,63500000.000,65800000.000,65300000.000,62700000.000
OtherLongTermInvestments,5600000.000,5600000.000,4800000.000,1800000.000,1800000.000,1800000.000,1800000.000
OtherPartnersCapital,0.000,0.000,0.000,0.000,,,
PartnersCapital,1240200000.000,1247600000.000,1252800000.000,1258500000.000,1267800000.000,1267100000.000,1250200000.000
PartnersCapitalAttributableToNoncontrollingInterest,6162700000.000,6255500000.000,6308500000.000,6318200000.000,6362600000.000,6307700000.000,6228800000.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,7402900000.000,7503100000.000,7561300000.000,7576700000.000,7630400000.000,7574800000.000,7479000000.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,39100000.000,37400000.000,33400000.000,36100000.000,35800000.000,33500000.000,35200000.000
ProjectsThatHaveExploratoryWellCostsThatHaveBeenCapitalizedForPeriodGreaterThanOneYear,,,,1.000,,,
PropertyPlantAndEquipmentGross,,,,8930900000.000,,,
PropertyPlantAndEquipmentNet,,,,5970800000.000,,,
PublicUtilitiesPropertyPlantAndEquipmentAccumulatedDepreciation,2982800000.000,2968100000.000,2981300000.000,2960100000.000,2994000000.000,3023400000.000,3053700000.000
PublicUtilitiesPropertyPlantAndEquipmentNet,5097300000.000,5426600000.000,5776300000.000,5970800000.000,6303600000.000,6647500000.000,7017300000.000
PublicUtilitiesPropertyPlantAndEquipmentPlantInService,8080100000.000,8394700000.000,8757600000.000,8930900000.000,9297600000.000,9670900000.000,10071000000.000
