,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,684046.000,817053.000,1045791.000,894562.000,1230799.000,1202617.000,1844608.000,1888838.000,1594341.000,2559456.000,3320390.000,2099955.000,1577439.000,1160790.000,2115508.000,1383153.000,937773.000,1682947.000
AccountsReceivableNet,,,,,,,,,,,,,407142.000,311277.000,90479.000,266020.000,187819.000,164326.000
AccountsReceivableNetCurrent,40545.000,70042.000,61685.000,32263.000,17757.000,375739.000,107706.000,5938.000,,5791.000,104596.000,221652.000,407142.000,311277.000,90479.000,266020.000,187819.000,164326.000
AccruedBonusesCurrent,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,0.000,,,,,,,,
AccruedIncomeTaxes,,,,,,,,,575000.000,,,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,131250.000
AccruedSalariesCurrent,10000.000,,,,,,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,60000.000,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4270.000,4824.000,6222.000,7555.000,10609.000,14439.000,18233.000,38117.000,56102.000,81982.000,109328.000,141550.000,175315.000,212367.000,252379.000,241146.000,276259.000,319054.000
AdditionalPaidInCapital,5119726.000,5213528.000,5470749.000,14669321.000,15043762.000,15250450.000,15412478.000,15590329.000,16021400.000,16391953.000,16708596.000,17024677.000,17341268.000,17754771.000,17897318.000,18080757.000,21132386.000,21270361.000
AllowanceForDoubtfulAccountsReceivable,,,18477.000,,,,,,,,,,,,,,0.000,0.000
Assets,2278095.000,2791597.000,2927527.000,3729782.000,4384553.000,5259844.000,6911414.000,7953535.000,8195396.000,8909111.000,7147783.000,7044598.000,6771494.000,9047175.000,6719800.000,4891896.000,5835129.000,5173866.000
AssetsCurrent,2259638.000,2744396.000,2848124.000,3663491.000,4298793.000,5175330.000,6829605.000,7589950.000,7768084.000,7752086.000,6666299.000,6685232.000,6499642.000,8781797.000,6412872.000,4624176.000,5599279.000,4899637.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,,,,-0.100,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,493540.000,548082.000,511110.000,466020.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,97416.000,145800.000,145800.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,97416.000,97416.000,97416.000,97416.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,97416.000,97416.000,97416.000,97416.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,97416.000,97416.000,97416.000,97416.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,73062.000,73062.000,73062.000,73062.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,,,30814.000,36972.000,,
CapitalUnitsAuthorized,,,,,,,,,,,,,,100000000.000,100000000.000,100000000.000,100000000.000,
CapitalizedComputerSoftwareGross,7607.000,7607.000,6650.000,9871.000,16544.000,19428.000,20517.000,23438.000,27743.000,30246.000,30246.000,30246.000,33792.000,35013.000,40511.000,31887.000,33858.000,62451.000
CashAndCashEquivalentsAtCarryingValue,1957060.000,2119623.000,2170685.000,3223496.000,3633846.000,3463632.000,5615054.000,6016408.000,5790724.000,5290924.000,4559223.000,4277522.000,4723699.000,6093326.000,4868326.000,3188406.000,4401217.000,3522657.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,0.150,0.150
ClassOfWarrantOrRightOutstanding,7987274.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000,80000000.000
CommonStockSharesIssued,35794878.000,35794878.000,36044878.000,50869649.000,51104024.000,51354024.000,51341524.000,51341524.000,51358386.000,51358386.000,51368386.000,51368386.000,51368386.000,51368386.000,51368386.000,51368386.000,68535036.000,68535036.000
CommonStockSharesOutstanding,35794878.000,35794878.000,36044878.000,50869649.000,51104024.000,51354024.000,51341524.000,51341524.000,51358386.000,51358386.000,51368386.000,51368386.000,51368386.000,51368386.000,51368386.000,51368386.000,68535036.000,68535036.000
