,2016-01-03,2017-01-01
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,205845.000,166476.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,3452674.000,
AmortizationOfDebtDiscountPremium,269629.000,127556.000
AmortizationOfFinancingCosts,269629.000,127556.000
AmortizationOfIntangibleAssets,2524253.000,3697564.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-29146.000,-21363.000
CommonStockDividendsPerShareDeclared,,0.600
ConstructionInProgressExpendituresIncurredButNotYetPaid,4400000.000,
CostOfGoodsAndServicesSold,109488101.000,130918486.000
CostmethodInvestmentsOtherThanTemporaryImpairment,0.000,0.000
CurrentFederalTaxExpenseBenefit,2256970.000,3340070.000
CurrentForeignTaxExpenseBenefit,309528.000,727450.000
CurrentStateAndLocalTaxExpenseBenefit,244253.000,355748.000
DeferredIncomeTaxExpenseBenefit,-496427.000,-1165649.000
DefinedContributionPlanCostRecognized,368650.000,409247.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.030
Depreciation,1379176.000,1804110.000
DepreciationDepletionAndAmortization,3903429.000,5501674.000
DerivativeGainLossOnDerivativeNet,39638.000,-22193.000
DividendsCash,2877717.000,5811858.000
EarningsPerShareBasic,0.620,0.690
EarningsPerShareDiluted,0.600,0.680
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,64882.000,54549.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,152692.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,139060.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,139060.000,
GainLossOnDispositionOfAssets1,-48135.000,126631.000
GainsLossesOnExtinguishmentOfDebt,-386552.000,-60202.000
GoodwillImpairmentLoss,0.000,0.000
GrossProfit,33821533.000,39544467.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,6310039.000,8820049.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,7343262.000,9941739.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,1033223.000,1121690.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7343262.000,9941739.000
IncomeTaxExaminationPenaltiesAndInterestExpense,0.000,0.000
IncomeTaxExpenseBenefit,2314324.000,3257619.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-28753.000,-51388.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2496709.000,3380191.000
IncomeTaxReconciliationOtherAdjustments,9828.000,-5561.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,133784.000,193070.000
