,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentForAmortization,,,294812.000,,,,329000.000,,,,367000.000,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,68914.000,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,2149539.000,2566432.000,,3578000.000,6772000.000,7405000.000,9895000.000,8523000.000,7966000.000,7036000.000,6350000.000,7159000.000,7209000.000,3872000.000,5753000.000,3925000.000,4542000.000,2680000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,5235000.000,,,,5046000.000,5100000.000,5000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,4796000.000,,,,5577000.000,,,,22498000.000,,,,21532000.000,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,,25510.000,-4474.000,13922.000,-6958.000,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,74000.000,,,,65000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5515470.000,,,,29562000.000,,,,2190000.000,,,,-308555000.000,,,,-21783000.000,,
ComprehensiveIncomeNetOfTax,,,-11608229.000,-13950369.000,-14837034.000,-21804368.000,-18190000.000,-18920000.000,-12395000.000,-13842000.000,-15824000.000,-9708000.000,-5974000.000,-8170000.000,-16119000.000,-10903000.000,-10013000.000,-35889000.000,-66005000.000,-47039000.000,-26693000.000
CostOfGoodsSold,,,,,,,183000.000,727000.000,1750000.000,2359000.000,2664000.000,4158000.000,3783000.000,3765000.000,11838000.000,13997000.000,14486000.000,12011000.000,14966000.000,23063000.000,13838000.000
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,53000.000,,,,88000.000,,
Depreciation,,,32640.000,,,,99000.000,,,,298000.000,,,,398000.000,,,,490000.000,,
EarningsPerShareBasicAndDiluted,-0.490,-0.480,-0.550,-0.630,-0.590,-0.870,-0.640,-0.660,-0.430,-0.460,-0.540,-0.330,-0.200,-0.280,-0.550,-0.390,-0.340,-1.270,-2.220,-1.590,-0.900
EffectOfExchangeRateOnCashAndCashEquivalents,,,8182.000,,,,-27000.000,,,,-26000.000,,,,-504000.000,,,,273000.000,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,,,,,100000.000,,100000.000,,,,103000.000,115000.000,82000.000,55000.000,51000.000,181000.000,84000.000
ForeignCurrencyTransactionGainLossUnrealized,,,,,,,,,,,,,,,,,,,724000.000,,
GainsLossesOnExtinguishmentOfDebt,,,-766172.000,,,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,3205179.000,3456289.000,5111144.000,7747755.000,8163160.000,,,,,,,,,,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,,,,,,,,,,,325000000.000,,,,,,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,,,,,,9600000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,-5673000.000,,-15626000.000,-10896000.000,-9471000.000,-35577000.000,-65297000.000,-46580000.000,-26320000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-8604718.000,-10120498.000,-11665145.000,-13927253.000,-14873993.000,-21798609.000,,,-12303000.000,,-15552000.000,-9517000.000,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,,,164000.000,,224000.000,105000.000,198000.000,372000.000,199000.000,254000.000,294000.000,1022000.000,257000.000,229000.000,
IncomeTaxesPaid,,,,,,,,,,,181000.000,,,,417000.000,,,,458000.000,,
IncreaseDecreaseInAccountsPayable,,,-945661.000,,,,-3457000.000,,,,-434000.000,,,,-2794000.000,,,,-1354000.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,763000.000,,,,1767000.000,,,,2962000.000,,,,-2736000.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,,,-1698000.000,,,,489000.000,,,,762000.000,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,,,,,,,,,,,,,-4289000.000,,
IncreaseDecreaseInInventories,,,,,,,773000.000,,,,2411000.000,,,,-746000.000,,,,-150000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,88841.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,171051.000,,,,2000.000,,,,73000.000,,,,1000.000,,,,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,11000.000,,,,,,,,,,,,-183000.000,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,76057.000,,,,674000.000,,,,-740000.000,,,,3367000.000,,,,-356000.000,,
IncreaseInRestrictedCash,,,,,,,,,,,,,,,,,,,6000.000,,
InterestExpense,331803.000,334692.000,327748.000,199477.000,205269.000,204506.000,148000.000,114000.000,100000.000,360000.000,71000.000,70000.000,3175000.000,6621000.000,6931000.000,7069000.000,7113000.000,6492000.000,7202000.000,7449000.000,7720000.000
InterestExpenseLongTermDebt,,,,,,,,,,,,,,,2254000.000,,,,,,
InterestPaidNet,,,340889.000,,,,177000.000,,,,121000.000,,,,3379000.000,,,,3440000.000,,
InventoryWriteDown,,,,,,,,,,,234000.000,,,,407000.000,,,,3641000.000,12700000.000,
InvestmentIncomeInterest,70171.000,96233.000,41043.000,28110.000,45900.000,46947.000,,,,,,,,,,,,,,,
LineOfCreditFacilityPeriodicPaymentPrincipal,,,,,,,100000.000,,,,100000.000,,100000.000,,,,,,,,
LitigationSettlementAmount,,,,,,,,,,,,,,,,,,,40000000.000,,
LitigationSettlementExpense,,,,,,,,,,,,,,,,,,,28313000.000,70000.000,126000.000
NetCashProvidedByUsedInFinancingActivities,,,-462324.000,,,,80569000.000,,,,863000.000,,,,22502000.000,,,,-6000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-462324.000,,,,80569000.000,,,,863000.000,,,,22502000.000,,,,-6000.000,,
