,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-312000.000,,,,-350000.000,,,,-437000.000,,
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,,186000.000,202000.000,220000.000,150000.000,180000.000,180000.000,160000.000
AmortizationOfIntangibleAssets,1378000.000,998000.000,1482000.000,1166000.000,1127000.000,1178000.000,1948000.000,1780000.000,1870000.000,-71000.000,1317000.000,1318000.000,1317000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,348268.000,567995.000,,402132.000,887046.000,809870.000,-1589734.000,539119.000,515768.000,158268.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,21000.000,0.000,,7000.000,1355000.000,756000.000,0.000,1000.000,4000.000,1000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,8000.000,0.000,,0.000,75000.000,0.000,0.000,0.000,0.000,0.000
BenefitsLossesAndExpenses,51335000.000,50023000.000,53308000.000,52503000.000,57668000.000,104635000.000,85236000.000,93095000.000,97214000.000,54855000.000,84787000.000,82928000.000,82851000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-12663000.000,,,,-870000.000,,,,-10707000.000,,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,,,,,231000.000,,,,0.000,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,1118000.000,,,,1133000.000,,
CededPremiumsEarned,,,,,,,,,,,73571000.000,77616000.000,92448000.000
CededPremiumsEarnedOtherInsurance,,,,52882000.000,64394000.000,,58980000.000,58173000.000,66087000.000,69736000.000,,,
CededPremiumsWritten,,,,57805000.000,65935000.000,,50676000.000,63810000.000,79580000.000,73671000.000,69590000.000,86828000.000,111147000.000
ComprehensiveIncomeNetOfTax,,,3893000.000,3846000.000,4917000.000,3632000.000,2656000.000,2056000.000,2606000.000,12363000.000,3941000.000,4338000.000,3590000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,1000.000,0.000,6000.000,-3000.000,0.000,-11000.000,-4000.000,-3000.000,864000.000,605000.000,229000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,431000.000,,,,163000.000,,,,4805000.000,4943000.000,3819000.000
CurrentFederalTaxExpenseBenefit,,,,,,,308000.000,3656000.000,3394000.000,620000.000,,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,2245000.000,2963000.000,-11394000.000
DeferredIncomeTaxExpenseBenefit,,,-2143000.000,,,,1046000.000,-1230000.000,-1126000.000,-1008000.000,-263000.000,-1245000.000,12318000.000
Depreciation,814000.000,886000.000,738000.000,975000.000,871000.000,-828000.000,,,,,,,
DepreciationAmortizationAndAccretionNet,,,2220000.000,,,,3266000.000,,,,2566000.000,,
DepreciationAndAmortization,,,,2141000.000,1998000.000,,3266000.000,3147000.000,3248000.000,,,,
DepreciationDepletionAndAmortization,,,,,,,1318000.000,1367000.000,1378000.000,795000.000,1249000.000,1229000.000,1352000.000
DirectPremiumsEarned,,,,,,,,,,,108499000.000,110779000.000,127635000.000
DirectPremiumsEarnedOtherInsurance,,,,84787000.000,98287000.000,,92122000.000,91854000.000,100193000.000,105594000.000,,,
DirectPremiumsWritten,,,,92719000.000,100409000.000,,81510000.000,99978000.000,116452000.000,112303000.000,101472000.000,120204000.000,151204000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,-42000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,,,0.000,0.000,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,0.000,0.000,-24000.000
EarningsPerShareBasic,0.080,0.200,0.170,0.200,0.210,0.190,0.130,0.230,0.170,0.640,0.150,0.170,0.180
EarningsPerShareDiluted,0.070,0.190,0.170,0.190,0.200,0.180,0.120,0.220,0.160,0.610,0.140,0.160,0.180
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.290,0.344,0.423,-0.733,0.345,0.307,0.194
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,,,,,,-0.061,-0.009,0.009,0.032,0.053,0.037,0.016
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,,,,0.006,0.003,0.006,-0.010,0.004,0.004,0.005
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,,,,,,,-0.023,-0.012,-0.037,0.043,-0.019,-0.018,-0.043
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,-0.010,0.006,0.012,-0.010,0.041,-0.008,0.004
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,,,,,0.000,0.000,0.058,-0.044,,,0.110
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,,0.036,0.011,0.032,-0.055,0.028,0.024,0.013
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,,,,,,-0.007,-0.005,-0.007,0.011,0.006,0.007,0.009
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,116000.000,126000.000,137000.000,91000.000,112000.000,111000.000,100000.000
FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputRealizedAndUnrealizedGainsIncludedInEarnings,,,,,,,0.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,,,,,,,,,0.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,,,,,0.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,-27000.000,,,,0.000,,
FeesAndCommissionsOther,6243000.000,7027000.000,7064000.000,7210000.000,11122000.000,9429000.000,7163000.000,6957000.000,8731000.000,9973000.000,10549000.000,11996000.000,10022000.000
GainLossOnInvestments,,,-3000.000,,,,7000.000,,,,1000.000,,
GainLossOnSaleOfBusiness,,,,,,,,402000.000,0.000,,,0.000,0.000
GainOrLossOnSaleOfStockInSubsidiary,,-477000.000,,,0.000,,,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,,2898000.000,3276000.000,3630000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,,,861000.000,602000.000,230000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2516000.000,6428000.000,5400000.000,6163000.000,6594000.000,5375000.000,4665000.000,7053000.000,5355000.000,394000.000,5741000.000,5596000.000,4784000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,3759000.000,3878000.000,3860000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,0.150,0.170,0.180
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,0.140,0.160,0.180
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,0.000,0.000,-42000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,,,,,,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,,,,,0.000,0.000,0.000
IncomeTaxExpenseBenefit,936000.000,2292000.000,1919000.000,2146000.000,2455000.000,1775000.000,1354000.000,2426000.000,2268000.000,7955000.000,1982000.000,1718000.000,924000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,1632000.000,2470000.000,1875000.000,136000.000,2009000.000,1956000.000,1669000.000
