,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AmortizationOfDebtDiscountPremium,,,144000.000,,
AssetImpairmentCharges,,,,,85700000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7442000.000,,
CostsAndExpenses,100680000.000,115903000.000,130177000.000,126389000.000,217700000.000
DeferredIncomeTaxesAndTaxCredits,,,527000.000,,
DepreciationAndAmortization,2058000.000,2354000.000,2433000.000,2419000.000,2214000.000
DepreciationDepletionAndAmortization,,,5017000.000,,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,0.000,0.000
GoodwillImpairmentLoss,,,,,85700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,-4977000.000,-97732000.000
IncomeLossFromEquityMethodInvestments,283000.000,85000.000,-101000.000,428000.000,124000.000
IncomeTaxExpenseBenefit,225000.000,100000.000,727000.000,334000.000,-229000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-10548000.000,,
IncreaseDecreaseInAccountsReceivable,,,-3846000.000,,
IncreaseDecreaseInIncomeTaxesReceivable,,,-200000.000,,
IncreaseDecreaseInOtherAccountsPayable,,,-5975000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,55000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,1208000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,463000.000,,
InterestExpense,13939000.000,15571000.000,17418000.000,17558000.000,18289000.000
InterestPaid,,,17508000.000,,
LaborAndRelatedExpense,45014000.000,50526000.000,58544000.000,57655000.000,57968000.000
NetCashProvidedByUsedInFinancingActivities,,,-1854000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1854000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-997000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-997000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-4591000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4591000.000,,
NetIncomeLoss,-4630000.000,-13319000.000,-4596000.000,-5311000.000,-97503000.000
OperatingExpenses,,,,126389000.000,
OperatingIncomeLoss,-4688000.000,-13304000.000,-3768000.000,-5405000.000,-97856000.000
OperatingLeasesRentExpenseNet,6720000.000,8685000.000,10574000.000,10551000.000,10008000.000
OtherCostAndExpenseOperating,22184000.000,26446000.000,27304000.000,26002000.000,25501000.000
PaidInKindInterest,,,4404000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,997000.000,,
ProceedsFromLinesOfCredit,,,15000000.000,,
ProvisionForDoubtfulAccounts,1241000.000,1781000.000,1599000.000,648000.000,1181000.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,134000.000,,
RepaymentsOfFinancialServicesObligations,,,125000.000,,
RepaymentsOfLinesOfCredit,,,15000000.000,,
RepaymentsOfLongTermDebt,,,1595000.000,,
RestructuringCharges,,,,,5717000.000
Revenues,95992000.000,102599000.000,126409000.000,120984000.000,119844000.000
SalesRevenueNet,95992000.000,102599000.000,126409000.000,120984000.000,119844000.000
SuppliesExpense,9524000.000,10540000.000,12305000.000,11556000.000,11122000.000
