,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2013-12-31,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-03-28,2015-06-27,2015-09-26,2015-12-31,2016-04-02,2016-07-02
AccountsPayableCurrent,204000000.000,170600000.000,,185700000.000,206100000.000,171500000.000,174400000.000,184200000.000,228000000.000,232700000.000,214700000.000,271000000.000,314100000.000,299900000.000,288800000.000,280200000.000,293200000.000,271700000.000,269200000.000,265200000.000,282500000.000
AccountsReceivableNetCurrent,318100000.000,285100000.000,,282100000.000,328300000.000,280000000.000,257400000.000,289900000.000,339600000.000,325700000.000,276400000.000,329400000.000,410200000.000,355300000.000,324900000.000,349100000.000,422400000.000,347600000.000,340000000.000,337400000.000,383900000.000
AccruedLiabilitiesCurrent,203000000.000,230300000.000,,212400000.000,188900000.000,217500000.000,198900000.000,218100000.000,223700000.000,252800000.000,231500000.000,220400000.000,227000000.000,248700000.000,222400000.000,238500000.000,216700000.000,240100000.000,214500000.000,209400000.000,224100000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,64300000.000,71600000.000,,94800000.000,103400000.000,114500000.000,123500000.000,132600000.000,139200000.000,148600000.000,159200000.000,168200000.000,177400000.000,183800000.000,196200000.000,203200000.000,215700000.000,226300000.000,236300000.000,249200000.000,261700000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,4000000.000,-200000.000,,-18900000.000,-21400000.000,-19100000.000,-22300000.000,-25300000.000,-26900000.000,-24100000.000,-16300000.000,-18800000.000,-17000000.000,-20800000.000,-35700000.000,-41800000.000,-39100000.000,-42800000.000,-42500000.000,-40500000.000,-43400000.000
AdditionalPaidInCapital,176500000.000,176700000.000,,177500000.000,178600000.000,179900000.000,189100000.000,194500000.000,199700000.000,203000000.000,203600000.000,206000000.000,212800000.000,239200000.000,249400000.000,252800000.000,254500000.000,255200000.000,256800000.000,258900000.000,260900000.000
AllowanceForDoubtfulAccountsReceivableCurrent,4800000.000,6200000.000,,6100000.000,4800000.000,4900000.000,7200000.000,7700000.000,5200000.000,5400000.000,4200000.000,4100000.000,5200000.000,4800000.000,3700000.000,2800000.000,3100000.000,3200000.000,3600000.000,3800000.000,3200000.000
Assets,2060000000.000,1986000000.000,,1942600000.000,1944200000.000,1925400000.000,1888100000.000,1983000000.000,2044800000.000,2064800000.000,1990900000.000,2054900000.000,2362900000.000,2264600000.000,2209100000.000,2293100000.000,2311300000.000,2226700000.000,2143900000.000,2149400000.000,2174900000.000
AssetsCurrent,798900000.000,749100000.000,,738500000.000,754900000.000,747200000.000,724400000.000,831000000.000,749500000.000,767100000.000,700000000.000,782900000.000,933600000.000,860800000.000,822800000.000,886000000.000,922700000.000,847300000.000,771400000.000,804100000.000,842500000.000
BuildingsAndImprovementsGross,82500000.000,77500000.000,,79500000.000,77200000.000,78800000.000,83600000.000,83100000.000,84900000.000,97900000.000,112000000.000,115100000.000,120700000.000,117200000.000,118500000.000,110200000.000,111100000.000,110900000.000,108900000.000,112900000.000,112600000.000
