,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31
AdvertisingExpense,,,,0.000,0.000
AllocatedShareBasedCompensationExpense,,,37500.000,454000.000,
AmortizationOfDebtDiscountPremium,,,542.000,,
AmortizationOfIntangibleAssets,,,,8768.000,9934.000
AssetImpairmentCharges,,,,,737500.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2950.000,-32.000,9037.000,-9037.000,
ConversionOfStockAmountIssued1,,,51525.000,,
DebtConversionConvertedInstrumentAmount1,,,51525.000,,
Depreciation,,,,994.000,924.000
DepreciationAndAmortization,,,,,10858.000
DepreciationDepletionAndAmortization,,,2911.000,9762.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010,-0.020,-0.050
EquityIssuancePerShareAmount,,,1.000,,
ExplorationCosts,,,50945.000,186200.000,98393.000
GainLossOnDispositionOfAssets1,,,,-891.000,
GeneralAndAdministrativeExpense,17155.000,15547.000,91891.000,175726.000,176986.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-17315.000,,,,
IncomeTaxExpenseBenefit,,,0.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,370800.000,467300.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,-108000.000,-371900.000,-468100.000
IncomeTaxReconciliationNondeductibleExpense,,,700.000,1100.000,800.000
IncomeTaxesPaid,0.000,0.000,,,
IncreaseDecreaseInAccountsPayable,,,17288.000,57115.000,73397.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2040.000,3490.000,,,
IncreaseDecreaseInAccruedLiabilities,,,14688.000,27032.000,-41720.000
IncreaseDecreaseInAccruedSalaries,,,15000.000,10000.000,16250.000
IncreaseDecreaseInDueToRelatedParties,,,16953.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,12025.000,,,
InterestPaid,0.000,0.000,,,
NetCashProvidedByUsedInFinancingActivities,0.000,0.000,427500.000,540000.000,392000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,0.000,427500.000,540000.000,392000.000
NetCashProvidedByUsedInInvestingActivities,,,-231403.000,-102772.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-231403.000,-102772.000,
NetCashProvidedByUsedInOperatingActivities,-2950.000,-32.000,-187060.000,-446265.000,-392000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2950.000,-32.000,-187060.000,-446265.000,-392000.000
NetIncomeLoss,-17315.000,-15547.000,-291400.000,-1003625.000,-1263257.000
OfficersCompensation,160.000,,,,
OperatingIncomeLoss,,,-291400.000,-1003625.000,-1268257.000
OtherExpenses,,0.000,,,
OtherNonoperatingIncome,,,,,5000.000
PaymentsForOtherTaxes,0.000,,,,
PaymentsToAcquireOilAndGasEquipment,,,200000.000,100000.000,
PaymentsToAcquireProductiveAssets,,,31403.000,2772.000,
ProceedsFromIssuanceOfCommonStock,,0.000,375000.000,540000.000,392000.000
ProceedsFromIssuanceOfDebt,0.000,,,,
ProceedsFromLoans,0.000,0.000,,,
ProfessionalFees,,,111064.000,187699.000,180178.000
SalariesAndWages,,,,120000.000,120000.000
ShareBasedCompensation,,,,,75200.000
StockIssued1,,,37500.000,454000.000,
StockIssuedDuringPeriodValueAcquisitions,,,250000.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,75200.000
StockRepurchasedAndRetiredDuringPeriodShares,,0.000,,,
TaxesOther,,0.000,,,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,,-107300.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,58142630.000,65761098.000,26767283.000
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,-47744000.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,139061158.000,106048000.000,,,
