,2016-12-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,4090000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,793000.000
AmortizationOfDebtDiscountPremium,763000.000
CashPeriodIncreaseDecrease,27499000.000
EarningsPerShareBasicAndDiluted,-1.150
EffectiveIncomeTaxRateContinuingOperations,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.470
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,0.010
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,-0.030
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.010
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.130
EffectiveIncomeTaxRateReconciliationTaxCredits,0.000
FairValueAdjustmentOfWarrants,159000.000
GeneralAndAdministrativeExpense,2816000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,668000.000
IncreaseDecreaseInDueToRelatedParties,-250000.000
IncreaseDecreaseInInterestPayableNet,245000.000
InterestExpenseDebt,895000.000
InterestExpenseRelatedParty,253000.000
InterestIncomeOther,16000.000
InterestPaid,140000.000
LiabilitiesAssumed1,793000.000
NetCashProvidedByUsedInFinancingActivities,31628000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,31628000.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,-4129000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-4129000.000
NetIncomeLoss,-12654000.000
NonoperatingIncomeExpense,-1291000.000
NotesAssumed1,3471000.000
OperatingExpenses,11363000.000
OperatingIncomeLoss,-11363000.000
PaymentsForUnderwritingExpense,1400000.000
PaymentsOfStockIssuanceCosts,4090000.000
PaymentsToAcquireIntangibleAssets,0.000
ProceedsFromIssuanceOrSaleOfEquity,35008000.000
ProceedsFromRelatedPartyDebt,2221000.000
RepaymentsOfRelatedPartyDebt,2001000.000
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationFairValueAcquired,4400000.000
ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,0.000
ResearchAndDevelopmentExpense,2000000.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,2468000.000
ResearchAndDevelopmentInProcess,6079000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,2243664.000
StockIssued1,190000.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,0.000
StockIssuedDuringPeriodValueIssuedForServices,862000.000
StockIssuedDuringPeriodValueNewIssues,39098000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,11026666.000
