,2014-09-30,2014-12-31,2015-03-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,9552.000,20065.000,32317.000,12918.000,17388.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,9253.000,,,,,
AccountsPayableCurrent,,100.000,400.000,,,,,,
AccruedLiabilitiesCurrent,,,5600.000,1225.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-800.000,,,,,,,,
AdditionalPaidInCapital,,,,,970038.000,970038.000,996925.000,996925.000,996925.000
AdditionalPaidInCapitalCommonStock,21159.000,21159.000,21159.000,855872.000,,,,,
AssetRetirementObligation,,,,8968.000,83580.000,83580.000,,,
AssetRetirementObligationsNoncurrent,,,,9075.000,83580.000,83580.000,83580.000,83580.000,83580.000
Assets,16451.000,15786.000,5971.000,298358.000,,,,36207.000,29168.000
AssetsCurrent,7886.000,7221.000,5971.000,27619.000,,,,14294.000,1145.000
AssetsNoncurrent,8565.000,8565.000,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,,8723.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,,21913.000,
CapitalizedCostsProvedProperties,,,,77044.000,,,,,
CashAndCashEquivalentsAtCarryingValue,7886.000,7221.000,5971.000,37.000,,,,13611.000,1016.000
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,8360000.000,8360000.000,125400000.000,132550000.000,1326281.000,1326281.000,29684381.000,29684381.000,29684381.000
CommonStockSharesOutstanding,8360000.000,8360000.000,125400000.000,132550000.000,1326281.000,1326281.000,29684381.000,29684381.000,29684381.000
CommonStockValue,8360.000,8360.000,8360.000,15510.000,1326.000,1326.000,29684.000,29684.000,29684.000
ConvertibleDebtCurrent,,,,,55245.000,55245.000,,,
DebtInstrumentFaceAmount,,,,,,,,240683.000,
DueToRelatedPartiesCurrent,,,,,118433.000,130660.000,167308.000,676.000,4385.000
Liabilities,9050.000,9150.000,6000.000,83673.000,266810.000,289550.000,283205.000,337857.000,346036.000
LiabilitiesAndStockholdersEquity,16451.000,15786.000,5971.000,298359.000,,,,36207.000,29168.000
LiabilitiesCurrent,9050.000,9150.000,,20578.000,183230.000,205970.000,199625.000,13594.000,21773.000
LiabilitiesNoncurrent,,,,,83580.000,83580.000,83580.000,324263.000,324263.000
LoansPayableCurrent,9050.000,9050.000,,,,,,,
LongTermDebtNoncurrent,,,,,,,,240683.000,240683.000
MinorityInterestOwnershipPercentageByParent,,,,,0.940,,,,
NotesPayableRelatedPartiesNoncurrent,,,,54020.000,,,,,
OilAndGasPropertyFullCostMethodNet,,,,,,,,21913.000,28023.000
OperatingLossCarryforwards,,,29548.000,,,,,,
OtherAssetsCurrent,,,,27582.000,,,,,
OtherLiabilitiesCurrent,,,,10100.000,,,,,
PrepaidExpenseCurrent,,,,,,,,683.000,129.000
PropertyPlantAndEquipmentGross,8565.000,8565.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-21318.000,-22883.000,-29548.000,-656696.000,-1238174.000,-1260914.000,-1309814.000,-1328259.000,-1343477.000
SharePrice,,,0.010,,,,,,
StockholdersEquity,,,-29.000,214686.000,-266810.000,-289550.000,-283205.000,-301650.000,-316868.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7401.000,6636.000,-29.000,214686.000,,,,-301650.000,-316868.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,6370870.000,8346087.000,,,,,,,
