,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,508852.000,790869.000,890762.000,1058671.000,1379011.000,1158826.000,1482643.000,2709489.000,2763872.000,2339722.000,2444904.000,1779197.000,1778953.000,1647556.000,2184686.000,2087855.000,2468470.000,3317052.000,2777221.000,2564681.000,3904445.000
AccountsReceivableNetCurrent,,,,220096.000,61897.000,39112.000,326327.000,236918.000,335091.000,0.000,484423.000,803513.000,562171.000,383961.000,351443.000,522499.000,1200615.000,924468.000,943950.000,826715.000,1327531.000,1018027.000,839938.000
AccruedLiabilitiesCurrent,9809.000,5306.000,508254.000,204594.000,502594.000,747079.000,676667.000,753143.000,911130.000,823550.000,1349931.000,1225999.000,1511010.000,2223639.000,1803434.000,1462561.000,1949419.000,1968384.000,1661922.000,1604500.000,1824798.000,2385356.000,2224719.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-825383.000,,,,-1036016.000,,,,-1283868.000,,,,1753689.000,,,,2223265.000,
AdditionalPaidInCapital,141080.000,156080.000,46151031.000,46263121.000,46464366.000,46532612.000,46751031.000,46973802.000,47199023.000,74209004.000,74443204.000,74803338.000,75130398.000,75457458.000,86484669.000,87253027.000,87750184.000,88239569.000,88661749.000,101959318.000,102222281.000,102476267.000,102712144.000
Assets,5909.000,8079.000,17008314.000,15883865.000,13224826.000,15555419.000,13817307.000,10690103.000,8701866.000,31979943.000,31951324.000,27882931.000,25287215.000,27227497.000,33927680.000,29799772.000,27824030.000,23714517.000,19684920.000,31741989.000,27495386.000,23685085.000,17594918.000
AssetsCurrent,,,15843577.000,14619089.000,11981577.000,13948138.000,12305553.000,9172513.000,7143625.000,31052449.000,30787513.000,26493609.000,22571543.000,24088015.000,30982138.000,27126916.000,25240341.000,21290404.000,17358209.000,29494236.000,25359589.000,21657138.000,15683204.000
AssetsNoncurrent,,,349540.000,439540.000,439540.000,827984.000,709997.000,667673.000,746843.000,162195.000,334863.000,350395.000,334472.000,298784.000,207780.000,45163.000,65051.000,27163.000,30717.000,27163.000,27163.000,27163.000,29563.000
CapitalLeaseObligationsCurrent,,,9951.000,10177.000,10177.000,11569.000,11831.000,12099.000,12373.000,12654.000,12941.000,13234.000,13534.000,13841.000,14154.000,14368.000,14804.000,15139.000,15482.000,15833.000,16192.000,16559.000,16935.000
CapitalLeaseObligationsNoncurrent,,,86663.000,83804.000,81111.000,77890.000,74832.000,71705.000,68507.000,65236.000,61890.000,58471.000,54973.000,51395.000,47737.000,44103.000,40169.000,36256.000,32254.000,28162.000,23977.000,19697.000,15319.000
CapitalizedComputerSoftwareGross,,,,,,141277.000,,,,184077.000,,,,188277.000,,,,188277.000,,,,188277.000,
Cash,,,,,,,,7653479.000,,,26517959.000,17869031.000,13951525.000,,16564190.000,7821841.000,9177767.000,,8925132.000,12549173.000,7905975.000,,8542928.000
CashAndCashEquivalentsAtCarryingValue,5909.000,8079.000,14239828.000,12887788.000,10720397.000,12535672.000,10320517.000,7653479.000,5380043.000,26149477.000,26517959.000,17869031.000,13951525.000,17199030.000,16564190.000,7821841.000,9177767.000,10440959.000,8925132.000,12549173.000,7905975.000,9914867.000,8542928.000
CommitmentsAndContingencies,,,,,,,,,,,,0.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,2500000.000,2500000.000,4654303.000,4654303.000,4654303.000,4622831.000,5871002.000,5871002.000,5871002.000,9291823.000,9291823.000,9291823.000,9291823.000,9291823.000,10705573.000,10705573.000,10713087.000,10713087.000,10713087.000,12886741.000,12886741.000,12886741.000,12886741.000
CommonStockSharesOutstanding,2500000.000,2500000.000,4654303.000,4654303.000,4654303.000,4622831.000,5871002.000,5871002.000,5871002.000,9291823.000,9291823.000,9291823.000,9291823.000,9291823.000,10705573.000,10705573.000,10713087.000,10713087.000,10713087.000,12886741.000,12886741.000,12886741.000,12886741.000
CommonStockValue,250.000,250.000,4654.000,4654.000,465.000,462.000,587.000,587.000,587.000,929.000,929.000,929.000,929.000,929.000,1071.000,1071.000,1072.000,1072.000,1072.000,1289.000,1289.000,1289.000,1289.000
ConvertibleNotesPayable,,,,200000.000,200000.000,,,,,,,,,,,,,,,,,,
DeferredCosts,,,,,,,245416.000,203092.000,282262.000,149618.000,307700.000,323232.000,307309.000,271621.000,180617.000,18000.000,37888.000,0.000,3554.000,,,,
DeferredCreditsAndOtherLiabilitiesNoncurrent,,,144238.000,138690.000,133142.000,127595.000,122047.000,116500.000,110952.000,105404.000,99857.000,94309.000,88761.000,83214.000,151596.000,143956.000,136316.000,128676.000,121036.000,113396.000,105756.000,98116.000,90476.000
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsNet,,,0.000,,0.000,363403.000,,,,,,,,,,,,,,,,,
DeferredRevenue,,,,,,,,1624444.000,,,,,,,,,,,,,,,
DeferredRevenueNoncurrent,,,,,,,,,1599259.000,1580370.000,1561481.000,1542592.000,1523704.000,1504815.000,1485926.000,1467037.000,2887082.000,2832867.000,2797158.000,2761450.000,2725742.000,2690033.000,2654325.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,,,,,,,,972345.000,
DeferredTaxAssetsGross,,,,,,13540965.000,,,,20391083.000,,,,25538327.000,,,,31559941.000,,,,37315354.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,11602301.000,,,,16791893.000,,,,21004587.000,,,,25834860.000,,,,30843479.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,,,,58900000.000,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,,,,,,,652695.000,
DeferredTaxAssetsTaxCreditCarryforwardsOther,,,,,,,,,,,,,,3000000.000,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,,,1938664.000,,,,2846245.000,,,,3649268.000,,,,4353534.000,,,,4099249.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,752945.000,,,,884472.000,,,,1371547.000,,,,747586.000,
DeferredTaxAssetsValuationAllowance,,,,,,-13540965.000,,,,-20391083.000,,,,-25538327.000,,,,31559941.000,,,,37315354.000,
DepositsAssetsNoncurrent,,,12577.000,12577.000,12577.000,12577.000,12577.000,12577.000,12577.000,12577.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,27163.000,29563.000
DerivativeLiabilitiesNoncurrent,,,,,,,192617.000,171590.000,168777.000,0.000,214368.000,249168.000,263784.000,476760.000,0.000,0.000,0.000,0.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,145230.000,153557.000,,,,,,,,,,,,,,,,,,,,,
