,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,4877.000,,-183701.000,,,,-76490.000
DebtConversionConvertedInstrumentAmount1,1000000.000,,1000000.000,,,,1000000.000
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.060,-0.090,-0.030,-0.030,-0.000
FairValueAssumptionsExpectedVolatilityRate,0.112,,0.112,,,,0.112
FairValueAssumptionsRiskFreeInterestRate,0.014,,0.014,,,,0.014
GeneralAndAdministrativeExpense,5704.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,-9505.000,,,,-12118.000
IncreaseDecreaseInAccruedLiabilities,-4000.000,,-3924.000,,,,
IncreaseDecreaseInPrepaidExpense,,,43611.000,,,,-253.000
InterestIncomeExpenseNet,,7840.000,18789.000,17195.000,17513.000,32466.000,54952.000
NetCashProvidedByUsedInFinancingActivities,6581.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6581.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-54952.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-54952.000
NetCashProvidedByUsedInOperatingActivities,-1704.000,,-164912.000,,,,-21538.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1704.000,,-164912.000,,,,-21538.000
NetIncomeLoss,-5704.000,-24478.000,-156672.000,-224151.000,-78661.000,-82132.000,-9673.000
NoninterestExpenseOfferingCost,,,1862816.000,,,,
OperatingExpenses,,32318.000,175461.000,241346.000,96174.000,114598.000,64625.000
OperatingIncomeLoss,,-32318.000,-175461.000,-241346.000,-96174.000,-114598.000,-64625.000
OtherUnderwritingExpense,100.000,,,,,,
PaymentsOfDebtIssuanceCosts,160807.000,,,,,,
ProceedsFromContributionsFromAffiliates,142388.000,,,,,,
ProceedsFromIssuanceOfCommonStock,25000.000,,,,,,
ProceedsFromIssuanceOfPrivatePlacement,,,2500000.000,,,,2500000.000
ProfessionalFees,,,48800.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardPercentageOfOutstandingStockMaximum,0.200,,0.200,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,10.000,,,,,,
StockIssuedDuringPeriodValueNewIssues,25000.000,,,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,4000000.000,,,,,,
UnderwritingExpenseRatio,0.025,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1504688.000,2314708.000,2562500.000,2562500.000,2562500.000,-5125000.000,2562500.000
