,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrentAndNoncurrent,1204927000.000,1560856000.000,997287000.000,897489000.000,1320805000.000,1487086000.000,975098000.000,999061000.000,1304849000.000,1484500000.000,952400000.000,967900000.000,1008000000.000,1401000000.000,1431000000.000,917000000.000,875000000.000,1382000000.000,1239000000.000,792000000.000,821000000.000,1141000000.000
AccountsReceivableNet,1311755000.000,1447170000.000,1996038000.000,1616382000.000,1398701000.000,1448271000.000,1731795000.000,1886596000.000,1555520000.000,1656000000.000,1700900000.000,1512600000.000,1597000000.000,1304000000.000,1390000000.000,1623000000.000,2074000000.000,1518000000.000,1323000000.000,1456000000.000,1283000000.000,1034000000.000
AccrualForEnvironmentalLossContingencies,,,,,,1400000.000,1500000.000,2600000.000,2600000.000,2600000.000,2700000.000,2500000.000,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,975178000.000,1041929000.000,1215856000.000,,1203125000.000,1062312000.000,1012188000.000,1178460000.000,1205583000.000,1182300000.000,1284200000.000,1104300000.000,1148000000.000,1161000000.000,1129000000.000,1216000000.000,1106000000.000,1090000000.000,1037000000.000,1073000000.000,980000000.000,966000000.000
AccruedSalariesCurrent,,,,,,,,440936000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,860537000.000,902437000.000,922601000.000,945173000.000,995119000.000,1020772000.000,1049775000.000,1113496000.000,1087176000.000,1125900000.000,1080200000.000,1104800000.000,1094000000.000,985000000.000,1129000000.000,1083000000.000,1174000000.000,1210000000.000,998000000.000,1041000000.000,1031000000.000,1086000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,3400000.000,5100000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,-19400000.000,-19400000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,96000000.000,-94500000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,74800000.000,95000000.000,102700000.000,,,,54800000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,68873000.000,97262000.000,21845000.000,-28414000.000,3922000.000,-38057000.000,-14829000.000,-26892000.000,-51165000.000,-73300000.000,-51400000.000,7100000.000,-115000000.000,-161000000.000,-150000000.000,-190000000.000,-245000000.000,-191000000.000,-121000000.000,-103000000.000,-171000000.000,-158000000.000
AdditionalPaidInCapitalCommonStock,3462253000.000,3472029000.000,3481112000.000,3473625000.000,3482416000.000,3492199000.000,3501007000.000,3509998000.000,3519541000.000,3534200000.000,3548900000.000,,3566000000.000,3570000000.000,3575000000.000,3580000000.000,3583000000.000,3589000000.000,3134000000.000,3140000000.000,2227000000.000,2231000000.000
