,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,205067.000,,,,,,
AmortizationOfDebtDiscountPremium,,,33567.000,,,,,,
AmortizationOfFinancingCosts,,,,,,,1098596.000,1108687.000,717600.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1654358.000,,,,-1189102.000,,
ComprehensiveIncomeNetOfTax,-668381.000,-1207394.000,-1576534.000,-1522201.000,-1888538.000,-16541201.000,,,
CostOfRevenue,1178864.000,1498810.000,1294194.000,1186653.000,678617.000,883086.000,1089335.000,759642.000,607740.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,500000.000
DebtInstrumentPeriodicPaymentInterest,,,,,,,8333.000,,
DepreciationDepletionAndAmortization,,,52276.000,,,,25258.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,-724073.000,,
EarningsPerShareBasicAndDiluted,-0.470,-0.090,-0.120,-0.120,-0.150,-1.250,-0.040,0.660,-0.190
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,,,,1169682.000,882481.000,,1151520.000,,
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,,,,286563.000,2443.000,,338409.000,,
EntityWideRevenueMajorCustomerPercentage,,,,,,,0.100,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,,,,,,,916573.000,,
GeneralAndAdministrativeExpense,925335.000,1071832.000,953669.000,911855.000,864696.000,1324947.000,920411.000,508241.000,482903.000
GrossProfit,152102.000,385511.000,110880.000,269592.000,206307.000,-109572.000,400594.000,310014.000,118408.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-668381.000,-1206644.000,-1573384.000,-1522201.000,-1888538.000,-16542000.000,-564085.000,11244026.000,-4295330.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,-1522201.000,-1888538.000,,,,
IncomeTaxExpenseBenefit,,750.000,3150.000,0.000,0.000,-799.000,1919.000,0.000,
IncomeTaxesPaid,,,3150.000,,,,1919.000,,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,406528.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-341858.000,,,,-106613.000,,
IncreaseDecreaseInAccountsReceivable,,,200546.000,,,,,,
IncreaseDecreaseInDeposits,,,-32.000,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,10719.000,,,,-2519163.000,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,,,,,,,2519163.000,,
IncreaseDecreaseInInventories,,,-365396.000,,,,226738.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,228001.000,,,,3249.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,-10000.000,,
InterestExpense,169507.000,47695.000,71341.000,48880.000,226007.000,15929575.000,1951845.000,1558335.000,842434.000
InterestPaid,,,37363.000,,,,25000.000,,
InvestmentIncomeInterest,1778.000,2737.000,693.000,117.000,7.000,6.000,5.000,0.000,
NetCashProvidedByUsedInFinancingActivities,,,,,,,425150.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,425150.000,,
NetCashProvidedByUsedInOperatingActivities,,,-1654358.000,,,,-1614252.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1654358.000,,,,-1614252.000,,
NetIncomeLoss,-668381.000,-1207394.000,-1576534.000,-1522201.000,-1888538.000,-16541201.000,-566004.000,11244026.000,-4295330.000
NonoperatingIncomeExpense,663758.000,357698.000,-81189.000,-83374.000,-577565.000,-14491472.000,582962.000,11828854.000,-3674143.000
OperatingExpenses,1484241.000,1949853.000,1603075.000,1708419.000,1517280.000,1940956.000,1547641.000,894842.000,739595.000
OperatingIncomeLoss,-1332139.000,-1564342.000,-1492195.000,-1438827.000,-1310973.000,-2050528.000,-1147047.000,-584828.000,-621187.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,0.000,0.000,,,,
OtherNonoperatingIncomeExpense,831487.000,402656.000,-10541.000,-34611.000,-351565.000,7457578.000,2534802.000,13387189.000,-2831709.000
OtherPreferredStockDividendsAndAdjustments,3398269.000,,,0.000,0.000,,,,
ProceedsFromConvertibleDebt,,,,,,,250000.000,,
ProceedsFromRelatedPartyDebt,,,,,,,,150000.000,
ProceedsFromWarrantExercises,,,,,,,2650.000,,
ProductWarrantyAccrualPayments,,,,,,,7551.000,,
ProductWarrantyAccrualWarrantiesIssued,,,,,,,38141.000,,
ProductWarrantyExpense,,,25588.000,,,,38141.000,,
ProfitLoss,-4066650.000,-1207394.000,-1576534.000,,,,,,
ProvisionForDoubtfulAccounts,,,,,,,3228.000,,
ResearchAndDevelopmentExpense,226647.000,350332.000,229786.000,236018.000,179694.000,340275.000,237550.000,223534.000,124401.000
Revenues,1330966.000,1884321.000,1405074.000,1456245.000,884924.000,773514.000,1489929.000,1069656.000,726148.000
SalesRevenueNet,1330966.000,1884321.000,1405074.000,1456245.000,884924.000,773514.000,1489929.000,1069656.000,726148.000
SellingAndMarketingExpense,332259.000,527689.000,419620.000,560546.000,472890.000,275734.000,389680.000,163067.000,132291.000
ShareBasedCompensation,,,205067.000,166981.000,175985.000,322334.000,215721.000,106671.000,66506.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,,,,,,,12000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeituresWeightedAverageGrantDateFairValue,,,,,,,15.400,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,2500000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,,26500.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,,,0.100,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,212428.000,,
