,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,85503000.000,
AccountsPayableAndOtherAccruedLiabilities,,282049000.000
AccountsReceivableNet,,51977000.000
AccruedLiabilitiesAndOtherLiabilities,,964027000.000
AccruedSalariesCurrentAndNoncurrent,1273000.000,41428000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-280000.000,-23750000.000
AdditionalPaidInCapital,,7994460000.000
AdditionalPaidInCapitalCommonStock,250997000.000,
AllowanceForDoubtfulAccountsReceivable,600000.000,
Assets,850627000.000,24909731000.000
AssetsHeldForSaleNotPartOfDisposalGroup,,1276695000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,1276695000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,6610000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,12487000.000
AvailableForSaleSecurities,44210000.000,413570000.000
AvailableForSaleSecuritiesAmortizedCost,,419447000.000
BelowMarketLeaseAccumulatedAmortization,,17153000.000
BelowMarketLeaseGross,,231826000.000
BelowMarketLeaseNet,,214673000.000
CashAndCashEquivalentsAtCarryingValue,131666000.000,633210000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYield,,65625000.000
CommonStockParOrStatedValuePerShare,0.010,
CommonStockSharesAuthorized,1000000000.000,
CommonStockSharesIssued,188429725.000,
CommonStockSharesOutstanding,188429725.000,
CommonStockValue,1884000.000,
ConstructionInProgressGross,,57337000.000
CostMethodInvestments,,118816000.000
CostMethodInvestmentsFairValueDisclosure,21000000.000,
DebtInstrumentCarryingAmount,,10575951000.000
DebtInstrumentUnamortizedDiscountPremiumNet,,287478000.000
DeferredFinanceCostsNet,0.000,38925000.000
DeferredIncomeTaxLiabilities,13088000.000,
DeferredRevenue,1913000.000,
DeferredTaxAssetsCapitalLossCarryforwards,3727000.000,
DeferredTaxAssetsInvestments,7139000.000,
DeferredTaxAssetsLiabilitiesNet,19543000.000,
DeferredTaxAssetsNet,23189000.000,
DeferredTaxAssetsOther,5922000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,11875000.000,
DeferredTaxAssetsValuationAllowance,5474000.000,
DeferredTaxLiabilities,9442000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,4809000.000,
DeferredTaxLiabilitiesOther,7019000.000,
DepositAssets,2587000.000,
Deposits,2420000.000,
DepositsAssets,,0.000
DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,,32051000.000
DerivativeAssets,,32527000.000
DerivativeCollateralObligationToReturnCash,,0.000
DerivativeCollateralObligationToReturnSecurities,,476000.000
DerivativeCollateralRightToReclaimCash,,0.000
DerivativeCollateralRightToReclaimSecurities,,476000.000
DerivativeFairValueOfDerivativeAsset,,32527000.000
DerivativeFairValueOfDerivativeLiability,,133034000.000
DerivativeLiabilities,,133034000.000
DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,,132558000.000
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,93270000.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,13810000.000
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,,273577000.000
DisposalGroupIncludingDiscontinuedOperationOtherAssets,,46005000.000
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,77141000.000
DividendsPayableCurrentAndNoncurrent,526000.000,175498000.000
DueFromAffiliates,,50749000.000
DueFromCorrespondentBrokers,133000.000,
DueFromOtherRelatedParties,5106000.000,
DueFromRelatedParties,71423000.000,
