,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,66500000.000,66500000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,239997.000,1501580.000,9729000.000,6041000.000,9212000.000,13162000.000,33525000.000,48517000.000,60773000.000,71397000.000,84268000.000,74942000.000,81737000.000,69006000.000,65300000.000
AccumulatedDistributionsInExcessOfNetIncome,,,318730.000,2567172.000,23063000.000,40034000.000,64467000.000,111878000.000,141809000.000,182377000.000,212083000.000,247995000.000,270443000.000,301229000.000,326084000.000,360673000.000,381267000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,124801.000,,,,-22093000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-94490.000,-894000.000,-3020000.000,-12275000.000,-20941000.000,-46476000.000,-35961000.000,-40548000.000,-50316000.000,-40267000.000,-49767000.000,-48545000.000,-61704000.000,-58535000.000
AdditionalPaidInCapital,208977.000,208977.000,18996596.000,215370660.000,575098000.000,938975000.000,996722000.000,1056862000.000,1161196000.000,1173973000.000,1186583000.000,1178990000.000,1189896000.000,1200209000.000,1211035000.000,1222139000.000,1233240000.000
AssetRetirementObligation,,,,,,,,2000000.000,,,,2600000.000,,,,2700000.000,
Assets,209000.000,3289456.000,133524530.000,355669740.000,983781000.000,1380507000.000,1407971000.000,1615884000.000,1806833000.000,2032196000.000,2096492000.000,2143660000.000,2227115000.000,2201894000.000,2231546000.000,2209446000.000,2219280000.000
AssetsNeededForImmediateSettlementAggregateFairValue,,,,,,,,2700000.000,3500000.000,2200000.000,2100000.000,1700000.000,3900000.000,4500000.000,4200000.000,1300000.000,1300000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,50006483.000,,,,86338000.000,,,,76014000.000,,,,67811000.000,
