,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,36731000.000,33291000.000,26006000.000,42831000.000,59549000.000,58069000.000,57708000.000,74686000.000,69346000.000,94472000.000,96778000.000,104275000.000,109049000.000,93548000.000,77603000.000,82209000.000,49249000.000,46120000.000,37914000.000,26527000.000,30161000.000,30191000.000
AccountsReceivableGrossCurrent,19319000.000,21556000.000,22067000.000,29743000.000,38718000.000,42666000.000,44381000.000,59669000.000,58822000.000,78127000.000,85419000.000,99656000.000,112038000.000,94150000.000,89169000.000,89402000.000,63367000.000,57152000.000,62555000.000,29177000.000,33728000.000,27786000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,0.000
AccruedLiabilitiesCurrent,35952000.000,24312000.000,21209000.000,33039000.000,25388000.000,11266000.000,22615000.000,33873000.000,28118000.000,31118000.000,18622000.000,24157000.000,56463000.000,28795000.000,26746000.000,42669000.000,22086000.000,18930000.000,17144000.000,17765000.000,19551000.000,15734000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,1600000.000,2400000.000,,,,,,,,,,,,,,,,,
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,,,,,,7032000.000,8185000.000,10996000.000,11948000.000,13706000.000,15660000.000,18046000.000,21139000.000,25603000.000,28548000.000,31774000.000,36582000.000,,,,,335000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,483350000.000,497041000.000,523742000.000,544500000.000,564809000.000,604874000.000,671868000.000,716506000.000,772869000.000,833843000.000,1534422000.000,1574998000.000,1625937000.000,2405327000.000,2737966000.000,2766232000.000,2792993000.000,4872000.000,21730000.000,36344000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,29929000.000,41498000.000,34245000.000,8644000.000,21569000.000,-4368000.000,36318000.000,50238000.000,25699000.000,4898000.000,-14209000.000,53300000.000,185900000.000,159300000.000,138400000.000,46400000.000,19400000.000,15900000.000,10300000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,53298000.000,185909000.000,159313000.000,138350000.000,46402000.000,19375000.000,15860000.000,10305000.000,,,
AdvancesToAffiliate,,,,,,,,,,,,,,21328000.000,24856000.000,1178000.000,,10997000.000,5765000.000,5637000.000,4145000.000,10251000.000
AllowanceForDoubtfulAccountsReceivable,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,0.000,
AssetRetirementObligation,,,51046000.000,54040000.000,64794000.000,66386000.000,67732000.000,83567000.000,89776000.000,91389000.000,100002000.000,101474000.000,106528000.000,107899000.000,110775000.000,112435000.000,113740000.000,,,,75347000.000,
AssetRetirementObligationsNoncurrent,45779000.000,,,,,,,,,,,101474000.000,106528000.000,107899000.000,110775000.000,112435000.000,113740000.000,118110000.000,129678000.000,59190000.000,75347000.000,77159000.000
Assets,701113000.000,667975000.000,883852000.000,1138942000.000,1498952000.000,1470371000.000,1624895000.000,2386852000.000,2343800000.000,2321905000.000,2881286000.000,2986402000.000,2727575000.000,2747576000.000,2701094000.000,2096758000.000,1731004000.000,1679497000.000,1540386000.000,844631000.000,881834000.000,879238000.000
AssetsCurrent,129960000.000,88005000.000,70510000.000,76129000.000,138600000.000,56050000.000,143710000.000,106105000.000,120330000.000,97734000.000,127026000.000,213496000.000,327060000.000,291415000.000,253663000.000,288081000.000,266992000.000,263814000.000,221468000.000,72636000.000,86100000.000,86411000.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,190946000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,187043000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,3903000.000,,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,21667000.000,,,,,,
CapitalizedCostsMineralInterestsInProvedProperties,,,131734000.000,159999000.000,244476000.000,250119000.000,257863000.000,291333000.000,320459000.000,321179000.000,326764000.000,401509000.000,441548000.000,444035000.000,445644000.000,456181000.000,503586000.000,504958000.000,505763000.000,,,
CapitalizedCostsProvedProperties,,,1136992000.000,1222276000.000,1468886000.000,1541959000.000,1611917000.000,2431505000.000,2489586000.000,2529564000.000,3123736000.000,3170178000.000,3410973000.000,3434075000.000,3490695000.000,3545962000.000,3585839000.000,3596456000.000,3604622000.000,678208000.000,717839000.000,728139000.000
CapitalizedCostsSupportEquipmentAndFacilities,,,10714000.000,11800000.000,13110000.000,13488000.000,14300000.000,17291000.000,23005000.000,26403000.000,31252000.000,34692000.000,37062000.000,40687000.000,43375000.000,44260000.000,44921000.000,45136000.000,44264000.000,13080000.000,14180000.000,14701000.000
CapitalizedCostsUncompletedWellsEquipmentAndFacilities,,,1328000.000,1796000.000,1935000.000,3106000.000,3750000.000,4328000.000,4367000.000,4038000.000,4724000.000,6092000.000,7223000.000,8912000.000,8748000.000,8167000.000,6014000.000,6401000.000,6442000.000,,,
CapitalizedCostsUnprovedProperties,,,40805000.000,231040000.000,292053000.000,292810000.000,293631000.000,266827000.000,211536000.000,216598000.000,214715000.000,214874000.000,217174000.000,220094000.000,239670000.000,264844000.000,213047000.000,213047000.000,213047000.000,74434000.000,74434000.000,74434000.000
