,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccountsPayableCurrent,25713000.000,21178000.000,21648000.000,20902000.000,21446000.000,27808000.000,24189000.000,19445000.000,19518000.000,21189000.000,20518000.000,17242000.000,17017000.000,18727000.000,16890000.000,13941000.000,15683000.000,17697000.000,14095000.000
AccountsReceivableNetCurrent,66264000.000,62489000.000,63863000.000,66261000.000,70452000.000,65142000.000,70618000.000,69856000.000,75270000.000,70758000.000,69807000.000,69645000.000,67587000.000,62420000.000,60212000.000,57509000.000,59931000.000,52478000.000,58795000.000
AccruedInsuranceCurrent,,,871000.000,907000.000,1111000.000,1038000.000,957000.000,904000.000,145000.000,29000.000,29000.000,582000.000,1077000.000,949000.000,809000.000,775000.000,772000.000,793000.000,754000.000
AccruedLiabilitiesCurrent,29372000.000,23044000.000,24645000.000,22908000.000,28373000.000,24366000.000,29121000.000,23148000.000,25214000.000,20389000.000,22590000.000,19874000.000,25351000.000,23969000.000,23390000.000,21290000.000,26532000.000,21855000.000,24120000.000
AccruedProfessionalFeesCurrent,,,1205000.000,886000.000,910000.000,1145000.000,1088000.000,1077000.000,1018000.000,382000.000,411000.000,384000.000,522000.000,500000.000,377000.000,481000.000,404000.000,459000.000,509000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,64561000.000,75209000.000,82778000.000,92238000.000,101988000.000,113220000.000,123639000.000,134352000.000,145902000.000,148396000.000,158276000.000,167450000.000,180175000.000,186366000.000,192737000.000,200305000.000,211323000.000,211945000.000,217943000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-2645000.000,,,,,,-1676000.000,-1426000.000,-1158000.000,-882000.000,-586000.000,-292000.000,0.000,0.000,0.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-10229000.000,,,,,,-34098000.000,-34327000.000,-37865000.000,-37405000.000,-39081000.000,-32645000.000,-35861000.000,-38414000.000,-41537000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-16505000.000,-10380000.000,-15457000.000,-12874000.000,-9720000.000,-10708000.000,-7126000.000,-11503000.000,-21361000.000,-35774000.000,-35753000.000,-39023000.000,-38287000.000,-39667000.000,-32937000.000,-35861000.000,-38414000.000,-41537000.000,-39447000.000
AdditionalPaidInCapitalCommonStock,395469000.000,397696000.000,398241000.000,395103000.000,395026000.000,390628000.000,390171000.000,390720000.000,390626000.000,390829000.000,391341000.000,391676000.000,391023000.000,392142000.000,392517000.000,392755000.000,392922000.000,393094000.000,393240000.000
AllowanceForDoubtfulAccountsReceivableCurrent,4214000.000,3023000.000,2744000.000,2861000.000,3520000.000,2610000.000,2502000.000,2414000.000,2999000.000,2981000.000,3230000.000,3545000.000,5033000.000,4502000.000,4426000.000,4518000.000,4872000.000,5152000.000,5676000.000
Assets,1336533000.000,1330142000.000,1326381000.000,1318688000.000,1336988000.000,1274506000.000,1271846000.000,1255837000.000,1246746000.000,1217853000.000,1211907000.000,1199392000.000,1126426000.000,995729000.000,905648000.000,887540000.000,881820000.000,830540000.000,817773000.000
AssetsCurrent,111590000.000,103330000.000,107872000.000,96977000.000,101122000.000,108454000.000,113765000.000,105253000.000,116027000.000,108441000.000,111811000.000,114217000.000,128189000.000,119627000.000,101981000.000,99765000.000,110971000.000,104907000.000,93955000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,1400000.000,,,,,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,100000.000,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,960000000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,978015000.000,978015000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityOtherNoncashConsideration,2631000.000,2631000.000,,,,,,,,,,,,,,,,,
