,2011-06-30,2011-09-30
AccountsPayableCurrent,3353000.000,5703000.000
AccruedLiabilitiesCurrent,6174000.000,7467000.000
AccruedProfessionalFeesCurrent,,1269000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4547000.000,4665000.000
AdditionalPaidInCapital,475348000.000,478848000.000
Assets,192599000.000,172205000.000
AssetsCurrent,190304000.000,169983000.000
CashAndCashEquivalentsAtCarryingValue,188226000.000,166455000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,12.050,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,38727.000,
ClassOfWarrantOrRightOutstanding,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,37624362.000,75556036.000
CommonStockSharesOutstanding,37624362.000,75556036.000
CommonStockValue,38000.000,76000.000
DebtInstrumentUnamortizedDiscount,29000.000,13000.000
DebtInstrumentUnusedBorrowingCapacityAmount,,0.000
DeferredCompensationLiabilityCurrent,,2664000.000
DeferredIncomeTaxLiabilities,,0.000
DeferredRentCreditCurrent,27000.000,28000.000
DeferredRentCreditNoncurrent,98000.000,91000.000
DeferredRevenueCurrent,985000.000,633000.000
DeferredRevenueNoncurrent,1232000.000,1425000.000
DeferredTaxAssetsDeferredIncome,,782000.000
DeferredTaxAssetsGross,,125599000.000
DeferredTaxAssetsInProcessResearchAndDevelopment,,233000.000
DeferredTaxAssetsOperatingLossCarryforwards,,121173000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,2147000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,444000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,35000.000
DeferredTaxAssetsValuationAllowance,,125599000.000
LeaseholdImprovementsGross,1836000.000,1837000.000
Liabilities,16265000.000,17933000.000
LiabilitiesAndStockholdersEquity,192599000.000,172205000.000
LiabilitiesCurrent,14458000.000,16301000.000
LongTermDebtCurrent,3919000.000,2470000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,100000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,2500000.000
LongTermDebtNoncurrent,477000.000,116000.000
MachineryAndEquipmentGross,4767000.000,4811000.000
OperatingLeasesFutureMinimumPaymentsDue,,3407000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,918000.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,22000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,625000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,922000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,920000.000
OtherAccruedLiabilitiesCurrent,,1120000.000
OtherAssetsNoncurrent,139000.000,139000.000
PrepaidExpenseAndOtherAssetsCurrent,2078000.000,3528000.000
PropertyPlantAndEquipmentGross,6603000.000,6648000.000
PropertyPlantAndEquipmentNet,2056000.000,1983000.000
RestrictedCashAndCashEquivalentsNoncurrent,100000.000,100000.000
RetainedEarningsAccumulatedDeficit,-299432000.000,-324652000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,4411648.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,3078813.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,5.550
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,6.120
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,11.150
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,17.720
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,4927679.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,8.890
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,,236500000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,,3078813.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,5.550
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingAggregateIntrinsicValue,,354200000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,4810458.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingWeightedAverageExercisePrice,,8.740
StockholdersEquity,176334000.000,154272000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,176334000.000,154272000.000
UnrecognizedTaxBenefits,,100000.000
WarrantsAndRightsOutstanding,380000.000,
