,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-2186000.000,-1337000.000,-752000.000,-883000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,654000.000,896000.000,1949000.000,3567000.000
AllowanceForLoanAndLeaseLossesAdjustmentsNet,392000.000,639000.000,,
AllowanceForLoanAndLeaseLossesWriteOffs,7457000.000,9521000.000,,
AmortizationOfFinancingCosts,,118000.000,203000.000,202000.000
AmortizationOfIntangibleAssets,,1299000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,169000.000,779732.000,721893.000,125500.000
AvailableForSaleSecuritiesGrossRealizedGains,800000.000,1400000.000,50000.000,34000.000
AvailableForSaleSecuritiesGrossRealizedLosses,25000.000,1000.000,17000.000,3000.000
BankOwnedLifeInsuranceIncome,996000.000,1441000.000,1696000.000,1796000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.580,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.570,,
BusinessAcquisitionsProFormaNetIncomeLoss,,16568000.000,,
BusinessAcquisitionsProFormaRevenue,,100857000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,0.000,-3687000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-53522000.000,-40848000.000,-9034000.000,7318000.000
ComprehensiveIncomeNetOfTax,9452000.000,17045000.000,21672000.000,30914000.000
CurrentFederalTaxExpenseBenefit,7823000.000,7549000.000,9917000.000,7781000.000
CurrentStateAndLocalTaxExpenseBenefit,-257000.000,496000.000,803000.000,1592000.000
DeferredFederalIncomeTaxExpenseBenefit,-1804000.000,-735000.000,225000.000,3322000.000
DeferredIncomeTaxExpenseBenefit,1853000.000,1076000.000,172000.000,3675000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-49000.000,-341000.000,-53000.000,353000.000
DefinedContributionPlanCostRecognized,400000.000,600000.000,683000.000,788000.000
Depreciation,,,,1300000.000
DepreciationAmortizationAndAccretionNet,1058000.000,2506000.000,2882000.000,3077000.000
DepreciationDepletionAndAmortization,1100000.000,1200000.000,1300000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,-43000.000
DividendIncomeOperating,,110000.000,249000.000,778000.000
EarningsPerShareBasic,0.490,0.560,0.810,1.040
EarningsPerShareDiluted,0.480,0.550,0.800,1.010
FederalDepositInsuranceCorporationPremiumExpense,1463000.000,1928000.000,1988000.000,3058000.000
FeesAndCommissionsDepositorAccounts,482000.000,604000.000,647000.000,504000.000
FeesAndCommissionsOther,2060000.000,2045000.000,2022000.000,2029000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,5714000.000,973000.000,11081000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,6484000.000,11346000.000,11098000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,0.000,,
FinitelivedIntangibleAssetsAcquired1,,19510000.000,0.000,
GainLossOnSalesOfLoansNet,0.000,,,
GainsLossesOnSalesOfOtherRealEstate,,,,7000.000
GeneralInsuranceExpense,840000.000,1165000.000,1066000.000,1037000.000
GoodwillAcquiredDuringPeriod,,34163000.000,0.000,4561000.000
ImpairedFinancingReceivableAverageRecordedInvestment,19803000.000,33655000.000,21303000.000,20235000.000
ImpairedFinancingReceivableInterestIncomeAccrualMethod,6000.000,27000.000,29000.000,26000.000
ImpairedFinancingReceivableInterestIncomeCashBasisMethod,0.000,0.000,0.000,0.000
ImpairedFinancingReceivableWithNoRelatedAllowanceAverageRecordedInvestment,5668000.000,5895000.000,5148000.000,485000.000
ImpairedFinancingReceivableWithNoRelatedAllowanceInterestIncomeAccrualMethod,6000.000,27000.000,29000.000,26000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,14135000.000,27760000.000,16155000.000,19750000.000
ImpairedFinancingReceivableWithRelatedAllowanceInterestIncomeAccrualMethod,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,18580000.000,22897000.000,33380000.000,41689000.000
IncomeTaxExpenseBenefit,5713000.000,6969000.000,10892000.000,13048000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,12000.000,-51000.000,-60000.000,46000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,6503000.000,8014000.000,11683000.000,14591000.000
IncomeTaxReconciliationNondeductibleExpenseLifeInsurance,25000.000,12000.000,0.000,0.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,57000.000,84000.000,103000.000,147000.000
IncomeTaxReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,-484000.000
IncomeTaxReconciliationOtherAdjustments,136000.000,40000.000,50000.000,18000.000
IncomeTaxReconciliationTaxCreditsInvestment,909000.000,1022000.000,1198000.000,1778000.000
IncomeTaxReconciliationTaxExemptIncome,109000.000,145000.000,160000.000,162000.000
IncomeTaxesPaid,7504000.000,10722000.000,9393000.000,14823000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6167000.000,2149000.000,7263000.000,3661000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,54000.000,-160000.000,353000.000,-95000.000
IncreaseDecreaseInAccruedInterestReceivableNet,840000.000,99000.000,777000.000,2558000.000
IncreaseDecreaseInDeferredIncomeTaxes,1853000.000,1076000.000,-172000.000,-3675000.000
IncreaseDecreaseInDeposits,138326000.000,375248000.000,352891000.000,596935000.000
IncreaseDecreaseInInterestPayableNet,-288000.000,1214000.000,27000.000,105000.000
IncreaseDecreaseInPrepaidTaxes,,2514000.000,-762000.000,5438000.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,1777481.000,0.000,0.000,
InformationTechnologyAndDataProcessing,793000.000,922000.000,1073000.000,1153000.000
InterestAndDividendIncomeOperating,72851000.000,77913000.000,83207000.000,98312000.000
InterestAndDividendIncomeSecurities,3683000.000,3147000.000,3633000.000,5443000.000
InterestAndFeeIncomeLoansAndLeases,68602000.000,74237000.000,79205000.000,92252000.000
InterestExpense,11067000.000,12251000.000,15643000.000,23499000.000
InterestExpenseBorrowings,86000.000,1640000.000,2755000.000,3692000.000
InterestExpenseDeposits,10981000.000,10611000.000,12888000.000,19807000.000
InterestExpenseDomesticDepositLiabilitiesChecking,4000.000,229000.000,439000.000,813000.000
InterestExpenseMoneyMarketDeposits,3756000.000,4228000.000,5687000.000,11376000.000
InterestExpenseTimeDeposits,7221000.000,6154000.000,6762000.000,7618000.000
InterestIncomeDomesticDeposits,566000.000,529000.000,369000.000,617000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,53597000.000,55503000.000,67551000.000,73975000.000
InterestIncomeExpenseNet,61784000.000,65662000.000,67564000.000,74813000.000
InterestIncomeSecuritiesTaxExempt,,359000.000,409000.000,452000.000
InterestIncomeSecuritiesTaxable,,2700000.000,3000000.000,4200000.000
InterestPaidNet,11355000.000,10918000.000,15413000.000,23192000.000
InvestmentAdvisoryManagementAndAdministrativeFees,,25062000.000,29618000.000,37035000.000
LaborAndRelatedExpense,24556000.000,41048000.000,46136000.000,54522000.000
LoansAndLeasesReceivableCommitmentsVariableRates,,973400000.000,,
MortgageLoansOnRealEstateForeclosures,1122000.000,0.000,360000.000,
NetCashProvidedByUsedInFinancingActivities,204441000.000,512740000.000,424392000.000,573284000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,204441000.000,512740000.000,424392000.000,573284000.000
