,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,58000.000,,,,,,,,,,,,
AdministrativeFeesAmountPaid,,900000.000,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,100000.000,100000.000,,100000.000,,,,,,,,,,,,
AmortizationOfFinancingCosts,,188000.000,,,,317000.000,,,,365000.000,,,,365000.000,,,,365000.000
AssetRetirementObligationAccretionExpense,,35000.000,,,,120000.000,,,,62000.000,,,,67000.000,,,,73000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-4472000.000,,,,3202000.000,,,,-1861000.000,,,,204000.000,,,,-26000.000
ComprehensiveIncomeNetOfTax,2968000.000,12204000.000,11755000.000,,,,,,,,,,,,,,,
ContributionOfProperty,,,,,,,,,,3832000.000,,,,0.000,,,,
CostOfGoodsSold,255281000.000,187860000.000,207966000.000,218222000.000,197316000.000,172209000.000,196574000.000,194133000.000,134305000.000,108407000.000,132494000.000,124385000.000,71018000.000,66753000.000,73101000.000,73527000.000,88777000.000,92590000.000
CostsAndExpenses,265734000.000,197751000.000,217516000.000,230408000.000,215449000.000,187668000.000,211966000.000,210548000.000,151229000.000,127098000.000,150995000.000,143245000.000,91069000.000,85082000.000,89341000.000,90469000.000,105517000.000,111001000.000
DeferredIncomeTaxExpenseBenefit,,-1000.000,,,,-5000.000,,,,226000.000,,,,0.000,,,,25000.000
Depreciation,2255000.000,2051000.000,2106000.000,2613000.000,4603000.000,3212000.000,,,,,,,,,,,,
DepreciationAndAmortization,,,,,,,3532000.000,3749000.000,,4500000.000,4744000.000,4541000.000,5907000.000,4996000.000,4812000.000,5356000.000,5649000.000,5193000.000
DepreciationDepletionAndAmortization,2255000.000,2352000.000,2372000.000,2844000.000,4868000.000,3477000.000,,,,4500000.000,,,,4996000.000,,,,5193000.000
DepreciationNonproduction,,,,,,,3267000.000,3483000.000,,4235000.000,4478000.000,4275000.000,5641000.000,4730000.000,4546000.000,5091000.000,5383000.000,4927000.000
DerivativeGainLossOnDerivativeNet,,,193000.000,-399000.000,,,,,,,,,,,,,,
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,9688000.000,,,,,,,,,,,,,,,
DistributionMadeToLimitedPartnerCashDistributionsPaid,,,9688000.000,,,,,,,,,,,,,,,
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,,,,,,,,0.530,0.550,0.570,0.590,0.610,0.630,0.655,0.680,0.690
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,0.395,,,,,,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,9429000.000,,,,,,,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,,5500000.000,,,,,,,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,,0.224,,,,,,,,,,,,,,,,
DistributionsPerLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasic,,0.385,0.395,0.405,0.415,0.425,0.475,,,,,,,,,,,
DistributionsPerLimitedPartnershipUnitOutstanding,,,,,,,,0.490,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,0.451,0.010,0.010,0.026,,0.011,,,,,,,,,,,,
EnvironmentalRemediationExpense,,4500000.000,4100000.000,,,,,,,,,,,,,,,
