,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,94223.000,,,,97764.000,,7877.000,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,1609.000,,,,916.000,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,3757.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,-59280.000,,38943.000,,
ConversionOfStockAmountConverted1,,,,,,,39730.000,,,,
CostsAndExpenses,1288080.000,1934539.000,1415781.000,826134.000,1265949.000,499119.000,687300.000,683470.000,460174.000,417994.000,365377.000
DepreciationDepletionAndAmortization,93857.000,,184925.000,82053.000,82051.000,-153919.000,3228.000,2714.000,2163.000,1236.000,1236.000
DividendsPreferredStock,,,80900.000,,,,79691.000,,79447.000,,
EarningsPerShareBasicAndDiluted,-0.030,0.040,-0.030,-0.020,-0.030,-0.010,-0.020,-0.020,-0.010,-0.010,-0.010
GainLossOnSaleOfPropertyPlantEquipment,,4069640.000,,,,,,,,11000.000,
GeneralAndAdministrativeExpense,523600.000,522305.000,486083.000,476080.000,443427.000,557463.000,572277.000,537816.000,339653.000,332213.000,308183.000
ImpairmentOfOilAndGasProperties,,,,,620656.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,-766564.000,,,
IncomeTaxExpenseBenefit,,800.000,,800.000,8864.000,,,1600.000,88578.000,1600.000,
IncomeTaxesPaid,,,,,,,8064.000,,,,
IncreaseDecreaseInAccountsReceivable,,,-92743.000,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,-4490.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,-71215.000,,,,310451.000,,-21795.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,-2651.000,,-3701.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-11958.000,,,,-4160.000,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-1600.000,,,,,,,,
InterestExpense,174833.000,153725.000,67342.000,72616.000,77658.000,78004.000,80567.000,87675.000,,83650.000,85686.000
InterestPaid,,,23096.000,,,,3401.000,,62760.000,,
