,2011-09-30
AccountsPayableCurrent,151245.000
AccountsReceivableNetCurrent,0.000
AccruedLiabilitiesCurrent,136668.000
AdditionalPaidInCapital,14911325.000
Assets,22555.000
AssetsCurrent,0.000
CashAndCashEquivalentsAtCarryingValue,0.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,950000000.000
CommonStockSharesIssued,190949124.000
CommonStockSharesOutstanding,190949124.000
CommonStockValue,200000.000
DueToRelatedPartiesCurrent,95926.000
LiabilitiesAndStockholdersEquity,22555.000
LiabilitiesCurrent,651947.000
NotesPayableCurrent,268108.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,300000000.000
PreferredStockSharesIssued,264000000.000
PreferredStockSharesOutstanding,264000000.000
PreferredStockValue,20.000
PropertyPlantAndEquipmentNet,22555.000
RetainedEarningsAccumulatedDeficit,-15740737.000
StockholdersEquity,-629392.000
