,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-4844559.000,,-15932405.000,,,,,,,,,,,,,,
AccretionOfDiscount,,,,,,,,,,300000.000,100000.000,100000.000,-100000.000,100000.000,,,,
AdjustmentForAmortization,,,,,,,,2922253.000,,5491860.000,,,,2325974.000,,,,913608.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,8122.000,,138682.000,,,,127150.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,95732.000,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,5344481.000,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,29915.000,14661.000,,14960.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,2790200.000,,,,6903678.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,6320637.000,,,,16171213.000,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,2000000.000,8200000.000,4600000.000,4300000.000,,,11700000.000,5500000.000,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,100000.000,3600000.000,30500000.000,39200000.000,,,800000.000,800000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,41282613.000,,72712033.000,,,,49626699.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,32371390.000,,9110837.000,,,,23074891.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-15038351.000,,-108880630.000,,,,-52937038.000,,-22255822.000,,,,-5560554.000,,,,-22822362.000
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAccretion,,,,,,,,-243898.000,694427.000,1865295.000,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldAdditions,,,,,,,,17159216.000,21135814.000,0.000,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,0.000,294910.000,1041317.000,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsAvailableForSaleDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,,0.000,-431066.000,4356113.000,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,,,,,1424792.000,1446159.000,,1104027.000,1140611.000,1051965.000,787388.000,753537.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAdditions,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,,,,11408.000,126739.000,,103869.000,106779.000,6522022.000,-102826.000,274849.000
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,,,,,-4491240.000,5504905.000,,154405.000,632192.000,4968753.000,-976636.000,1472340.000
CommonStockDividendsPerShareDeclared,0.400,0.700,0.770,0.800,0.800,0.600,,0.600,0.600,,,,,,,,,
ConcentrationRiskPercentage1,,,,,,,,,,0.970,,,,0.930,,,,
DebtInstrumentIncreaseDecreaseForPeriodNet,,,,,,,,,,1810119.000,,,,1713596.000,,,,1575619.000
DerivativeGainLossOnDerivativeNet,,,,,67905018.000,-5779945.000,,-19180715.000,9459244.000,-8920798.000,5798988.000,-19523287.000,10464596.000,-11956002.000,202572.000,6961061.000,13405453.000,-125872.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,-13371486.000,5223241.000,,,,,,,,,,,,,,
Dividends,,11039560.000,,21984550.000,,,,17024351.000,,17032569.000,,,,13423355.000,,,,13158404.000
DividendsCommonStock,,,,,,,,17000000.000,17000000.000,,,,,,,,,
DividendsCommonStockStock,,,,22000000.000,22700000.000,17000000.000,,,,,,,,,,,,
DividendsPreferredStockStock,,,790100.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000,3367354.000
EarningsPerShareBasic,1.420,0.770,3.130,0.490,-2.660,0.090,0.470,0.980,0.670,0.330,-0.050,-0.130,-0.140,-0.210,0.630,1.540,-0.160,0.790
EarningsPerShareDiluted,1.410,0.770,3.100,0.490,-2.660,0.090,0.470,0.980,0.670,0.330,-0.050,-0.130,-0.140,-0.210,0.630,1.540,-0.160,0.780
ExciseAndSalesTaxes,,,,500000.000,518859.000,373083.000,91688.000,500000.000,533539.000,375000.000,375000.000,375000.000,375000.000,375000.000,375000.000,238167.000,525000.000,375000.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,-5408714.000,3843396.000,,,,,,,,
FairValueMeasuredOnRecurringBasisGainLossIncludedInEarnings,,,,,,,,,-2361036.000,,,,,-7388188.000,-316770.000,15830042.000,-1333239.000,7553990.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,0.000,,,,,,,,,,,,,,,
GainLossOnSalesOfLoansNet,,,,100000.000,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,19406669.000,-70971729.000,3968027.000,16796191.000,30824947.000,21693587.000,11882087.000,1520002.000,-1809685.000,-1172084.000,-2374711.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,20387168.000,45597832.000,,22615616.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,523316.000,881355.000,320442.000,1512037.000,684383.000,-69716.000,689973.000,534133.000,364472.000,2502046.000
IncomeTaxExpenseBenefit,,77653.000,272195.000,2632269.000,23510.000,122979.000,262858.000,0.000,-172709.000,,0.000,0.000,,,,,,
IncomeTaxesPaid,,,,1750187.000,,,,1372482.000,,1522625.000,,,,1563625.000,,,,1715729.000
IncreaseDecreaseDueFromAffiliates,,-104994.000,,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,2632269.000,,,,0.000,,-1147325.000,,,,-1135000.000,,,,-1291000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,3501463.000,,2137987.000,,,,339191.000,,-490583.000,,,,21029.000,,,,211830.000
IncreaseDecreaseInAccruedLiabilities,,448383.000,,-888834.000,,,,384631.000,,91565.000,,,,-377725.000,,,,-61487.000
IncreaseDecreaseInBrokerageReceivables,,,,-65617.000,,,,-372589.000,,239144.000,,,,57492.000,,,,-20628.000
IncreaseDecreaseInDueToAffiliates,,278953.000,,273085.000,,,,-483771.000,,-434441.000,,,,-133248.000,,,,382101.000
IncreaseDecreaseInInterestPayableNet,,-652696.000,,-1126877.000,,,,856985.000,,-1417363.000,,,,-81489.000,,,,1918238.000
IncreaseDecreaseInOtherCurrentAssets,,-80517.000,,-153731.000,,,,252628.000,,-276995.000,,,,-386237.000,,,,230376.000
IncreaseDecreaseInPayablesToBrokerDealers,,-379914.000,,0.000,,,,-871813.000,,0.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,-56889.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInRestrictedCashAndInvestments,,857999.000,,-144000.000,,,,11495662.000,,-11496435.000,,,,1144043.000,,,,4509621.000
InterestAndOtherIncome,,,1141414.000,3257642.000,-7104200.000,,,,,,,,,,,,,
InterestExpense,590247.000,1827414.000,4228610.000,6875962.000,7289211.000,5584419.000,5803681.000,6146587.000,6819731.000,7514178.000,7574429.000,8506994.000,7634768.000,8560299.000,8396997.000,8525365.000,8302370.000,8161412.000
InterestIncomeExpenseNet,8136147.000,12169214.000,24056506.000,31741754.000,34978536.000,27693865.000,31033245.000,27996153.000,29377902.000,28866087.000,29703842.000,24999157.000,26473959.000,22136859.000,21803299.000,22047769.000,23233154.000,19798480.000
InterestIncomeOperating,8726394.000,13996628.000,28285116.000,38617716.000,42267747.000,33278284.000,36836926.000,34142740.000,36197633.000,36380265.000,37278271.000,33506151.000,34108727.000,30697158.000,30200296.000,30573134.000,31535524.000,27959892.000
InterestPaid,,1681785.000,,,,,,,,,,,,,,,,
InvestmentAdvisoryFees,-742557.000,-1049294.000,,,,,,,,,,,,,,,,
InvestmentIncomeAmortizationOfDiscount,,,,,,,,,,,,,,,100000.000,100000.000,,
InvestmentIncomeInterest,,,-3885.000,,,,,,,,,,,,,,,
ManagementFeeAmountPaid,,,1657701.000,2859340.000,,,,,,,,,,,,,,
ManagementFeeExpense,,,,,,2523547.000,,2500525.000,2548601.000,2507090.000,2502091.000,2481816.000,2480290.000,2450143.000,2420782.000,2451387.000,2487115.000,2475816.000
NetCashProvidedByUsedInFinancingActivities,,1142389451.000,,161050680.000,,,,112337373.000,,-118534195.000,,,,94106702.000,,,,-29755173.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,1142389451.000,,161050680.000,,,,112337373.000,,-118534195.000,,,,94106702.000,,,,-29755173.000
NetCashProvidedByUsedInInvestingActivities,,-1168956276.000,,-306371186.000,,,,-189021649.000,,72984542.000,,,,-114315882.000,,,,-9565543.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1168956276.000,,-306371186.000,,,,-189021649.000,,72984542.000,,,,-114315882.000,,,,-9565543.000
NetCashProvidedByUsedInOperatingActivities,,11528474.000,,36439876.000,,,,23747238.000,,23293831.000,,,,14648626.000,,,,16498354.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,11528474.000,,36439876.000,,,,23747238.000,,23293831.000,,,,14648626.000,,,,16498354.000
NetIncomeLoss,13217042.000,10950438.000,61220379.000,16770809.000,-71235289.000,6000519.000,16885325.000,31186242.000,22389612.000,12763442.000,1840444.000,-297648.000,-487701.000,-2444427.000,21077141.000,46131965.000,-1081908.000,25117662.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,60430279.000,13403455.000,-74602643.000,2633165.000,13517971.000,27818888.000,19022258.000,9396088.000,-1526910.000,-3665002.000,-3855055.000,-5811781.000,17709787.000,42764611.000,-4449262.000,21750308.000
NoninterestExpense,1560831.000,2027600.000,3704055.000,5748238.000,6035796.000,5771166.000,5713590.000,5725279.000,6446990.000,6211767.000,6344770.000,6473075.000,5567802.000,6031905.000,5652196.000,5757796.000,4873931.000,5797529.000
NoninterestExpenseDirectorsFees,,,60000.000,60000.000,,,,90000.000,,90000.000,,,,90000.000,,,,120000.000
NoninterestIncome,6641726.000,808824.000,40867928.000,-6586847.000,-99914469.000,,,,,,,,,,,,,
NonoperatingIncomeExpense,,,,,,,,,,,,,,,,29307859.000,,8614665.000
OtherCostAndExpenseOperating,818274.000,813324.000,1653547.000,2274370.000,2686584.000,2819431.000,3064603.000,2643681.000,3140272.000,3077998.000,3285942.000,3390191.000,2602513.000,3046812.000,2664252.000,2870662.000,1708787.000,2793234.000
OtherNonoperatingIncomeExpense,,,,542084.000,-200641.000,-17954672.000,-115366223.000,8554073.000,-1237325.000,-10772233.000,-21839070.000,-20335767.000,-22078241.000,-18479665.000,4236065.000,341345.000,14276157.000,28037.000
OtherOperatingIncomeExpenseNet,,,,1300000.000,0.000,,,,,,,,,,,,,
OtherThanTemporaryImpairmentCreditLossesRecognizedInEarningsReductionsCashFlows,,,,,,,,,,2700000.000,1200000.000,,,9200000.000,3200000.000,1000000.000,-10100000.000,1000000.000
PaymentForManagementFee,,,,,-2813003.000,2500000.000,,,,,,,,,,,,
PaymentsForFederalHomeLoanBankAdvances,,,,,,,,,,,,,,544109991.000,,,,
PaymentsForProceedsFromOtherInvestingActivities,,,,,,,,,,-1548985.000,,,,-174139.000,,,,-1987792.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,,,,2736322.000,,,,0.000
PaymentsOfDistributionsToAffiliates,,,,7440948.000,,,,11358666.000,,12150900.000,,,,847210.000,,,,
PaymentsOfDividends,,7011171.000,,,,,,,,,,,,,,,,
PaymentsOfDividendsCommonStock,,,,18540667.000,,,,17020893.000,,17031609.000,,,,13496139.000,,,,13157573.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,3367354.000,,,,3367354.000,,3367354.000,,,,3367354.000,,,,3367354.000
PaymentsOfStockIssuanceCosts,,5344481.000,,,,,,,,,,,,,,,,
PaymentsToAcquireLoansReceivable,,,,30017825.000,,,,,,,,,,,,,,
PaymentsToAcquireShortTermInvestments,,,,,,,,,,,,,,,,,,0.000
PaymentsToAcquireTradingSecuritiesHeldforinvestment,,1222126033.000,,837247918.000,,,,240437084.000,,270027414.000,,,,19691051.000,,,,218093692.000
PaymentsToAcquireUSGovernmentSecuritiesPledgedUnderBondIndenture,,,,,,,,,,356445072.000,,,,358417649.000,,,,
PaymentsToPurchaseMortgageLoansHeldForSale,,,,,,,,35075171.000,,0.000,,,,,,,,
PaymentsToPurchaseOtherLoansHeldForSale,,,,,,,,9927833.000,,0.000,,,,10428437.000,,,,0.000
ProceedsFromCollectionOfAdvanceToAffiliate,,,,,,,,,,,,,,308492.000,,,,2664032.000
ProceedsFromCollectionOfLoansReceivable,,,,,,,,,,,,,,,30000000.000,,,
ProceedsFromFederalHomeLoanBankAdvances,,,,,,,,,,,,,,147215991.000,,,,
ProceedsFromFederalHomeLoanBankBorrowings,,,,,,,,,,,,,,,,,,0.000
ProceedsFromIssuanceOfCommonStock,,109250000.000,,14791745.000,,,,0.000,,,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfMortgageBackedSecuritiesMBS,,41611891.000,,151349556.000,,,,79295393.000,,101246269.000,,,,69516938.000,,,,84658215.000
ProceedsFromPaymentsForTradingSecurities,,144498225.000,284100000.000,537088261.000,,,,29794180.000,,326102175.000,,,,29872376.000,,,,119058418.000
ProceedsFromSaleOfLoansHeldForSale,,,,2600000.000,,,,,,,,,,,,,,
ProceedsFromSaleOfLoansReceivable,,,,,,,,,,,,,,23267693.000,,,,4512819.000
RepaymentsOfFederalHomeLoanBankBorrowings,,,,,,,,,,,,,,,,,,0.000
RepurchaseAgreementsInterestExpenseAmount,,,,7208672.000,,,,7274129.000,,7156994.000,,,,7877486.000,,,,7884141.000
ShareBasedCompensation,,40005.000,,40255.000,,,,50103.000,,29973.000,,,,29964.000,,,,59937.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,277500.000,,,,,214528.000,,,,,,,,,,
StockIssuedDuringPeriodSharesNewIssues,,,5500000.000,,,,,,,,,,,,,,,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,1500.000,,,,,,,,,,,,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,163749.000,,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,109250000.000,,14791745.000,,,,,,,,,,,,,,
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,,,,,,,,106653.000,,,,84935.000,,,,137415.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,3400000.000,,,,,,,,,,,,,,,
StockRepurchasedDuringPeriodValue,,,,,,,,,,,,,,1537735.000,,,,
TradingSecuritiesRealizedGainLoss,4291139.000,2429020.000,4105323.000,5335417.000,-76576762.000,-45247890.000,-7372624.000,416471.000,10539221.000,-9649926.000,-2153328.000,-4710086.000,-634729.000,-12986658.000,-5317085.000,9578488.000,-1665863.000,-2428087.000
TradingSecuritiesUnrealizedHoldingGainLoss,9694455.000,-755552.000,45917570.000,-17711381.000,-83093338.000,40136126.000,-23526713.000,29367044.000,-19457277.000,11259718.000,-22256001.000,7238103.000,-28733677.000,8840770.000,10958117.000,13461216.000,-30587677.000,12750564.000
TradingSecuritiesUnrealizedHoldingLoss,,,952706.000,2454192.000,6260085.000,,,,,,,,,,,,,
