,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,34469000.000,26795000.000,25000000.000,25000000.000,39000000.000,41000000.000,32000000.000,41000000.000,55000000.000,49000000.000,34000000.000,24000000.000,64000000.000,49000000.000,43000000.000,34000000.000,79000000.000,63000000.000,55000000.000,90000000.000,90000000.000,59000000.000,52000000.000,98000000.000,56000000.000,54000000.000
AccountsReceivableNetNoncurrent,,24200000.000,24000000.000,17000000.000,17000000.000,16000000.000,16000000.000,27000000.000,28000000.000,14000000.000,23000000.000,24000000.000,23000000.000,24000000.000,23000000.000,24000000.000,22000000.000,21000000.000,19000000.000,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000,,1000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1040000000.000,,,,-1156000000.000,,,,1326000000.000,,,,1471000000.000,,,,1547000000.000,,,,1689000000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,1000000.000,,,,1000000.000,2000000.000,1000000.000,0.000,1000000.000,1000000.000,2000000.000,1000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,,,-12000000.000,,,,-2000000.000,-9000000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,5000000.000,,,,2000000.000,1000000.000,1000000.000,1000000.000,2000000.000,2000000.000,2000000.000,2000000.000,-2000000.000,2000000.000,-2000000.000,-2000000.000,-2000000.000,-2000000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,3000000.000,,,,4000000.000,-1000000.000,-1000000.000,1000000.000,0.000,-3000000.000,-2000000.000,-7000000.000,-12000000.000,-25000000.000,-21000000.000,-26000000.000,-34000000.000,-25000000.000,,-53000000.000,,-59000000.000,-47000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,12547000.000,13507000.000,-5000000.000,1000000.000,3000000.000,-3000000.000,-1000000.000,7000000.000,0.000,1000000.000,3000000.000,-2000000.000,-9000000.000,-8000000.000,-20000000.000,-22000000.000,-42000000.000,-25000000.000,-30000000.000,-34000000.000,-32000000.000,-48000000.000,-53000000.000,-62000000.000,-59000000.000,-47000000.000
AdditionalPaidInCapitalCommonStock,877523000.000,857619000.000,830000000.000,824000000.000,815000000.000,808000000.000,803000000.000,806000000.000,786000000.000,788000000.000,788000000.000,790000000.000,791000000.000,799000000.000,789000000.000,805000000.000,808000000.000,808000000.000,811000000.000,801000000.000,795000000.000,800000000.000,804000000.000,807000000.000,810000000.000,816000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3898000.000,3938000.000,4000000.000,5000000.000,5000000.000,5000000.000,5000000.000,6000000.000,7000000.000,8000000.000,8000000.000,4000000.000,4000000.000,6000000.000,6000000.000,6000000.000,6000000.000,7000000.000,7000000.000,7000000.000,7000000.000,8000000.000,9000000.000,9000000.000,10000000.000,10000000.000
AssetRetirementObligation,,,,26000000.000,,,,29000000.000,,,,28000000.000,,,,28000000.000,,,,30000000.000,,,,25000000.000,,
AssetRetirementObligationCurrent,,,,5000000.000,,,,-5000000.000,,,,6000000.000,,,,4000000.000,,,,3000000.000,,,,0.000,,
AssetRetirementObligationsNoncurrent,,,,21000000.000,,,,24000000.000,,,,22000000.000,,,,24000000.000,,,,27000000.000,,,,25000000.000,,
Assets,4691410000.000,4609683000.000,4524000000.000,4385000000.000,4414000000.000,4345000000.000,4396000000.000,4526000000.000,4552000000.000,4490000000.000,4580000000.000,4378000000.000,4581000000.000,4321000000.000,4287000000.000,4204000000.000,4140000000.000,4257000000.000,4316000000.000,4259000000.000,4200000000.000,4326000000.000,4275000000.000,4284000000.000,4642000000.000,4320000000.000
AssetsCurrent,912532000.000,849047000.000,828000000.000,764000000.000,765000000.000,702000000.000,790000000.000,688000000.000,688000000.000,852000000.000,910000000.000,740000000.000,937000000.000,660000000.000,639000000.000,631000000.000,630000000.000,746000000.000,728000000.000,702000000.000,634000000.000,608000000.000,547000000.000,544000000.000,853000000.000,477000000.000
AssetsHeldForSaleCurrent,88479000.000,81277000.000,60000000.000,18000000.000,18000000.000,0.000,0.000,0.000,,,,7000000.000,4000000.000,4000000.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,52000000.000,0.000,,99000000.000,101000000.000,97000000.000,0.000,0.000,0.000,0.000,,
AvailableForSaleSecurities,,,,,8000000.000,6000000.000,10000000.000,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,4123000.000,4000000.000,7000000.000,7000000.000,6000000.000,13000000.000,16000000.000,16000000.000,15000000.000,13000000.000,15000000.000,15000000.000,14000000.000,,,,,,,,,,,,
