,2016-06-30,2016-09-30,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,5864157.000
CashAndCashEquivalentsPeriodIncreaseDecrease,199502.000,,717577.000
CostOfGoodsSold,1337093.000,1560359.000,
CostOfRevenue,,,1903065.000
Depreciation,11121.000,17158.000,
DepreciationDepletionAndAmortization,11121.000,,20522.000
DirectTaxesAndLicensesCosts,1935.000,557.000,
EarningsPerShareBasic,-0.020,0.001,
EarningsPerShareBasicAndDiluted,-0.015,0.001,-0.020
EarningsPerShareDiluted,-0.020,0.001,
GeneralAndAdministrativeExpense,,,525879.000
GeneralInsuranceExpense,5216.000,9672.000,
GrossProfit,569905.000,608770.000,680860.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-143681.000,10844.000,
IncomeLossFromContinuingOperationsPerBasicShare,-222527.000,10844.000,
IncreaseDecreaseInAccountsPayable,-150813.000,,280145.000
IncreaseDecreaseInAccountsReceivable,36795.000,,116347.000
IncreaseDecreaseInCustomerDeposits,-14472.000,,-32332.000
IncreaseDecreaseInDueFromEmployeeCurrent,-45.000,,
IncreaseDecreaseInInventories,254368.000,,943002.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,19687.000
IncreaseDecreaseInPrepaidExpense,-5776.000,,
InterestExpense,1113.000,1384.000,1151.000
InterestPaid,1113.000,,1151.000
LaborAndRelatedExpense,27125.000,26025.000,437139.000
LeaseAndRentalExpense,68833.000,75557.000,118968.000
LegalFees,12126.000,9056.000,
MaintenanceCosts,3886.000,3184.000,
MarketingAndAdvertisingExpense,21518.000,15675.000,
NetCashProvidedByUsedInFinancingActivities,306996.000,,2075141.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,306996.000,,2075141.000
NetCashProvidedByUsedInInvestingActivities,-67401.000,,-379761.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-67401.000,,-379761.000
NetCashProvidedByUsedInOperatingActivities,-439097.000,,-977803.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-439097.000,,-977803.000
NetIncomeLoss,-143681.000,10844.000,-283309.000
NonoperatingIncomeExpense,,,-1151.000
OfficersCompensation,93950.000,83100.000,
OperatingExpenses,713586.000,597926.000,963018.000
OperatingIncomeLoss,-143681.000,10844.000,-282158.000
PaymentsToAcquireFurnitureAndFixtures,67401.000,,123648.000
PaymentsToAcquirePropertyPlantAndEquipment,,,256113.000
PostageExpense,2265.000,3956.000,
ProceedsFromIssuanceOfCommonStock,301500.000,,
ProceedsFromIssuanceOfLongTermDebt,28042.000,,
ProceedsFromRepaymentsOfOtherLongTermDebt,-2766.000,,
ProceedsFromShortTermDebt,-19780.000,,20815.000
ProfessionalFees,19000.000,14304.000,
ProfitLoss,-143681.000,,
ProvisionForDoubtfulAccounts,3409.000,30.000,
RepaymentsOfLongTermDebt,,,5794.000
Revenues,,,2583925.000
SalariesWagesAndOfficersCompensation,201259.000,223128.000,
SalesRevenueGoodsNet,1906998.000,2169129.000,
SalesRevenueNet,,,2583925.000
ShareBasedCompensation,98000.000,,77000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,1.413
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.020
StockIssuedDuringPeriodValueIssuedForServices,271350.000,,
StockIssuedDuringPeriodValueShareBasedCompensationForfeited,98000.000,,
StockOptionPlanExpense,,,0.000
SuppliesExpense,7193.000,6823.000,
TravelAndEntertainmentExpense,12454.000,11310.000,
UtilitiesCosts,12726.000,16083.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,9481405.000,10584262.000,12115322.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,12115322.000
WeightedAverageNumberOfSharesOutstandingBasic,9481405.000,10584262.000,12115322.000
