,2011-09-30,2011-12-31,2012-03-31,2013-03-31,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,-212184.000,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,,,,,231405.000,,,,225122.000,,
AllocatedShareBasedCompensationExpense,,,,624707.000,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,257144.000,,,,,,446371.000,,,,,,,,,,
AmortizationOfFinancingCosts,26250.000,9917.000,0.000,,,,11947.000,,,,42187.000,43037.000,43903.000,-113924.000,15509.000,,
AmortizationOfIntangibleAssets,,,,,,,,,,,9637.000,9637.000,9637.000,9638.000,9637.000,9637.000,9637.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,177643.000,,,,-131244.000,,,,-240291.000,,
CashPeriodIncreaseDecrease,-97.000,,,,,,,,,,,,,,,,
CostOfServicesAmortization,,,,,,,,,,,,,,,15509.000,15821.000,35900.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,,,,,,,,,1250000.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,-115603.000,-171976.000,,,,,,,,69917.000,24381.000,135633.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,,,,,,,,,,,,86383.000,,
Depreciation,545.000,,,,,,,,,,20409.000,21591.000,21853.000,22674.000,23015.000,23937.000,25257.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,134603.000,-169709.000,-563547.000,16123.000,,,,,,,,,
EarningsPerShareBasic,,,,,,,,,-0.000,,,-0.010,,,,-0.010,-0.010
EarningsPerShareBasicAndDiluted,-0.000,-0.010,-0.010,0.010,-0.000,-0.000,-0.000,0.000,,,0.000,,-0.000,,-0.000,-0.010,-0.010
EarningsPerShareDiluted,,,,,,,,,-0.000,,,-0.010,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,0.000,0.000,0.000,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,821979.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,-563547.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,364129.000,,,,,,,,,
GeneralAndAdministrativeExpense,219120.000,260898.000,760265.000,1379103.000,664994.000,391554.000,431135.000,1515185.000,738928.000,754433.000,897894.000,2410431.000,903795.000,1180476.000,1187801.000,1825983.000,1174350.000
IncreaseDecreaseInAccountsPayable,,,,,,,-49478.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-20500.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,86252.000,,,,,136569.000,-18416.000,,,,,,,,,,
