,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AmortizationOfDebtDiscountPremium,,,,-17918.000,-26756.000,,,,
CashPeriodIncreaseDecrease,,,7554.000,,,0.000,,,
CostOfRevenue,142573.000,84970.000,81190.000,110540.000,130991.000,,,,
Depreciation,,,204.000,,,,,,
DepreciationAndAmortization,582.000,264.000,204.000,2832.000,1250.000,,,,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,0.000,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,36253.000,40024.000,,,,34725.000,25772.000,36492.000,43861.000
GrossProfit,14058.000,59790.000,37867.000,33546.000,53759.000,,,,
IncomeLossFromContinuingOperations,,,-16333.000,-42337.000,-573.000,-53909.000,0.000,-239118.000,-835053.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,0.000,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,,,,-239118.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,0.000,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,0.000,
IncomeTaxesPaid,,,240.000,,,,,,
IncomeTaxesPaidNet,,,,,,0.000,,,
IncreaseDecreaseDueFromOtherRelatedParties,,,,,,-5000.000,,,
IncreaseDecreaseInAccountsPayable,,,-3880.000,,,29943.000,,,
IncreaseDecreaseInAccountsReceivable,,,0.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,,-3461.000,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,20427.000,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,12000.000,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,15000.000,,,,,,
InterestExpense,-1500.000,-1500.000,-2660.000,-3176.000,-5199.000,,,,
InterestPaid,,,0.000,,,0.000,,,
InvestmentIncomeInterest,,,,,,,-973.000,-1570.000,
LeaseAndRentalExpense,,,3750.000,3750.000,3750.000,405.000,1350.000,1350.000,1350.000
NetCashProvidedByUsedInFinancingActivities,,,15000.000,,,15427.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,15000.000,,,15427.000,,,
NetCashProvidedByUsedInInvestingActivities,,,3403.000,,,0.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,3403.000,,,0.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-10849.000,,,-15427.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-10849.000,,,-15427.000,,,
NetIncomeLoss,-24277.000,6170.000,-18993.000,-73258.000,-62255.000,-53909.000,,,
OperatingExpenses,36835.000,40288.000,54200.000,75883.000,54332.000,53909.000,244035.000,240688.000,262743.000
OtherIncome,,,,-30921.000,-61682.000,,-973.000,-1570.000,
OtherOperatingIncomeExpenseNet,,,43118.000,24668.000,21113.000,,,,
ProfessionalFees,,,7128.000,44633.000,11719.000,13779.000,36913.000,42846.000,17999.000
PropertyPlantAndEquipmentAdditions,,,459.000,,,,,,
Revenues,156631.000,144760.000,119057.000,144086.000,184750.000,0.000,,,
SalesRevenueNet,156631.000,144760.000,119057.000,175007.000,246432.000,0.000,,,
SellingAndMarketingExpense,,,,,,5000.000,0.000,0.000,458.000
ShareBasedCompensation,,,,,,,,160000.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,180000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,52993800.000,53143095.000,53624760.000,-106356346.000
WeightedAverageNumberOfSharesOutstandingBasic,9990000.000,9990000.000,10000000.000,80000000.000,80000000.000,,,,
