,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,,,,80217.000,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,284522.000,484146.000,719731.000,687813.000,737874.000,890204.000,962090.000,918876.000,894670.000,,,,
AccountsPayableCurrent,,,,,,,,,,,,,,,,,4612.000
AccountsReceivableNet,,,,,186496.000,30876.000,141037.000,158346.000,157862.000,268345.000,354678.000,306213.000,465284.000,,,,
AccountsReceivableRelatedParties,,,,,,134688.000,81856.000,,14023.000,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,-7460.000,-14025.000,,-27200.000,,,,,,,,
AdditionalPaidInCapital,,,,216140.000,342351.000,403575.000,488240.000,497372.000,632087.000,635256.000,638973.000,639034.000,1003745.000,968191.000,1027191.000,1027291.000,1031487.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,,,,,,,,,0.000,0.000,,
Assets,0.000,0.000,0.000,88338.000,419025.000,284227.000,444773.000,414429.000,445356.000,539956.000,679789.000,627878.000,894416.000,0.000,0.000,100.000,90.000
AssetsCurrent,0.000,,,85088.000,335682.000,213431.000,371049.000,296359.000,384807.000,485995.000,632415.000,587092.000,860217.000,0.000,0.000,100.000,90.000
BankOverdrafts,,,,,,,10438.000,,92050.000,8721.000,4653.000,10142.000,0.000,,,,
Cash,0.000,,,84328.000,58019.000,9680.000,5579.000,35344.000,3557.000,1915.000,5771.000,14390.000,44604.000,,,100.000,90.000
CashAndCashEquivalentsAtCarryingValue,0.000,,,,58019.000,9680.000,5579.000,,3557.000,1915.000,5771.000,14390.000,44604.000,0.000,0.000,100.000,90.000
CommonStockOtherSharesOutstanding,,,,,,,,,,,0.000,0.000,11229235.000,200000.000,,200000.000,200000.000
CommonStockOtherValueOutstanding,,,,,,,,,,27.000,,,,,,20.000,
