,2011-07-01,2011-09-30,2011-12-30,2012-03-30,2012-06-29
AccountsPayableCurrent,7277000.000,6847000.000,3539000.000,5384000.000,7920000.000
AccountsReceivableNetCurrent,11539000.000,11284000.000,9444000.000,9383000.000,9617000.000
AccruedProfessionalFeesCurrent,1078000.000,353000.000,114000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-9592000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,7000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,446000.000,297000.000,50000.000,266000.000,23000.000
AdditionalPaidInCapital,190802000.000,191317000.000,192694000.000,193284000.000,194022000.000
AllowanceForDoubtfulAccountsReceivableCurrent,276000.000,262000.000,67000.000,50000.000,92000.000
Assets,68815000.000,68217000.000,67148000.000,68110000.000,71679000.000
AssetsCurrent,37365000.000,38830000.000,36471000.000,38606000.000,43077000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,,,,,3236000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,264000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,770000.000
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,,,,416000.000
BusinessAcquisitionContingentConsiderationAtFairValueNoncurrent,,,,,354000.000
CashAndCashEquivalentsAtCarryingValue,6965000.000,17365000.000,17200000.000,18798000.000,21316000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000.000,100000.000,100000.000,100000.000,100000.000
CommonStockSharesIssued,43804.000,43859.000,44311.000,44469.000,44735.000
CommonStockSharesOutstanding,43581.000,43581.000,43581.000,44311.000,44735.000
CommonStockValue,438000.000,438000.000,443000.000,445000.000,448000.000
DeferredCostsCurrent,,,,,92000.000
DeferredRentCreditNoncurrent,472000.000,435000.000,398000.000,353000.000,308000.000
DeferredRevenueCurrent,3382000.000,3381000.000,4145000.000,5778000.000,5970000.000
EmployeeRelatedLiabilitiesCurrent,3546000.000,3392000.000,4399000.000,2458000.000,3163000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,4156000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,3200000.000
ForeignCurrencyDerivativesAtFairValueNet,,,,,4000.000
Goodwill,2729000.000,2729000.000,3501000.000,3501000.000,3501000.000
IntangibleAssetsNetExcludingGoodwill,21245000.000,19620000.000,20287000.000,19351000.000,18413000.000
InventoryFinishedGoods,,,,,5156000.000
InventoryNet,7054000.000,7731000.000,8111000.000,7607000.000,9704000.000
InventoryValuationReserves,,,,,2184000.000
InventoryWorkInProcess,,,,,6732000.000
Liabilities,18743000.000,17577000.000,15997000.000,17668000.000,21971000.000
LiabilitiesAndStockholdersEquity,68815000.000,68217000.000,67148000.000,68110000.000,71679000.000
LiabilitiesCurrent,18271000.000,17142000.000,14831000.000,16961000.000,21309000.000
LiabilitiesNoncurrent,,,1166000.000,,
LongTermInvestments,3393000.000,3256000.000,3249000.000,3229000.000,
MoneyMarketFundsAtCarryingValue,,,,,10900000.000
NotionalAmountOfCashFlowHedgeInstruments,,,,,3566000.000
OtherAccruedLiabilitiesCurrent,2988000.000,3169000.000,2634000.000,3341000.000,4256000.000
OtherAssetsCurrent,1932000.000,2450000.000,1716000.000,2068000.000,1690000.000
OtherLiabilitiesNoncurrent,,,768000.000,354000.000,354000.000
PropertyPlantAndEquipmentGross,,,,,13044000.000
PropertyPlantAndEquipmentNet,4083000.000,3782000.000,3640000.000,3423000.000,3452000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,750000.000,750000.000
RetainedEarningsAccumulatedDeficit,-141614000.000,-141412000.000,-142036000.000,-143553000.000,-144785000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,3000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,2.450
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,1.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,2.870
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,6852000.000
ShortTermInvestments,9875000.000,,,,
StockholdersEquity,,,51151000.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,50072000.000,50640000.000,51151000.000,50442000.000,49708000.000
UnrecognizedTaxBenefits,,,,,1500000.000
