,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,6525.000,7550.000
AccountsReceivableNetCurrent,4116.000,1930.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,798.000,849.000
AdditionalPaidInCapitalCommonStock,2821.000,2821.000
Assets,4777.000,4265.000
AssetsCurrent,4554.000,4093.000
CashAndCashEquivalentsAtCarryingValue,438.000,2163.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,50000000.000,50000000.000
CommonStockSharesIssued,9537000.000,9537000.000
CommonStockSharesOutstanding,9537000.000,9537000.000
CommonStockValue,954.000,954.000
DueToRelatedPartiesCurrent,6289.000,6289.000
LiabilitiesAndStockholdersEquity,4777.000,4265.000
LiabilitiesCurrent,12814.000,13839.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PropertyPlantAndEquipmentNet,223.000,172.000
RetainedEarningsAccumulatedDeficit,-11812.000,-13349.000
StockholdersEquity,-8037.000,-9574.000
