,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,5454.000,15774.000,1664.000,1210.000,7237.000,3859.000,11377.000,12477.000,14202.000,9850.000,11987.000,17508.000,4107.000,12855.000,68268.000,89116.000,95592.000,18554.000,19628.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,896.000,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,-26180.000,-30639.000,-81116.000,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,71900.000,107600.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,,,,,90800.000
AdditionalPaidInCapital,71427.000,71427.000,71427.000,71427.000,67292.000,67292.000,67292.000,67292.000,67292.000,67292.000,67292.000,67292.000,217292.000,567292.000,1310297.000,1412317.000,1671382.000,2191672.000,2741109.000
Assets,50255.000,32311.000,4472.000,351.000,1230.000,9408.000,9408.000,9408.000,8829.000,32360.000,9366.000,7331.000,56021.000,332317.000,1024171.000,1066171.000,1134298.000,1011599.000,1068762.000
AssetsCurrent,,,,,,2458.000,2458.000,2458.000,2458.000,26568.000,4153.000,2697.000,51967.000,28842.000,171275.000,213854.000,282561.000,160441.000,218183.000
BankOverdrafts,,,,,,,,,,,,,,,,,,276.000,
Cash,,,,,,,,,,24110.000,799.000,239.000,31183.000,216.000,237.000,184.000,9293.000,,
CashAndCashEquivalentsAtCarryingValue,50255.000,32311.000,4472.000,351.000,,,,,,24110.000,799.000,239.000,31183.000,216.000,237.000,184.000,9293.000,,10775.000
CashFDICInsuredAmount,,,,250000.000,250000.000,,,,,,,,,,,,,250000.000,250000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000,6000000000.000
CommonStockSharesIssued,2531200.000,2531200.000,2531200.000,2531200.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,45638090.000,45638090.000,45638090.000,99139387.000,145163921.000,249879538.000
CommonStockSharesOutstanding,2531200.000,2531200.000,2531200.000,2531200.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,43872000.000,45638090.000,45638090.000,45638090.000,99139387.000,145163921.000,249879538.000
CommonStockValue,253.000,253.000,253.000,253.000,4387.000,4387.000,4387.000,4387.000,4387.000,4387.000,4387.000,4387.000,4387.000,4387.000,4564.000,4564.000,9914.000,14516.000,24988.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,,48148.000,115288.000,197100.000,,
ConvertibleNotesPayable,,,,,,,,,,,,,,,175000.000,300000.000,397000.000,289000.000,708000.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,48148.000,115288.000,197100.000,115477.000,174115.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,-18440.000,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,-126852.000,-184712.000,-199900.000,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,,,,,,,,,,,-173523.000,-533885.000
DeferredTaxAssetsOperatingLossCarryforwards,4031.000,8271.000,10330.000,10880.000,12021.000,16201.000,19303.000,20807.000,22450.000,30037.000,33645.000,35238.000,47965.000,44131.000,60104.000,100277.000,143625.000,,
DeferredTaxAssetsValuationAllowance,-4031.000,-8271.000,-10330.000,10880.000,12021.000,16201.000,19303.000,20807.000,22450.000,30037.000,33645.000,35238.000,47965.000,44131.000,60104.000,100277.000,143625.000,,
DerivativeLiabilities,,,,,,,,,,,,,,,,,,405929.000,1274721.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,,,,,405929.000,1274721.000
DerivativeLiabilityFairValueGrossAsset,,,,,,,,,,,,,,,,,,405929.000,1274721.000
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,18325.000,,13662.000,10794.000,9418.000,41465.000,167471.000
DueToRelatedPartiesCurrent,,,,,2459.000,,,,,1079.000,,3063.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,-579.000,-1158.000,-1737.000,-2316.000,-2895.000,-3475.000,-4054.000,-4633.000,-5213.000,-5712.000,-6371.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,,,1158.000,1791.000,1158.000,579.000,1158.000,579.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,,,,,5792.000,5213.000,4634.000,4055.000,6950.000,2896.000,2317.000,1737.000,1158.000,579.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,1158.000,1158.000,1159.000,1159.000,1158.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,2317.000,2317.000,2317.000,2317.000,2317.000,,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,2317.000,1738.000,1158.000,579.000,2317.000,1105.000,1159.000,1158.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,,,6950.000,6950.000,6950.000,6950.000,6950.000,306950.000,6950.000,6950.000,6950.000,6950.000,6950.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,6371.000,5792.000,5213.000,4634.000,4055.000,303475.000,2896.000,2317.000,1737.000,1158.000,579.000
IntangibleAssetsNetExcludingGoodwill,,,,,,6950.000,6950.000,6950.000,6371.000,5792.000,5213.000,4634.000,4055.000,303475.000,2896.000,2317.000,1737.000,1158.000,579.000
InterestPayableCurrent,,,,,,,,,,,,,,,1595.000,7312.000,11721.000,,
InterestReceivable,,,,,,,,,,,,,,,,,,44863.000,
LiabilitiesAndStockholdersEquity,50255.000,32311.000,4472.000,351.000,1230.000,9408.000,9408.000,9408.000,8829.000,32360.000,9366.000,7331.000,56021.000,332317.000,1024171.000,1066171.000,1134298.000,1011599.000,1068762.000
LiabilitiesCurrent,5454.000,15774.000,1664.000,1210.000,9696.000,45740.000,66418.000,76448.000,86821.000,10929.000,11987.000,20571.000,4107.000,12855.000,118011.000,211716.000,304413.000,618816.000,1589630.000
