,2011-09-30,2011-12-31,2012-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,411000.000,293000.000,-32000.000
AdditionalPaidInCapital,63234000.000,63888000.000,63941000.000
Assets,1098974000.000,1080460000.000,1073815000.000
AvailableForSaleSecurities,54938000.000,52136000.000,20947000.000
AvailableForSaleSecuritiesAmortizedCost,,51659000.000,20999000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,54270000.000,,
BankOwnedLifeInsurance,18816000.000,18978000.000,18554000.000
BorrowedFunds,80673000.000,78688000.000,78697000.000
CashAndCashEquivalentsAtCarryingValue,102730000.000,88344000.000,115422000.000
CashAndDueFromBanks,15150000.000,13296000.000,12724000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000
CommonStockSharesIssued,11561464.000,12393126.000,11561464.000
CommonStockSharesOutstanding,11506324.000,11506324.000,11506324.000
CommonStockValue,124000.000,124000.000,124000.000
Deposits,888580000.000,876056000.000,872646000.000
FederalHomeLoanBankStock,5362000.000,5067000.000,5067000.000
FiniteLivedIntangibleAssetsNet,1499000.000,1373000.000,1251000.000
HeldToMaturitySecurities,77505000.000,95763000.000,100464000.000
HeldToMaturitySecuritiesFairValue,80268000.000,98115000.000,102226000.000
InterestBearingDepositsInBanks,87580000.000,75048000.000,102698000.000
InterestReceivable,2869000.000,2773000.000,2577000.000
Liabilities,1004192000.000,987801000.000,983805000.000
LiabilitiesAndStockholdersEquity,1098974000.000,1080460000.000,1073815000.000
LoansAndLeasesReceivableAllowance,12956000.000,11713000.000,11583000.000
LoansAndLeasesReceivableNetOfDeferredIncome,,733788000.000,579692000.000
LoansAndLeasesReceivableNetReportedAmount,738049000.000,722075000.000,
LoansAndLeasesReceivableNetReportedAmountCoveredAndNotCovered,,,716942000.000
LoansReceivableHeldForSaleAmount,865000.000,2146000.000,4666000.000
OtherAssets,8638000.000,9415000.000,10454000.000
OtherLiabilities,9834000.000,7806000.000,7079000.000
OtherReceivables,41671000.000,38931000.000,30448000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,20500.000,20500.000,20500.000
PreferredStockSharesOutstanding,20500.000,20500.000,20500.000
PreferredStockValue,20734000.000,20500000.000,20500000.000
PropertyPlantAndEquipmentNet,25059000.000,25888000.000,25671000.000
RealEstateAcquiredThroughForeclosure,20973000.000,17571000.000,21352000.000
RetainedEarningsAccumulatedDeficit,10279000.000,7854000.000,5477000.000
SecuritiesSoldUnderAgreementsToRepurchase,9641000.000,9787000.000,9919000.000
StockholdersEquity,94782000.000,92659000.000,90010000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,94782000.000,92659000.000,90010000.000
SubordinatedDebt,15464000.000,15464000.000,15464000.000
