,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdditionsToNoncurrentAssets,,,347645000.000,,269587000.000,392733000.000,361183000.000,375882000.000,304257000.000,500762000.000,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,886355.000,6480.000,,,214392.000,1149523.000,3228.000,280160857.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,133500.000,133500.000,291700.000,-267000.000,580400.000,,1712527.000,,440325.000,713800.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,18995000.000,,,,1832000.000,,,,1837000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,138628000.000,,,,,,,,,,,,64163000.000,,,,706089000.000,,,,-44745000.000,,,,-204165000.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.030,,,,0.030,,,,0.030,,,,0.030,,,,0.030,
CommonStockDividendsPerShareDeclared,0.220,0.220,0.220,,0.220,,0.220,,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030,0.030,,0.030,0.030
ComprehensiveIncomeNetOfTax,,,,,134922000.000,-38887000.000,-66086000.000,64852000.000,22290000.000,150267000.000,80438000.000,82733000.000,170474000.000,91826000.000,116586000.000,162870000.000,132914000.000,-36807000.000,1679000.000,-165731000.000,-6539000.000,-264927000.000,-22638000.000,-203215000.000,163216000.000,39567000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,0.000,,9026000.000,7262000.000,14354000.000,16601000.000,18742000.000,27343000.000,33739000.000,44201000.000,47741000.000,58211000.000,59446000.000,,82789000.000,77838000.000,78120000.000,,86713000.000,81519000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,108020000.000,108605000.000,228630000.000,,,,-66086000.000,,31316000.000,157529000.000,94792000.000,99334000.000,189216000.000,119169000.000,150325000.000,207071000.000,180655000.000,21404000.000,61125000.000,-94414000.000,76250000.000,-187089000.000,55482000.000,-120042000.000,249929000.000,121086000.000
CostOfPurchasedOilAndGas,98214000.000,21459000.000,8197000.000,128597000.000,84066000.000,39667000.000,34394000.000,70278000.000,100569000.000,50365000.000,37265000.000,-39491000.000,45175000.000,,,,,,,,,,,,,
CostsAndExpenses,258044000.000,195830000.000,201879000.000,325790000.000,297774000.000,256400000.000,278109000.000,338797000.000,360025000.000,348797000.000,336050000.000,182153000.000,304834000.000,339146000.000,347220000.000,659261000.000,394014000.000,400140000.000,406960000.000,575509000.000,417868000.000,452023000.000,448269000.000,576513000.000,506879000.000,501099000.000
DeferredIncomeTaxExpenseBenefit,70716000.000,,0.000,,39363000.000,,,,34347000.000,,,,,,,,,,,,,,,,,
DefinedBenefitPlanBenefitsPaid,,,,,,,,,,,,,,,,,,,,,,5400000.000,,,,
DepreciationDepletionAndAmortization,78398000.000,81886000.000,87343000.000,91670000.000,107525000.000,115681000.000,131611000.000,144301000.000,149116000.000,168577000.000,175648000.000,159791000.000,152111000.000,157219000.000,175578000.000,194390000.000,194745000.000,196819000.000,208227000.000,219425000.000,221231000.000,224629000.000,237088000.000,244972000.000,231918000.000,240817000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,,,,,,43592000.000,4259000.000,161263000.000,176648000.000,108995000.000,-234693000.000,93356000.000,-216649000.000,140742000.000,46326000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,-181000.000,3258000.000,0.000,-700000.000,,,,,,,,,,
