,2011-12-31,2012-12-29
AdditionsToNoncurrentAssets,,108914000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,9143000.000,12653000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,9241000.000
AmortizationOfDebtDiscountPremium,,5400000.000
AmortizationOfFinancingCosts,,5400000.000
AmortizationOfFinancingCostsAndDiscounts,11162000.000,10779000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,823000.000
BusinessExitCosts,,48395000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-47799000.000,-30769000.000
ComprehensiveIncomeNetOfTax,-9102000.000,-120531000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,3438000.000,2899000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-5664000.000,-117632000.000
CostOfGoodsSold,6438685000.000,3878942000.000
CurrentForeignTaxExpenseBenefit,,10688000.000
CurrentIncomeTaxExpenseBenefit,,11001000.000
DeferredForeignIncomeTaxExpenseBenefit,,-1912000.000
DeferredIncomeTaxExpenseBenefit,-47128000.000,78366000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,11200000.000
DepreciationAndAmortization,,104700000.000
DepreciationDepletionAndAmortization,103921000.000,104700000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,44393000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,339000.000,7231000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,-75173000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-201000.000,-150003000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,74830000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,2585570000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,4541000.000,12913000.000
EarningsPerShareBasic,0.440,-1.640
EarningsPerShareDiluted,0.440,-1.640
EffectOfExchangeRateOnCashAndCashEquivalents,321000.000,68000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350
EntityWideRevenueMajorCustomerPercentage,,0.100
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,,185597000.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,12696000.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,1509927000.000
GainLossOnSaleOfPropertyPlantEquipment,-9209000.000,-33450000.000
GainsLossesOnExtinguishmentOfDebt,-13453000.000,
GoodwillAcquiredDuringPeriod,,6853000.000
GoodwillOtherChanges,,140060000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,11000000.000
GrossProfit,785151000.000,367766000.000
IncomeLossFromContinuingOperations,,-96000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,42646000.000,5897000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,41655000.000,1205000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.480,0.000
IncomeLossFromContinuingOperationsPerDilutedShare,0.470,0.000
