,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AmortizationOfDebtDiscountPremium,,,41108.000,,,,,
AmortizationOfFinancingCosts,,,,,,,60377.000,
AmortizationOfFinancingCostsAndDiscounts,,,41108.000,,,,60377.000,
AmortizationOfIntangibleAssets,,,10783.000,,,,8100.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-29374.000,,,,54267.000,
CostOfRevenue,397708.000,376828.000,258845.000,386487.000,376140.000,304564.000,277108.000,577829.000
Depreciation,,,4599.000,,,,5469.000,
DepreciationAndAmortization,,,,,,,12093.000,
DepreciationDepletionAndAmortization,,,15382.000,,,,,
EarningsPerShareBasicAndDiluted,-0.120,-0.080,-0.110,-0.090,-0.020,0.130,-0.019,-0.020
FairValueAdjustmentOfWarrants,,,377480.000,,,,,
FairValueAssumptionsExpectedDividendRate,,,0.000,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,0.000,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,0.029,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,-175575.000
GeneralAndAdministrativeExpense,563271.000,310142.000,444930.000,402575.000,437403.000,606924.000,398245.000,526472.000
GrossProfit,211902.000,212498.000,214412.000,288188.000,305291.000,223833.000,214899.000,324356.000
IncreaseDecreaseInAccountsPayable,,,241279.000,,,,25502.000,
IncreaseDecreaseInAccountsReceivable,,,-6917.000,,,,-87851.000,
IncreaseDecreaseInAccruedLiabilities,,,1528.000,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,69815.000,
IncreaseDecreaseInCustomerDeposits,,,-67516.000,,,,54435.000,
IncreaseDecreaseInInventories,,,50872.000,,,,-23013.000,
IncreaseDecreaseInPrepaidExpense,,,-100265.000,,,,85170.000,
IncreaseDecreaseInPrepaidRoyalties,,,-25000.000,,,,,
InterestExpense,94304.000,107007.000,,142279.000,147974.000,,158932.000,194216.000
InterestExpenseOther,,,116277.000,,,,,
InterestExpenseOtherLongTermDebt,,,12902.000,,,,,
InterestPaid,,,64525.000,,,,30400.000,
LeaseAndRentalExpense,,,15182.000,,,,67870.000,
MarketableSecuritiesGainLoss,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,19224.000,,,,212804.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,19224.000,,,,212804.000,
NetCashProvidedByUsedInOperatingActivities,,,-48598.000,,,,-158537.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-48598.000,,,,-158537.000,
NetIncomeLoss,-488343.000,-330775.000,-436689.000,-340968.000,-368391.000,-636718.000,-406453.000,-646235.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,453723.000,,,,,
OperatingExpenses,618699.000,436266.000,534824.000,486877.000,525708.000,697844.000,462420.000,600800.000
OperatingIncomeLoss,-406797.000,-223768.000,-320412.000,-198689.000,-220417.000,-474011.000,-247521.000,-276444.000
OperatingLeasesRentExpenseNet,,,4865.000,,,,,
OtherIncome,12758.000,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,213825.000,
ProceedsFromLinesOfCredit,,,19224.000,,,,-1021.000,
Revenues,609610.000,589326.000,473257.000,674675.000,681431.000,528397.000,,
RoyaltyRevenue,67492.000,62500.000,,15413.000,,,,
SalesRevenueGoodsNet,542118.000,526826.000,473257.000,659262.000,681431.000,528397.000,492007.000,902185.000
SalesRevenueNet,596852.000,589326.000,473257.000,674675.000,681431.000,528397.000,,
SellingAndMarketingExpense,55428.000,126124.000,89894.000,84302.000,88305.000,90920.000,64175.000,74328.000
ShareBasedCompensation,,,75000.000,,,,,3724.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4000000.000,4000000.000,4098500.000,4098500.000,20592500.000,-8231118.000,21742806.000,26479922.000
