,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,753707.000,512016.000,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,29026.000,,,,,,,,,
AccountsPayableCurrent,,,,,,,,,419084.000,,50174.000,122392.000,283672.000,474510.000,394137.000,398416.000,458042.000,465379.000,465379.000
AccountsReceivableGross,,,,,,,,,,,,717580.000,924521.000,,,,,,
AccountsReceivableNet,,,,,,,,,,,,575280.000,734521.000,,,,,,
AccountsReceivableNetCurrent,,,,,,,,,,,455995.000,575280.000,734521.000,,,,1500.000,2750.000,2750.000
AccruedLiabilitiesCurrent,0.000,0.000,,,,,,,,,132628.000,240280.000,266994.000,427764.000,332582.000,333935.000,336158.000,333471.000,366082.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,-907.000,-1222.000,692.000,1192.000,1692.000,2192.000,2692.000,3192.000
AdditionalPaidInCapital,20005.000,30004.000,179901.000,207575.000,5287534.000,7037614.000,7987614.000,8937614.000,12227526.000,15276326.000,18492738.000,45435166.000,51787983.000,55955631.000,56593100.000,56900600.000,57225194.000,59222837.000,59247616.000
AdvancesToAffiliate,,,,,,,,,,,17540.000,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,142300.000,190000.000,,,,,,
Assets,116.000,4116.000,5874.000,160.000,0.000,10.000,100.000,50.000,5970027.000,5835474.000,5186249.000,832102.000,1072801.000,515051.000,39987.000,39337.000,40337.000,9639.000,9139.000
AssetsCurrent,,,5874.000,160.000,0.000,,100.000,50.000,939451.000,738987.000,782430.000,821280.000,1061477.000,504357.000,29793.000,29643.000,31143.000,2750.000,2750.000
BankOverdrafts,,,,,,,,,,,,,,,6242.000,7066.000,6104.000,,
Cash,,,,,,,,50.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,116.000,4116.000,5874.000,160.000,,10.000,100.000,,185744.000,226971.000,274857.000,243050.000,324006.000,474564.000,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,,,,,8595630.000,8595630.000,,,,,,,
CommonStockNoParValue,,,,,,,,0.000,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,20500000.000,20500000.000,20539975.000,20567625.000,21311812.000,21511812.000,21511812.000,21511812.000,22382522.000,34382522.000,34380022.000,40950951.000,42957605.000,45011216.000,46761216.000,45011216.000,48261216.000,69569444.000,78158673.000
CommonStockSharesOutstanding,20500000.000,20500000.000,20539975.000,20567625.000,21311812.000,21511812.000,21511812.000,21511812.000,22382522.000,34382522.000,34380022.000,40950951.000,42957605.000,45011216.000,46761216.000,45011216.000,48261216.000,69569444.000,78158673.000
CommonStockValue,2050.000,2051.000,2054.000,2057.000,2131.000,2151.000,2151.000,2151.000,2239.000,3439.000,3439.000,4095.000,4296.000,4501.000,4676.000,4676.000,4826.000,6957.000,7816.000
ConvertibleDebt,,,,,,,,,,,,,,,,61408.000,-124921.000,,
ConvertibleDebtNoncurrent,,,,,,,,,,,,,,,,61408.000,124921.000,155277.000,161090.000
ConvertibleLongTermNotesPayable,,,,,,,,,,,,,,15434.000,52348.000,19057.000,,,
ConvertibleNotesPayable,,,,,,,,,,,,,,,,113908.000,177421.000,155277.000,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,42351.000,124921.000,155277.000,161090.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,288268.000,271024.000,174672.000,165309.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,158806.000,125670.000,-174360.000,-93603.000,-19395.000,-4219.000
DebtInstrumentUnamortizedDiscountCurrent,,,,,,,,,,,,,,,,134083.000,93603.000,19395.000,4219.000
DebtInstrumentUnamortizedDiscountNoncurrent,,,,,,,,,,,,,,,,40277.000,0.000,0.000,
DeferredRevenueCurrent,,,,,,,,,,,,957.000,957.000,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,22797079.000,,,,23552454.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,2590000.000,,,1494954.000,,,,1618174.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,1635587.000,,,,1635587.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,,,19382880.000,,,,20015035.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,,,,,283658.000,,,,283658.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,22797079.000,,,,-23552454.000,
DerivativeFairValueOfDerivativeLiability,,,,,,,,,,,,,,,293604.000,475191.000,221418.000,149269.000,160206.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,302580.000,293604.000,475191.000,221418.000,149269.000,160206.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-31489.000,-38289.000,176081.000,209472.000,5289665.000,-7039755.000,,-9013930.000,12692281.000,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,,,,18253.000,,,,,,,,
DueToOfficersOrStockholdersCurrent,9550.000,10350.000,,27.000,,,,74215.000,,747308.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,96586.000,64230.000,50068.000,243799.000,340680.000,410795.000,403092.000,403092.000,403092.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,,,,,10610000.000,5923004.000,4511764.000,1646144.000,1055500.000,747500.000,747500.000,30000.000,22500.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,,,,1.000,1.000,
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,30000000.000,,,,,,,,
Goodwill,,,,,,,,,5030576.000,5096486.000,4403819.000,,,,,,,,
IncomeTaxesReceivable,,,,,,,,,,,12000.000,,,,,,,,
Liabilities,9550.000,10350.000,,,,,19215.000,74215.000,6432543.000,6754375.000,6249388.000,6616258.000,6176703.000,6915608.000,2305414.000,2569632.000,2432656.000,2392654.000,
LiabilitiesAndStockholdersEquity,116.000,4116.000,5874.000,160.000,0.000,10.000,100.000,50.000,5970027.000,5835474.000,5186249.000,832102.000,1072801.000,515051.000,39987.000,39337.000,40337.000,9639.000,9139.000
LiabilitiesCurrent,,,,,,,19215.000,,462543.000,784375.000,279388.000,2066258.000,6176703.000,6900174.000,2253066.000,2550575.000,2432656.000,2392654.000,2442015.000
LongTermDebt,,,,,,,,,5970000.000,5970000.000,5970000.000,4550000.000,,,,,,,
NotesPayableCurrent,,,,,,,,,,,,844507.000,1025012.000,901521.000,885821.000,882821.000,882921.000,886166.000,886166.000
OperatingLossCarryforwards,,,,,,,,,,,,,,22797000.000,,,,23552000.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,,,,,,,,3600000.000,,,,3900000.000,
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,35418.000,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesSubscribedButUnissuedValue,,,,,,,,,,,,793892.000,,,,,,,
PreferredStockValue,0.000,0.000,,,,,,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,,,,,29793.000,29793.000,29643.000,29643.000,,
PrepaidExpenseCurrent,,,,,,,,,,,3785.000,2950.000,2950.000,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,9924.000,10741.000,9581.000,9581.000,9581.000,9581.000,9581.000,9581.000
PropertyPlantAndEquipmentNet,,,,,,,,,,,,9017.000,9519.000,8889.000,8389.000,7889.000,7389.000,6889.000,6389.000
RetainedEarningsAccumulatedDeficit,,,,,,-7039755.000,-8008880.000,,,-16198666.000,-19559316.000,-51223417.000,-58462613.000,-63927121.000,-60429635.000,-61002003.000,-61188771.000,-61612829.000,-61688328.000
SecuredDebt,,,,,,,,,,,,,,,,-52500.000,-52500.000,,
SecurityDeposit,,,,,,,,,,,,1805.000,1805.000,1805.000,1805.000,1805.000,1805.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,,,,,8595630.000,8595630.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
