,2011-06-30,2011-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,653775.000,720552.000
AccountsReceivableNetCurrent,5394448.000,3046982.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5950320.000,6666721.000
AdditionalPaidInCapitalCommonStock,25236486.000,25276628.000
Assets,50553657.000,44624292.000
AssetsCurrent,25215955.000,24936933.000
Cash,18902002.000,21025097.000
CashAndCashEquivalentsAtCarryingValue,18902002.000,21025097.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,25756025.000,25756025.000
CommonStockSharesOutstanding,25756025.000,25756025.000
CommonStockValue,25756.000,25756.000
CostMethodInvestments,15508.000,15793.000
DeferredCostsCurrent,0.000,0.000
DeferredRevenueCurrent,44668.000,46185.000
DepositLiabilityCurrent,,642024.000
DepositsAssetsCurrent,772607.000,1258871.000
DueToOfficersOrStockholdersCurrent,213269.000,224739.000
InventoryNet,402305.000,261694.000
Liabilities,3975134.000,3321107.000
LiabilitiesAndStockholdersEquity,50553657.000,44624292.000
OtherAssetsCurrent,63263.000,142509.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PreferredStockValue,0.000,0.000
PropertyPlantAndEquipmentNet,17303023.000,15300289.000
RestrictedCashAndCashEquivalentsAtCarryingValue,417.000,180.000
RetainageDeposit,244916.000,318848.000
RetainedEarningsAccumulatedDeficit,13520550.000,7496154.000
SecurityDeposit,1403053.000,
StockholdersEquity,46578523.000,41303185.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,46578523.000,41303185.000
TaxesPayableCurrent,115156.000,114018.000
