,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-01-26,2013-04-27,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,310287000.000,259914000.000,246511000.000,331408000.000,314516000.000,261035000.000,251237000.000,386538000.000,354133000.000,292329000.000,261928000.000,375085000.000,372616000.000,307180000.000,280285000.000,342999000.000,323237000.000,287463000.000,264727000.000,317736000.000,347287000.000,384148000.000,213709000.000
AccruedLiabilitiesCurrent,422380000.000,422799000.000,452707000.000,393821000.000,454876000.000,409147000.000,437992000.000,390168000.000,448006000.000,466615000.000,438906000.000,452172000.000,475299000.000,490333000.000,457504000.000,465402000.000,468653000.000,526312000.000,486681000.000,492646000.000,485450000.000,509629000.000,441182000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,41800000.000,,,,36300000.000,,,,43100000.000,,,,43000000.000,,,,44300000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,943822000.000,,,,1070146000.000,,,,113718000.000,,,,297391000.000,,,,550819000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-5592000.000,,,,-3999000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,143200000.000,,,,103530000.000,,,,,,,,31500000.000,,,,56300000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-73487000.000,-74503000.000,-73892000.000,-148792000.000,-145219000.000,-141869000.000,-142168000.000,-107529000.000,,-285000.000,303000.000,-17429000.000,-20530000.000,-28305000.000,-43144000.000,-51228000.000,-50900000.000,-54520000.000,-48646000.000,-115841000.000,-114871000.000,-111201000.000,-109467000.000
AdditionalPaidInCapitalCommonStock,1439656000.000,1440918000.000,993491000.000,995300000.000,998171000.000,1001116000.000,1003529000.000,1005833000.000,1586837000.000,1583256000.000,1583256000.000,1584106000.000,,,,,,,,,,,
Assets,5474871000.000,5466878000.000,5200016000.000,5201855000.000,5364446000.000,5149636000.000,5214519000.000,5300241000.000,8857629000.000,8660706000.000,8775988000.000,8761726000.000,9044925000.000,8911028000.000,8871445000.000,8875762000.000,9059857000.000,8865537000.000,8945463000.000,8256888000.000,8466376000.000,8156585000.000,8197646000.000
AssetsCurrent,1422065000.000,1414122000.000,1130898000.000,1143735000.000,1316763000.000,1112842000.000,1185796000.000,1285977000.000,1562134000.000,1355660000.000,1356662000.000,1409774000.000,1501487000.000,1391559000.000,1397863000.000,1384701000.000,1578753000.000,1390734000.000,1481325000.000,1334046000.000,1528927000.000,1428801000.000,1489168000.000
