,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,43200000.000,37500000.000,43200000.000,45800000.000,49800000.000,54600000.000,56100000.000,57600000.000,67900000.000,67200000.000,62000000.000,46200000.000,57000000.000,58900000.000,53600000.000,61600000.000,67900000.000,64700000.000,58000000.000,52600000.000,57900000.000,64800000.000,60600000.000,68500000.000,74000000.000,74200000.000
AccountsReceivableNetCurrent,259900000.000,250300000.000,265100000.000,297900000.000,299700000.000,323200000.000,336200000.000,370300000.000,345100000.000,358600000.000,280600000.000,301400000.000,239100000.000,271100000.000,259100000.000,315100000.000,292400000.000,321500000.000,334700000.000,394300000.000,325900000.000,403800000.000,432000000.000,430200000.000,412900000.000,481100000.000
AccruedIncomeTaxesNoncurrent,,,,95900000.000,,,,76700000.000,,,,64500000.000,,,,61800000.000,,,,74300000.000,,,,84900000.000,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,63900000.000,,,,126800000.000,,,,96400000.000,,,,151000000.000,,
AccruedProfessionalFeesCurrent,,,,,,,,3900000.000,,,,6000000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,108600000.000,,,,134400000.000,,,,174300000.000,,,,222900000.000,,,,267100000.000,,,,321900000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-300000.000,2100000.000,900000.000,1100000.000,2200000.000,3400000.000,6900000.000,6200000.000,7300000.000,-2800000.000,1700000.000,1700000.000,5500000.000,2500000.000,-500000.000,-200000.000,4200000.000,2300000.000,2600000.000,-4200000.000,6200000.000,10500000.000,4900000.000,-8600000.000,-5800000.000,-5300000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-800000.000,100000.000,500000.000,,,,,,800000.000,600000.000,-1900000.000,0.000,200000.000,-100000.000,4600000.000,1100000.000,1800000.000,800000.000,1200000.000,1500000.000,-1700000.000,-1000000.000,-1600000.000,,1100000.000,-1900000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,-2600000.000,-2500000.000,-2400000.000,3900000.000,-3400000.000,-3300000.000,-3200000.000,3500000.000,-3400000.000,-3300000.000,-3100000.000,,-3800000.000,-3600000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,400000.000,400000.000,100000.000,-200000.000,,,,,,100000.000,600000.000,400000.000,700000.000,700000.000,-300000.000,-2100000.000,-3800000.000,-6200000.000,-3300000.000,-3300000.000,200000.000,3100000.000,3800000.000,,500000.000,1000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-700000.000,2600000.000,1500000.000,900000.000,1500000.000,3600000.000,5800000.000,6600000.000,8100000.000,-2100000.000,400000.000,2100000.000,3800000.000,600000.000,1400000.000,-5100000.000,-1200000.000,-6400000.000,-2700000.000,-9500000.000,1300000.000,9300000.000,4000000.000,-8900000.000,-8000000.000,-9800000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,16800000.000,,,,41600000.000,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,1419600000.000,1487400000.000,1616800000.000,1742800000.000,1880400000.000,1993000000.000,2078900000.000,2240100000.000,2378500000.000,2428000000.000,2450700000.000,2519900000.000,2629100000.000,2509600000.000,2741800000.000,2896800000.000,3024300000.000,3147800000.000,3332200000.000,3429800000.000,3739500000.000,3979200000.000,4135000000.000,4211800000.000,3872200000.000,4049800000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,5600000.000,,,,3000000.000,,,,500000.000,,,,300000.000,,,,2100000.000,,,,1900000.000,,
