,2011-08-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,29308.000,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,0.000,,,,63333.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,15907458.000,15969958.000,16107458.000,-31814916.000,21437251.000,,,,25761568.000,,27060608.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-375431.000,,-140155.000,,,,141875.000,,,,-259786.000,,
CostOfRevenue,,,,,,4800.000,,,800.000,,,,,
DebtInstrumentRedemptionPricePercentage,,,,,,,,,,,,,,1.100
DepreciationAndAmortization,,4968.000,,4337.000,,,,,,,,,,
DepreciationNonproduction,,,,,,,,2318.000,,,,2508.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,13057.000,,24714.000,7461.000,
EarningsPerShareBasicAndDiluted,,-0.020,-0.020,-0.020,-0.020,-0.070,-0.030,0.050,-0.030,-0.020,-0.120,-0.020,-0.030,-0.030
GeneralAndAdministrativeExpense,,385734.000,317961.000,374719.000,376871.000,326649.000,306473.000,583862.000,468871.000,429539.000,616579.000,560328.000,541371.000,742078.000
GrossProfit,,,,,,7200.000,,,501816.000,167240.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-610914.000,-601446.000,-499279.000,-509734.000,-1756260.000,-623819.000,-1169907.000,-735028.000,-619746.000,-826020.000,-763087.000,-806680.000,-1003445.000
IncomeTaxExpenseBenefit,,,,0.000,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,-7200.000,-24739.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,-187563.000,,,,355903.000,,,,120791.000,,
IncreaseDecreaseInAccruedLiabilities,,29941.000,,,,,,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,-22560.000,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,,26923.000,,,,127539.000,,,,127917.000,,
IncreaseDecreaseInOtherReceivables,,22328.000,,475968.000,,,,5556.000,,,,3136.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,709.000,,,,-574.000,,,,-21411.000,,
InterestExpense,,2020.000,2136.000,325.000,325.000,66158.000,135303.000,102417.000,8304.000,143.000,158.000,416.000,13234.000,19142.000
InterestIncomeOther,,,,,0.000,,,,,,,,,
InterestPaid,,2020.000,,325.000,,,,214.000,,,,416.000,,
InvestmentIncomeInterest,,441.000,1023.000,0.000,,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,8162.000,,,,,,,,,,
LicenseAndServicesRevenue,,,,0.000,0.000,12000.000,0.000,,2400.000,,,,,
NetCashProvidedByUsedInFinancingActivities,7200.000,175000.000,,0.000,,,,490000.000,,,,114131.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,7200.000,175000.000,,0.000,,,,490000.000,,,,114131.000,,
NetCashProvidedByUsedInInvestingActivities,,-1323.000,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1323.000,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-7200.000,-549108.000,,-120304.000,,,,-342510.000,,,,-373917.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7200.000,-549108.000,,-120304.000,,,,-342510.000,,,,-373917.000,,
NetIncomeLoss,0.000,-610914.000,-601446.000,-499279.000,-509734.000,-1756260.000,-623819.000,-1169907.000,-735028.000,-619746.000,-826020.000,-763087.000,-806680.000,-1003445.000
NonoperatingIncomeExpense,,-973.000,-344.000,1048.000,190.000,-65167.000,-134293.000,-101901.000,14966.000,17497.000,98939.000,24398.000,-4285.000,-18314.000
OperatingExpenses,0.000,609941.000,601102.000,505828.000,516709.000,1698293.000,491415.000,1068006.000,1251810.000,804483.000,935367.000,787485.000,802395.000,985131.000
OperatingIncomeLoss,0.000,-609941.000,-601102.000,-500327.000,-509924.000,-1691093.000,-489526.000,-1068006.000,-749994.000,-637243.000,-924959.000,-787485.000,-802395.000,-985131.000
OperatingLeasesRentExpenseNet,,,27721.000,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,606.000,769.000,1373.000,515.000,991.000,1010.000,516.000,710.000,4583.000,695.000,100.000,1488.000,828.000
PaymentsToAcquirePropertyPlantAndEquipment,,1323.000,,19851.000,,,,5615.000,,,,,,
ProceedsFromGrantors,,,,631383.000,,,,631383.000,,,,,,
ProceedsFromIssuanceOfCommonStock,250.000,190000.000,,0.000,,,,490000.000,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,0.000,,,,,,,,,,
ProceedsFromIssuanceOfWarrants,,,,,,,,,,,,110831.000,,
ProceedsFromNotesPayable,,,,0.000,,,,,,,,,,
ProceedsFromRepaymentsOfNotesPayable,,,,,,,,,,,,,,0.000
ProceedsFromRepaymentsOfRelatedPartyDebt,6950.000,,,,,,,,,,,,,
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,,,,,,,,,,,,,,275000.000
ProceedsFromStockOptionsExercised,,,,0.000,,,,,,,,3300.000,,
ProceedsFromWarrantExercises,,,,0.000,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,0.000,,,,,,,,,,
RepaymentsOfNotesPayable,,15000.000,,0.000,,,,,,,,,,
ResearchAndDevelopmentExpense,,224207.000,283141.000,131109.000,139838.000,1371644.000,184942.000,484144.000,782939.000,374944.000,318788.000,227157.000,261024.000,243053.000
RevenueFromGrants,,,,5501.000,6785.000,,,,500216.000,167240.000,,,,
Revenues,,,,5501.000,6785.000,12000.000,1889.000,,502616.000,167240.000,,,,
SalesRevenueNet,,,,5501.000,6785.000,12000.000,1889.000,,502616.000,167240.000,,,,
ShareBasedCompensation,,29308.000,40445.000,25438.000,25439.000,25439.000,25437.000,248822.000,139437.000,139050.000,302650.000,180943.000,191133.000,373775.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,,,,0.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,0.711,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,0.021,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,0.150,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,,,,,,,,0.340,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,,,,,,,,0.480,,,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,35000.000,25000.000,25000.000,,,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,100734.000,,21634.000,,
StockIssuedDuringPeriodValueIssuedForCash,,190000.000,,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,25001.000,,,,24500.000,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,1377174.000,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,24636955.000,24685193.000,24778221.000,24803225.000,24839007.000,-49580698.000,25017018.000,29182858.000,30352605.000,-55608115.000,30685985.000,30826549.000,30826549.000
WeightedAverageNumberOfSharesOutstandingBasic,1377174.000,,,,,,,,,,,,,
