,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,237383000.000,240397000.000,249179000.000,246384000.000,228936000.000,245149000.000,228397000.000,223975000.000,213034000.000,218410000.000,189889000.000,203699000.000,204171000.000,214627000.000,224505000.000,251412000.000,234306000.000,255645000.000
AccountsReceivableNet,51969000.000,47959000.000,43597000.000,49359000.000,54135000.000,55153000.000,45620000.000,50635000.000,62919000.000,52794000.000,39660000.000,52691000.000,67241000.000,58003000.000,51382000.000,68141000.000,71486000.000,68414000.000
AccumulatedAmortizationDeferredFinanceCosts,5049000.000,2587000.000,3488000.000,4434000.000,5309000.000,6308000.000,7049000.000,8214000.000,9468000.000,10887000.000,12354000.000,11539000.000,12686000.000,10199000.000,7814000.000,8709000.000,8203000.000,9206000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,627935000.000,654051000.000,678221000.000,700361000.000,727127000.000,740874000.000,750301000.000,778838000.000,760972000.000,718572000.000,741210000.000,772215000.000,804498000.000,826096000.000,802297000.000,806048000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,-38454000.000,-33465000.000,-28050000.000,-24365000.000,-20616000.000,-20283000.000,-17126000.000,-14012000.000,-10898000.000,-7785000.000,-5326000.000,-2867000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-20417000.000,-19643000.000,-19630000.000,-20531000.000,-20829000.000,-2045000.000,-2050000.000,-2090000.000,-2134000.000,-2269000.000,-2260000.000,-2264000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-77848000.000,-78695000.000,-70652000.000,-65485000.000,-62853000.000,-58261000.000,-58871000.000,-53108000.000,-47680000.000,-44896000.000,-41445000.000,-22328000.000,-19176000.000,-16102000.000,-13032000.000,-10054000.000,-7586000.000,-5131000.000
AcquisitionCostsCumulative,,,,,,2726000.000,3208000.000,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,1710932000.000,1715023000.000,1634067000.000,1628310000.000,1738416000.000,1735395000.000,1730535000.000,1723138000.000,1714977000.000,1710267000.000,1705306000.000,1696148000.000,2105749000.000,2105426000.000,2348284000.000,2449084000.000,2451209000.000,2508756000.000
AllowanceForDoubtfulAccountsReceivable,1563000.000,1538000.000,1698000.000,1575000.000,1547000.000,1542000.000,1602000.000,1609000.000,1676000.000,1611000.000,606000.000,486000.000,466000.000,443000.000,492000.000,832000.000,688000.000,563000.000
Assets,2126080000.000,2133698000.000,2086689000.000,2073588000.000,2079542000.000,2447710000.000,2406417000.000,2383380000.000,2376859000.000,2361307000.000,2337151000.000,2493249000.000,3338246000.000,3309914000.000,3619157000.000,3791011000.000,3735414000.000,3744922000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,10500000.000,,,,,,,,
AssetsHeldForSaleAtCarryingValue,0.000,0.000,0.000,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,135901000.000,,0.000,0.000,0.000,,,24674000.000
BuildingsAndImprovementsGross,,,1316029000.000,1318144000.000,1316756000.000,1409112000.000,1409406000.000,1404722000.000,1404763000.000,1409142000.000,1344524000.000,1488129000.000,1892401000.000,1892401000.000,1964252000.000,2142724000.000,2205545000.000,2187615000.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,0.500,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,91862000.000,91862000.000,,99789000.000,102230000.000,102230000.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireeIncludingSubsequentAcquisitionPercentage,,,,,,,,,,,,,1.000,1.000,,,,
CashAndCashEquivalentsAtCarryingValue,76626000.000,88843000.000,72013000.000,58205000.000,76180000.000,82048000.000,80074000.000,78527000.000,74700000.000,79801000.000,73655000.000,166892000.000,245468000.000,234405000.000,442613000.000,240156000.000,98586000.000,128000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000,350000000.000
CommonStockSharesIssued,185616935.000,185627199.000,185627199.000,185867664.000,204308710.000,204308710.000,204308710.000,204495534.000,205527049.000,205527049.000,205582838.000,205792726.000,247371386.000,247382990.000,267435799.000,275313504.000,275494707.000,282090156.000
CommonStockSharesOutstanding,185616935.000,185627199.000,185627199.000,185867664.000,204308710.000,204308710.000,204308710.000,204495534.000,205527049.000,205527049.000,205582838.000,205792726.000,247371386.000,247382990.000,267435799.000,275313504.000,275494707.000,282090156.000
CommonStockValue,1856000.000,1856000.000,1856000.000,1858000.000,2043000.000,2043000.000,2043000.000,2045000.000,2055000.000,2055000.000,2056000.000,2058000.000,2474000.000,2474000.000,2674000.000,2753000.000,2755000.000,2821000.000
ConstructionInProgressGross,,,14726000.000,16058000.000,21545000.000,26261000.000,20678000.000,16434000.000,12004000.000,17969000.000,20542000.000,14742000.000,25209000.000,19628000.000,21552000.000,12605000.000,21256000.000,39873000.000
DebtInstrumentBasisSpreadOnVariableRate,,,1.000,0.010,0.010,0.010,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,,1193756000.000,1638319000.000,1667860000.000,,1856036000.000,1805618000.000,1763147000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,2493000.000,1869000.000,1246000.000,623000.000,1022000.000,981000.000,941000.000
DebtWeightedAverageInterestRate,,,,,,,,,0.032,0.032,,0.031,,,,,,
DeferredCreditsAndOtherLiabilities,,,7431000.000,7220000.000,7009000.000,12098000.000,,,,,,,,,,,,
DeferredFinanceCostsNet,5642000.000,11680000.000,10845000.000,9955000.000,9044000.000,12846000.000,11695000.000,10410000.000,9157000.000,9931000.000,8478000.000,6800000.000,9852000.000,9474000.000,11440000.000,10559000.000,14580000.000,13873000.000
DeferredIncomeTaxLiabilities,,,47623000.000,47475000.000,47509000.000,47305000.000,47275000.000,47720000.000,47598000.000,47146000.000,46137000.000,45957000.000,45778000.000,45777000.000,46137000.000,46137000.000,46117000.000,46117000.000
DeferredRevenue,,,,,,,,5626000.000,8196000.000,13482000.000,,5106000.000,6061000.000,9613000.000,2973000.000,8970000.000,9827000.000,12594000.000
DeferredTaxAssetsGross,,,18882000.000,,,,16851000.000,,,,14115000.000,,,,16180000.000,,,
DeferredTaxAssetsNet,5271000.000,6017000.000,2230000.000,1968000.000,1964000.000,2600000.000,2203000.000,2140000.000,1824000.000,3027000.000,0.000,,2134000.000,1763000.000,1729000.000,1954000.000,1419000.000,769000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,16714000.000,,,,14650000.000,,,,14115000.000,,,,14219000.000,,,
