,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2015-01-03,2015-04-04,2015-07-04
AccountsPayableCurrent,51393000.000,52781000.000,55350000.000,56297000.000,50643000.000,45114000.000,55103000.000,50902000.000,43098000.000,48556000.000,45867000.000,60699000.000,43889000.000,29684000.000,26666000.000,32745000.000,26488000.000
AccountsReceivableGrossCurrent,,,,,152047000.000,130209000.000,115775000.000,125402000.000,140828000.000,122304000.000,119559000.000,142078000.000,145196000.000,70680000.000,60074000.000,71693000.000,85270000.000
AccountsReceivableNetCurrent,151416000.000,134177000.000,112838000.000,126519000.000,133809000.000,119153000.000,104785000.000,110666000.000,124819000.000,112305000.000,108201000.000,130201000.000,130539000.000,61999000.000,53291000.000,61271000.000,71963000.000
AccruedIncomeTaxesCurrent,53710000.000,36108000.000,29812000.000,29566000.000,63868000.000,60699000.000,49321000.000,49116000.000,18474000.000,11749000.000,3310000.000,3240000.000,30492000.000,,5000.000,,21921000.000
AccruedSalesCommissionCurrent,36760000.000,9045000.000,21365000.000,28088000.000,33294000.000,8989000.000,12345000.000,19274000.000,27677000.000,3300000.000,10908000.000,19871000.000,26675000.000,920000.000,7476000.000,17613000.000,25657000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,285262000.000,290073000.000,291236000.000,301798000.000,313366000.000,318691000.000,322478000.000,334297000.000,345930000.000,347236000.000,353972000.000,361496000.000,371362000.000,257866000.000,265348000.000,274142000.000,281707000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,-86544000.000,-85910000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,3374000.000,2943000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-29434000.000,-30751000.000,-63161000.000,-62596000.000,-64143000.000,-63346000.000,-88557000.000,-87880000.000,-86413000.000,-84295000.000,-40714000.000,-40098000.000,-39655000.000,-41136000.000,-71993000.000,-71547000.000,-73468000.000
AdditionalPaidInCapital,81000.000,94000.000,103000.000,103000.000,103000.000,103000.000,103000.000,103000.000,60588000.000,61890000.000,60983000.000,61019000.000,61019000.000,61019000.000,61692000.000,61697000.000,61703000.000
AllowanceForDoubtfulAccountsReceivable,,,,,5064000.000,4866000.000,4932000.000,5404000.000,5046000.000,4897000.000,5040000.000,5224000.000,4976000.000,4633000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,4178000.000,4355000.000,4474000.000
Assets,2115016000.000,2097524000.000,2044494000.000,2094836000.000,2015344000.000,2005282000.000,1926406000.000,1968010000.000,1872455000.000,1849046000.000,1906275000.000,1980348000.000,1886310000.000,1490044000.000,1538012000.000,1553257000.000,1449058000.000
AssetsCurrent,335279000.000,329600000.000,331447000.000,399172000.000,331109000.000,334069000.000,346532000.000,407202000.000,332618000.000,296974000.000,376198000.000,459269000.000,373784000.000,205356000.000,262622000.000,283110000.000,232678000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,1517000.000,2380000.000,2594000.000,1795000.000
BorrowedFunds,,,,,1919173000.000,1980257000.000,1884451000.000,1872853000.000,1872653000.000,1892325000.000,1872925000.000,1872626000.000,,,,,
CapitalLeaseObligations,,,,,5145000.000,4864000.000,4783000.000,4705000.000,4188000.000,4536000.000,3806000.000,3168000.000,2434000.000,960000.000,896000.000,756000.000,832000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,5014000.000,,,,3892000.000,,,,1767000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2556000.000,,,,2611000.000,,,,573000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,28000.000,,,,144000.000,,,,2000.000,,
