,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccruedInvestmentIncomeReceivable,33855000.000,31724000.000,32682000.000,29440000.000,29337000.000,24541000.000,23856000.000,21299000.000,22995000.000,19805000.000,20451000.000,20026000.000,22112000.000,20593000.000,20184000.000,18815000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,,,75018000.000,78791000.000,79748000.000,51497000.000,53775000.000,50258000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,,68295000.000,57982000.000,87434000.000,106471000.000,100978000.000,105287000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-12484000.000,40034000.000,126838000.000,146635000.000,140458000.000,148562000.000,150387000.000,137690000.000,131103000.000,64367000.000,57390000.000,48084000.000,74559000.000,91351000.000,87471000.000,92689000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxDebtSecurities,,,,,,,5504000.000,3205000.000,2556000.000,1000000.000,788000.000,636000.000,620000.000,499000.000,175000.000,545000.000
AdditionalPaidInCapital,371493000.000,372882000.000,373790000.000,313730000.000,285503000.000,227482000.000,211546000.000,209897000.000,150693000.000,3817000.000,0.000,10711000.000,0.000,0.000,0.000,2415000.000
AmountAvailableForDividendDistributionWithoutPriorApprovalFromRegulatoryAgency,,,,,,,,,349122000.000,349122000.000,,,,,,
Assets,4616774000.000,4682397000.000,4747995000.000,4551611000.000,4488420000.000,4424937000.000,4492922000.000,4333303000.000,4269308000.000,4047902000.000,4009259000.000,3923885000.000,3885351000.000,3824716000.000,3686159000.000,3687089000.000
AssetsFairValueDisclosure,,,,,,,,,,2075294000.000,,,,,,
AssetsFairValueDisclosureRecurring,,,,,,,,,,,2089798000.000,3571665000.000,3533763000.000,3511456000.000,3361826000.000,
AssetsHeldByInsuranceRegulators,,,,,,,,,,,,5800000.000,,,,5700000.000
AssetsHeldInTrust,,140725000.000,136565000.000,151517000.000,131543000.000,163565000.000,158594000.000,158640000.000,158642000.000,160659000.000,160673000.000,160711000.000,158707000.000,141700000.000,141700000.000,131300000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,103875000.000,109008000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,2897000.000,3721000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,2490397000.000,2351803000.000,,,,2002622000.000,1781549000.000,1734186000.000,1739802000.000,1767085000.000,1799888000.000,1795758000.000,1815446000.000,1717878000.000,1677198000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,2487000.000,2156000.000
