,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,,,,6970000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,532000.000,,,,696000.000,,,,870000.000,,,,938000.000
AmortizationOfFinancingCosts,163000.000,,,,1377000.000,,,,2838000.000,,,,2562000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,65292016.000,,72938266.000,,74044394.000,74064994.000,73993944.000,-148190638.000,75889718.000,95712110.000,81898292.000,-165230331.000,27790165.000
BusinessAcquisitionsProFormaNetIncomeLoss,-6935000.000,-3369000.000,-12796000.000,-9758000.000,,,,,-14173000.000,-3753000.000,-167000.000,,
BusinessAcquisitionsProFormaRevenue,77278000.000,94304000.000,110393000.000,139058000.000,,,,,217262000.000,220972000.000,236057000.000,,
BusinessCombinationAcquisitionRelatedCosts,452000.000,919000.000,14550000.000,6465000.000,5908000.000,,,,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGainOrLoss,,,0.000,,,,,,,,,,
CashAcquiredFromAcquisition,,,,,,,,,15499000.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-45740000.000,,,,6906000.000,,,,13752000.000,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,0.050,,0.050
ComprehensiveIncomeNetOfTax,,-12477000.000,-21728000.000,,-17790000.000,-17665000.000,-28562000.000,-20425000.000,-4337000.000,-10325000.000,-21116000.000,2470000.000,-1603000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,4227000.000,3379000.000,,3956000.000,3728000.000,3106000.000,3555000.000,3836000.000,-778000.000,7308000.000,-6652000.000,-283000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-3581000.000,-12780000.000,,-8265000.000,-8368000.000,-19887000.000,-11301000.000,5068000.000,-3691000.000,-139000.000,9405000.000,11701000.000
ConvertiblePreferredStockConvertedToOtherSecurities,,,0.000,,,,,,,,,,
CostOfRealEstateRevenue,,,,,,,,,85001000.000,95585000.000,110412000.000,95476000.000,83305000.000
DepreciationAndAmortization,,,,,53664000.000,59221000.000,67800000.000,62163000.000,69517000.000,79604000.000,75392000.000,74164000.000,73953000.000
DepreciationDepletionAndAmortization,35131000.000,38325000.000,44855000.000,47205000.000,53664000.000,,,,69517000.000,,,,73953000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,29266000.000,36790000.000,50583000.000,48326000.000,53930000.000,67823000.000,83682000.000,75472000.000,,,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,0.000,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,0.000,,,,,,,,,,
DividendsCommonStock,9275000.000,,,,10574000.000,,,,12122000.000,,,,12214000.000
DividendsPreferredStock,3121000.000,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.070,-0.070,-0.110,-0.090,-0.080,-0.080,-0.140,-0.100,-0.020,-0.040,-0.090,0.010,-0.010
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,-457000.000,-141000.000,-1750000.000,-3810000.000,120000.000,580000.000,-3000000.000,-2530000.000,-300000.000,-150000.000,-2490000.000,-4080000.000,-5410000.000
EquityMethodInvestmentDividendsOrDistributions,,,,,,,,,,,,,1192000.000
GainLossOnDispositionOfAssets1,,,0.000,,,,,,,,,,
GainLossOnSaleOfMortgageLoans,,,,,,,,,,,,,15000.000
GainLossOnSaleOfProperties,,,,,,,,,,,11682000.000,,2026000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,-13408000.000,,
GeneralAndAdministrativeExpense,5074000.000,5703000.000,5291000.000,5879000.000,6131000.000,6276000.000,6090000.000,6409000.000,8057000.000,7346000.000,7563000.000,8026000.000,9295000.000
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,,,,,,,,,,400000.000,,
ImpairmentOfRealEstate,,,,,,,,,,,,,929000.000
IncomeLossAttributableToNoncontrollingInterest,3620000.000,4212000.000,3382000.000,3751000.000,3956000.000,,,,,,,,-301000.000
IncomeLossFromContinuingOperations,-6935000.000,-3369000.000,-12796000.000,-9992000.000,-8265000.000,-8398000.000,-19938000.000,-11347000.000,5028000.000,-3753000.000,,,11796000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.070,-0.070,-0.110,-0.090,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,0.000,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,,,96000.000,,,,-232000.000,,,,295000.000
