,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,20327.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-13472.000,,,,-1650.000,-19393.000,-3250.000,-1100.000,-39714.000,-2417.000,-17530.000,268786.000,-4362.000,,,,-2458.000,
ComprehensiveIncomeNetOfTax,,,-11834.000,,,,-10609.000,,,,,,,,,,,,,
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,23311.000,,,,,
CostsAndExpenses,11861.000,10062.000,11834.000,4499.000,6020.000,,,,,,,,,,,,,,,
Depreciation,,,,,,,,,,,,,,,20500.000,,,,21000.000,
DepreciationAndAmortization,,,,,,,,,,,,,,,20500.000,20500.000,24250.000,9430.000,21000.000,21500.000
EarningsPerShareBasic,97000000.000,,,,,,,,,,,,,,-0.010,-0.010,-0.000,0.000,-0.000,-0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,0.000,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,0.350,,,,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,,,,-0.350,,,,,,,,,
FacilityCosts,,,,,,,,,,,,,,,,90803.000,37603.000,,23399.000,16344.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,-10759.000,-308610.000,,,0.000,0.000
GeneralAndAdministrativeExpense,9157.000,10062.000,11834.000,4499.000,6020.000,-13792.000,4634.000,1650.000,1650.000,1650.000,1653.000,6950.000,2168.000,1235319.000,489552.000,437951.000,241377.000,244785.000,184729.000,171345.000
GrossProfit,,,,,,,,,,,,,,,-23311.000,,,,,
