,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-964000.000,,,,-924000.000,,,,-629000.000,,,
AllocatedShareBasedCompensationExpense,,,3142000.000,3635000.000,4205000.000,3835000.000,3454000.000,3775000.000,4592000.000,4953000.000,4868000.000,5562000.000,4602000.000,2739000.000
AmortizationOfIntangibleAssets,,,,,,,3158000.000,,,,3160000.000,3007000.000,2973000.000,2973000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4300000.000,8800000.000,5800000.000,-12800000.000,8600000.000,14200000.000,17100000.000,-24700000.000,16300000.000,17800000.000,16100000.000,-34000000.000
AssetImpairmentCharges,,,,,,,,4780000.000,0.000,,,0.000,7386000.000,
AvailableForSaleSecuritiesGrossRealizedGains,,,9000.000,2000.000,2000.000,2000.000,3000.000,7000.000,41000.000,-1000.000,0.000,0.000,1000.000,2000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,774000.000,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,85802000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset,,,,,200000.000,,,-100000.000,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,,,,,-12000.000,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,-100000.000,,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,86422000.000,,,,5340000.000,,,,-4845000.000,,,
ComprehensiveIncomeNetOfTax,,,4094000.000,124000.000,639000.000,-73000.000,-2470000.000,-40065000.000,-11614000.000,-11720000.000,-23199000.000,-21807000.000,-27755000.000,-25642000.000
CostOfRevenue,27646000.000,22996000.000,25911000.000,40197000.000,45778000.000,45789000.000,39618000.000,36356000.000,28863000.000,30137000.000,29593000.000,26662000.000,20609000.000,21504000.000
DeferredIncomeTaxExpenseBenefit,,,27000.000,,,,-5825000.000,,,,44000.000,,,
Depreciation,,,,,,,1948000.000,,2200000.000,,1807000.000,,,
DepreciationDepletionAndAmortization,,,1212000.000,,,,,,,,,,,
EarningsPerShareBasic,0.090,0.050,0.040,,,,-0.030,-0.440,-0.130,-0.130,-0.260,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,,,,-0.240,-0.310,
EarningsPerShareDiluted,0.090,0.050,0.040,,,,-0.030,-0.440,-0.130,-0.130,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1000.000,,,,-136000.000,,,,22000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.430,0.310,0.740,,0.660,-2.150,0.070,,0.000,-0.010,0.000,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,,,0.001,,,,,,
EffectiveIncomeTaxRateReconciliationTaxContingencies,,,0.010,0.010,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,471000.000,,,,-106000.000,,,,0.000,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,471000.000,,,,-106000.000,,,,0.000,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,,,53000.000,,,,,,,
GainLossOnDispositionOfAssets,,,,,,,-12000.000,,,,2000.000,,,
GainLossOnForeignCurrencyFairValueHedgeDerivatives,,,,,,,200000.000,-200000.000,100000.000,100000.000,-300000.000,0.000,52000.000,48000.000
GeneralAndAdministrativeExpense,3515000.000,2939000.000,5290000.000,8584000.000,5718000.000,5882000.000,6083000.000,5456000.000,5751000.000,5125000.000,6132000.000,6121000.000,5435000.000,5570000.000
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,0.000,,,
GrossProfit,33827000.000,28469000.000,33192000.000,42855000.000,44047000.000,43909000.000,34839000.000,34256000.000,27513000.000,27794000.000,26062000.000,23538000.000,22569000.000,21082000.000
ImpairmentOfInvestments,,,,,,,,,,,,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,6844000.000,251000.000,1593000.000,-11000.000,-7051000.000,-12669000.000,-12795000.000,-13235000.000,-23143000.000,-21571000.000,-27514000.000,-24809000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,12074000.000,6448000.000,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,,,-832000.000,-905000.000,-799000.000,-779000.000,-780000.000,-335000.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,4318000.000,1803000.000,2951000.000,78000.000,1185000.000,-57000.000,-4647000.000,27244000.000,-860000.000,-1333000.000,110000.000,278000.000,123000.000,576000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,,,26700000.000,,,,,,
IncomeTaxesPaid,,,20000.000,2708000.000,1747000.000,1585000.000,217000.000,304000.000,,,247000.000,,,
IncreaseDecreaseInAccountsPayable,,,2409000.000,,,,7780000.000,,,,6624000.000,,,
IncreaseDecreaseInAccountsReceivable,,,-120000.000,,,,3208000.000,,,,3522000.000,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,1615000.000,,,,-820000.000,,,,1461000.000,,,
IncreaseDecreaseInInventories,,,322000.000,,,,-8819000.000,,,,1049000.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,-31000.000,,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,,,-626000.000,,,
IncreaseDecreaseInOtherDeferredLiability,,,,,,,,,,,106000.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,,,-239000.000,,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,,,116000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,-551000.000,,,,819000.000,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,5000.000,,,,270000.000,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-2451000.000,,,,2160000.000,,,,,,,
