,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-06-30,2016-12-31,2017-03-31
AccountsPayableCurrent,30626.000,21942.000,32296.000,28147.000,14592.000,26592.000,21267.000,25892.000,16517.000,45806.000,15592.000,5592.000,5592.000,9789.000,46466.000,5000.000
AccruedLiabilitiesCurrent,53079.000,64595.000,66324.000,73243.000,83801.000,90396.000,99492.000,103826.000,86798.000,505715.000,623768.000,636623.000,645705.000,131165.000,43395.000,54334.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,,,,,,,,,256827.000,30000.000
AccruedSalariesCurrent,,,,,,,,,,,,,,601850.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,27617.000,,,,,,,
AdditionalPaidInCapital,2058169.000,2480026.000,3010685.000,3032263.000,6248969.000,7182345.000,9440024.000,12526600.000,12763549.000,13336434.000,14598542.000,14673272.000,14920796.000,14976981.000,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,20027941.000,20272565.000
Assets,4568.000,7619.000,3534.000,42085.000,260732.000,197582.000,235748.000,234686.000,237287.000,185262.000,130901.000,102281.000,254.000,170.000,105.000,83106.000
AssetsCurrent,1151.000,4452.000,617.000,25418.000,206723.000,120743.000,150748.000,133406.000,136212.000,71378.000,23560.000,2290.000,254.000,170.000,105.000,83106.000
Cash,1151.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1151.000,4452.000,617.000,25418.000,206723.000,120743.000,150748.000,133406.000,136212.000,71378.000,23560.000,2290.000,254.000,170.000,105.000,77545.000
CommitmentsAndContingencies,0.000,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,900000000.000,900000000.000,900000000.000,900000000.000,,2900000000.000,49900000000.000,349900000.000,349900000.000,14999900000.000,14999900000.000,649000000.000,1499000000.000,249000000.000,249000000.000,249000000.000
CommonStockSharesIssued,55130000.000,224430000.000,188485000.000,190681078.000,,2336422636.000,8854019886.000,19319526.000,54703450.000,246509673.000,6090837528.000,73035762.000,1018887234.000,106724.000,47988085.000,48053085.000
CommonStockSharesOutstanding,55130000.000,224430000.000,188485000.000,190681078.000,,2336422636.000,8854019886.000,19319526.000,54703450.000,246509673.000,6090837528.000,73035762.000,1018887234.000,106724.000,47988085.000,48053085.000
CommonStockValue,551.000,2244.000,1885.000,1907.000,5855.000,23364.000,88540.000,193.000,547.000,2465.000,60908.000,730.000,10189.000,1.000,480.000,481.000
ConvertibleDebtNoncurrent,,,,1500.000,,,,,,,,,,,,
ConvertibleNotesPayable,,,,64444.000,,,,,,,,,,,,
ConvertibleNotesPayableCurrent,1500.000,,,65944.000,69468.000,199816.000,160988.000,190990.000,290529.000,277153.000,222083.000,223158.000,191134.000,154613.000,128525.000,231491.000
DeferredRevenueCurrent,1333.000,2867.000,3067.000,1771.000,1202.000,546.000,125.000,,,,,,,,,
DerivativeInstrumentsAndHedgesLiabilities,,,,192701.000,967213.000,1092030.000,1010032.000,1085859.000,1276778.000,1016112.000,624097.000,610283.000,509715.000,368405.000,699090.000,444129.000
DueToRelatedPartiesCurrent,189275.000,196675.000,201836.000,188796.000,145926.000,111426.000,87426.000,7526.000,,,9250.000,33750.000,71440.000,134660.000,90151.000,83335.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,1583.000,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsNet,3417.000,3167.000,2917.000,16667.000,54009.000,76839.000,85000.000,101280.000,101075.000,113884.000,107341.000,99991.000,,,,
Liabilities,292813.000,311079.000,316023.000,573102.000,1287202.000,1525806.000,1384330.000,1419093.000,1670622.000,1844786.000,1494790.000,1514406.000,1436586.000,1431732.000,1832875.000,1681287.000
LiabilitiesAndStockholdersEquity,4568.000,7619.000,3534.000,42085.000,260732.000,197582.000,235748.000,234686.000,237287.000,185262.000,130901.000,102281.000,254.000,170.000,105.000,83106.000
LiabilitiesCurrent,,311079.000,316023.000,573102.000,1287202.000,1525806.000,1384330.000,1419093.000,1670622.000,1844786.000,1494790.000,1514406.000,1436586.000,1431732.000,1832875.000,1681287.000
NotesPayableCurrent,,,,22500.000,,,,,,,,,,,0.000,
NotesPayableRelatedPartiesClassifiedCurrent,17000.000,,,22500.000,5000.000,5000.000,5000.000,5000.000,,,,5000.000,13000.000,31250.000,31250.000,39000.000
PreferredStockAdditionalSeriesParOrStatedValuePerShare,,0.001,0.001,0.001,,,,,,,,,,,,
PreferredStockAdditionalSeriesSharesAuthorized,,90000000.000,90000000.000,90000000.000,,,,,,,,,,,,
PreferredStockAdditionalSeriesSharesIssued,,0.000,0.000,0.000,,,,,,,,,,,,
PreferredStockAdditionalSeriesSharesOutstanding,,0.000,0.000,0.000,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,,0.000,0.000,,,,,,,,,
PreferredStockSharesAuthorized,,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,,100000.000,,100000.000,1000000.000,,,,
PreferredStockSharesIssued,,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,,,,
PreferredStockSharesOutstanding,,0.000,0.000,0.000,,0.000,0.000,,0.000,,0.000,0.000,,,,
PreferredStockValue,,0.000,0.000,0.000,,,,,,,,,,,5.000,5.000
PrepaidExpenseCurrent,0.000,,,,,,,,,,,,,,,5561.000
PropertyPlantAndEquipmentNet,,,,,,,,,101075.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-2346965.000,-2785730.000,-3325059.000,-3565187.000,-7281294.000,-8533933.000,-10677146.000,-13711200.000,-14197431.000,-14998423.000,-16023339.000,-16086127.000,-16367317.000,-16408544.000,-21861196.000,-21871233.000
SharesOutstanding,0.000,,,,,,,,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-288245.000,-303460.000,-312489.000,-531017.000,-1026470.000,-1328224.000,-1148582.000,-1184407.000,-1433335.000,-1659524.000,-1363889.000,-1412125.000,-1436332.000,-1431562.000,-1832770.000,-1598181.000
TaxesPayableCurrent,,,,,,,,,,,,,,,793998.000,823998.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,125409668.000,,,,,,,,,,,,,,
