,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-05-05,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,28687000.000,151546000.000,160186000.000,130962000.000,112108000.000,124805000.000,102586000.000,100651000.000,75872000.000,91728000.000,146537000.000,150863000.000,117422000.000,127886000.000,151658000.000,142254000.000,117486000.000,146512000.000,118396000.000,,102513000.000,106753000.000,96241000.000,109093000.000
AccountsPayableCurrent,,,,,,,3664000.000,,,,12686000.000,,,,29212000.000,,,,11492000.000,,,,14494000.000,
AccountsPayableTradeCurrent,4074000.000,5845000.000,4999000.000,4674000.000,5392000.000,5623000.000,4803000.000,4754000.000,6620000.000,7107000.000,3846000.000,3380000.000,4251000.000,4259000.000,3964000.000,4729000.000,4687000.000,4632000.000,4374000.000,,4703000.000,4757000.000,4550000.000,3730000.000
AccountsReceivableNetCurrent,40603000.000,233422000.000,236804000.000,191258000.000,233776000.000,222096000.000,207563000.000,164099000.000,203469000.000,194872000.000,264805000.000,232172000.000,253643000.000,239578000.000,248308000.000,217824000.000,242867000.000,228093000.000,243428000.000,,222340000.000,220423000.000,231585000.000,213642000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,3408000.000,,,,2636000.000,,,,2194000.000,,,,1937000.000,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,4749000.000,,,,7605000.000,,,,294000.000,,,,0.000,
AccruedProfessionalFeesCurrent,,,,,,,3979000.000,,,,6229000.000,,,,1942000.000,,,,2845000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,187435000.000,,,,186913000.000,,,,220738000.000,,,,251594000.000,,,,281300000.000,
AcquiredIndefiniteLivedIntangibleAssetAmount,,,,,11190000.000,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,959885000.000,1528316000.000,1526114000.000,1521540000.000,1517988000.000,1515407000.000,1514849000.000,1514098000.000,1511689000.000,1510329000.000,1603669000.000,1612552000.000,1591447000.000,1595910000.000,1600963000.000,1604825000.000,1606220000.000,1618636000.000,1619622000.000,,1621289000.000,1624298000.000,1624815000.000,1625353000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1191000.000,1502000.000,2765000.000,6002000.000,3694000.000,4504000.000,4131000.000,3882000.000,3779000.000,3728000.000,5306000.000,5413000.000,5305000.000,5043000.000,6004000.000,5158000.000,5677000.000,5758000.000,4923000.000,,4342000.000,5207000.000,4691000.000,4133000.000
Assets,367201000.000,4072080000.000,4040591000.000,3935823000.000,3914456000.000,3848218000.000,3743575000.000,3717730000.000,3690184000.000,3677139000.000,3870435000.000,3832222000.000,3797900000.000,3746655000.000,3745441000.000,3713386000.000,3707628000.000,3123738000.000,3024787000.000,,2966508000.000,3051264000.000,2412691000.000,2413478000.000
AssetsCurrent,79148000.000,344556000.000,324339000.000,257462000.000,362300000.000,312554000.000,353119000.000,306226000.000,312368000.000,324807000.000,377055000.000,366600000.000,373981000.000,342444000.000,370826000.000,388729000.000,405206000.000,429879000.000,359275000.000,,352204000.000,453758000.000,439927000.000,455546000.000
AssetsHeldForSaleAtCarryingValue,,,,,-2116000.000,,,,,,,,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,72350000.000,,,,,,,,,,,,,,,,,,,
AssetsHeldInTrustCurrent,,,24807000.000,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,72350000.000,,,,,,,,15007000.000,15007000.000,15007000.000,45157000.000,45157000.000,45157000.000,45157000.000,,45157000.000,30150000.000,30150000.000,30150000.000
BankruptcyClaimsAmountPaidToSettleClaims,,,,,,,2256000.000,,,,0.000,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,1405471000.000,1405471000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,17394000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPreacquisitionContingencyAmount,,,,,2320241000.000,2320241000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,4342000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,756600000.000,756600000.000,756600000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,,72000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,1790000.000,,,,,,,,,,,,,,,,,,,
CapitalizationLongtermDebtAndEquity,,,,,,,3400000000.000,,,,4500000000.000,,,,3500000000.000,,,2800000000.000,2500000000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,29553000.000,47076000.000,30592000.000,31633000.000,19083000.000,46976000.000,88050000.000,82806000.000,46216000.000,64170000.000,32792000.000,37270000.000,20117000.000,26757000.000,7271000.000,22758000.000,32734000.000,84245000.000,31657000.000,,49798000.000,157601000.000,131259000.000,151153000.000
CommonStockValueOutstanding,,,,,178122000.000,178122000.000,,,,,,,,,,,,,,,,,,
CostMethodInvestments,,,,,,,,,,,,,,,17300000.000,,,,0.000,,,,,
CostMethodInvestmentsAggregateCarryingAmount,,,,,,,,,,,9800000.000,,,,,,,,,,,,,
CustomerAdvancesAndDepositsCurrent,,,,,,,,,,,,,,,6000000.000,,,,6000000.000,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,,,,0.077,0.077,,0.077
DebtInstrumentUnamortizedDiscount,,25100000.000,,,,25100000.000,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumAndDebtIssuanceCostsNet,,,,,,,,,,,,,,,,,,,,,33893000.000,32061000.000,29909000.000,27914000.000
DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,,,,,-433551000.000,433551000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,43185000.000,,,,0.000,,,,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,,,,49073000.000,,,,46660000.000,,,,48047000.000,,,,0.000,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,310473000.000,,,,173411000.000,,,,163416000.000,,,,191192000.000,,,,144804000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,534773000.000,,,,-457408000.000,,,,-464143000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,29658000.000,30575000.000,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,559918000.000,,,,-500506000.000,,,,-507991000.000,,,,-415881000.000,,,,,
DeferredTaxAssetsNetCurrent,,,,,,,25145000.000,,29658000.000,30575000.000,43098000.000,,,,43848000.000,,,,0.000,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,163348000.000,,,,160171000.000,,,,148624000.000,,,,174019000.000,,,,127599000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,238176000.000,,,,145056000.000,,,,136700000.000,,,,155475000.000,,,,111778000.000,
DeferredTaxAssetsOther,,,,,,,12216000.000,,,,16281000.000,,,,19835000.000,,,,28140000.000,,,,27014000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,6207000.000,,,,0.000,,,,,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,,,,,5037000.000,,,,2042000.000,,,,2042000.000,,,,2042000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,1896000.000,,,,3690000.000,,,,826000.000,,,,0.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,17200000.000,,,,17200000.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,,23928000.000,,,,3562000.000,,,,4199000.000,,,,0.000,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,147125000.000,,,,13240000.000,,,,14792000.000,,,,17173000.000,,,,17205000.000,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,415881000.000,,,,388050000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,570856000.000,,,,536351000.000,,,,560954000.000,,,,527775000.000,,,,482620000.000,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,723266000.000,,,,660677000.000,,,,656615000.000,,,,589900000.000,,,,515649000.000,
DeferredTaxLiabilitiesNoncurrent,29029000.000,528357000.000,556771000.000,550791000.000,542466000.000,562811000.000,559918000.000,550346000.000,558621000.000,575007000.000,500506000.000,500506000.000,500506000.000,475539000.000,507991000.000,495593000.000,499502000.000,419480000.000,415881000.000,,407963000.000,440967000.000,388050000.000,381451000.000
DeferredTaxLiabilitiesOther,,,,,,,3688000.000,,,,2847000.000,,,,5861000.000,,,,0.000,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,54465000.000,,,,47083000.000,,,,38798000.000,,,,30260000.000,,,,20485000.000,
DerivativeFairValueOfDerivativeNet,,,,,-12025000.000,-11957000.000,,,,,,,,,,,,,,,,,,
DerivativeLiabilitiesCurrent,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationGoodwill,,,,,32132000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,,6880000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,,7668000.000,,,,,,,,,,,,,,,,,,,
DividendsPayableCurrent,,,,,,,2652000.000,,,,0.000,,,,,,,,,,,,,
DividendsPayableCurrentAndNoncurrent,,,,,,800000.000,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,15698000.000,,,,20374000.000,,,,23244000.000,,,,22169000.000,,,,29285000.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,18700000.000,,,,40700000.000,,,,25600000.000,,19500000.000,6800000.000,5900000.000,,4600000.000,4100000.000,2800000.000,2300000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,64435000.000,,,,48655000.000,,,,31259000.000,,,,13225000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,85753000.000,,,,79519000.000,,,,69110000.000,,,,56315000.000,,,,33505000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,15780000.000,,,,17280000.000,,,,17456000.000,,,,17396000.000,,,,17114000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,39120000.000,,,,32071000.000,,,,18400000.000,,,,17456000.000,,,,17197000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,52471000.000,,,,54692000.000,,,,33704000.000,,,,18400000.000,,,,17257000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,65179000.000,,,,67493000.000,,,,56315000.000,,,,33704000.000,,,,18201000.000,
