,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,708921.000,2080390.000,2180645.000,3169072.000,1515153.000,1908766.000,1879924.000,1574350.000,1401014.000,1346401.000,1279067.000,998844.000,999554.000,788485.000,705821.000,790849.000
AccountsPayableRelatedPartiesCurrent,1755025.000,1918719.000,2045205.000,2316940.000,2447387.000,2566981.000,2692122.000,2818307.000,2924089.000,3059391.000,3180618.000,3319838.000,3450175.000,3567123.000,3703107.000,3886683.000
AccountsReceivableGrossCurrent,338315.000,304940.000,243369.000,397737.000,404120.000,297996.000,458703.000,459392.000,300132.000,363807.000,513397.000,413236.000,385334.000,188075.000,184187.000,147831.000
AccountsReceivableRelatedParties,11502.000,11502.000,11502.000,11502.000,13002.000,13084.000,17584.000,22084.000,26584.000,31084.000,31002.000,35502.000,40002.000,44502.000,48789.000,53502.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,358539.000,377651.000,388687.000,429548.000,449931.000,471032.000,492409.000,513766.000,473163.000,493779.000,515535.000,536575.000,557160.000,550449.000,571349.000,592250.000
AdditionalPaidInCapital,25265605.000,31164705.000,35478809.000,41780548.000,42776416.000,43038243.000,43173306.000,43584292.000,45599663.000,52098441.000,52729074.000,52894835.000,52894835.000,55209385.000,55209385.000,55209385.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,0.000,,,,0.000,,,
AssetRetirementObligation,,,,,628668.000,637155.000,659483.000,668096.000,674092.000,710941.000,785654.000,794301.000,891092.000,903510.000,915927.000,928345.000
AssetRetirementObligationsNoncurrent,306788.000,343687.000,348757.000,510426.000,628668.000,637155.000,659483.000,668096.000,674092.000,710941.000,785654.000,794301.000,891092.000,903510.000,915927.000,928345.000
Assets,28155415.000,29820995.000,31570923.000,35180829.000,33678988.000,33760033.000,33494944.000,33348789.000,34331460.000,34391799.000,34018577.000,33842643.000,33287912.000,34084407.000,33348318.000,23888665.000
AssetsCurrent,6077825.000,7422646.000,5635983.000,5748316.000,3561390.000,2894051.000,2230741.000,1855167.000,3001685.000,2949787.000,1874416.000,1473934.000,911812.000,1721256.000,1015569.000,747487.000
BankOverdrafts,547427.000,164360.000,411244.000,19603.000,17795.000,229354.000,23897.000,53710.000,255628.000,36.000,36.000,0.000,5673.000,12906.000,11404.000,0.000
CapitalizedComputerSoftwareGross,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,15000.000,,,,,,,,
CapitalizedCostsAssetRetirementCosts,201014.000,232730.000,232730.000,383379.000,491338.000,491338.000,505095.000,505095.000,503253.000,532211.000,600423.000,600423.000,688567.000,,,
