,2011-09-30,2011-12-31,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,124033.000,,,,,,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,,,251145.000,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,96250.000,100847.000,,64858.000,64636.000,64087.000,-193581.000,60332.000,31541.000,41671.000,32558.000,32592.000,30790.000,75126.000,57403.000
AmortizationOfIntangibleAssets,,,38766.000,38823.000,39247.000,39584.000,44284.000,-10906.000,8019.000,7864.000,9210.000,6882.000,8013.000,7808.000,6720.000,7801.000,7490.000,6101.000,7542.000,7956.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,105000.000,105000.000,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,0.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-1812695.000,,,,-1066360.000,,,,-2368819.000,,,,-1613782.000,,,
ComprehensiveIncomeNetOfTax,,1836905.000,-1475911.000,-3365887.000,-27725.000,-286248.000,-8475416.000,-15783265.000,,,,,,,,,246022.000,-10149.000,-2603660.000,-4784168.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2142636.000,,,,,,,,-294469.000,-30001.000,179278.000,1067677.000,196911.000,-709678.000,-886324.000,731517.000,,,,
CostOfGoodsAndServicesSold,15967051.000,18817080.000,23242917.000,12605711.000,11735350.000,13907018.000,17653988.000,17130745.000,13948613.000,15678808.000,18138006.000,16692280.000,16935609.000,18600619.000,19860713.000,16157057.000,16454111.000,15807828.000,16426153.000,16184035.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,190498.000,209773.000,234401.000,215017.000,,,,,,,,
Depreciation,,,645543.000,822958.000,549690.000,512065.000,461196.000,1599009.000,494082.000,322362.000,427986.000,1544261.000,411793.000,336225.000,218022.000,436171.000,239010.000,213969.000,425127.000,409551.000
DepreciationDepletionAndAmortization,,,684309.000,822958.000,588936.000,,,,502101.000,,,,419806.000,344032.000,400155.000,292036.000,246499.000,472695.000,423946.000,173607.000
EarningsPerShareBasic,0.120,0.120,-0.110,-0.260,-0.060,-0.040,-0.640,2.570,0.020,0.000,-0.010,0.050,0.010,0.010,-0.040,0.050,0.010,0.010,-0.040,-0.260
EarningsPerShareDiluted,0.120,0.120,-0.110,-0.260,-0.060,-0.040,-0.640,2.570,0.020,0.000,-0.010,0.050,0.010,0.010,-0.040,0.050,0.010,0.010,-0.040,-0.260
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,21261.000,,,,-200700.000,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,181265.000,,,,35553.000,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,0.000,-0.011,0.053,0.078,0.004,-0.138,-0.049,-1.540,0.099,1.553,-0.426,-0.058,-0.057,1.157,0.178,0.152,-0.022,-0.323
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.340,-0.250,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680,0.340,0.340,0.340,-0.680
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-0.197,-0.321,-0.250,1.017,0.250,1.172,0.151,-1.315,-0.250,-0.250,-0.250,0.500,-0.037,-0.250,-0.250,0.287
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,,-0.011,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,,,,,,,,,,,,,,0.035,0.618,0.022,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,-0.340,,,,0.250,,0.250,0.250,0.250,-0.500,0.250,0.250,0.250,-0.500,0.250,0.250,0.250,-0.500
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,,,,,,,0.049,0.618,-0.000,-0.596,,,,,,,,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,,0.000,0.000,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,0.007,0.004,,0.049,,,,-0.426,0.058,0.057,0.927,,,,
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,,,,,,,,,,,,,,,,-0.035,0.152,-0.022,-0.110
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,0.250,0.250,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,,-0.250,,,,,,,,,,,,,,,,,
FairValueOptionChangesInFairValueGainLoss1,,,25905.000,12095.000,,,,,,,,,,,,,,,,
FinitelivedIntangibleAssetsAcquired1,,,,,,,,,,,,,1596824.000,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,34356.000,19404.000,25905.000,-12095.000,12665.000,-21049.000,-41944.000,-206769.000,123699.000,-47342.000,-127431.000,14663.000,-42837.000,200903.000,15444.000,438688.000,-32196.000,90289.000,67296.000,14643.000
GeneralAndAdministrativeExpense,1320521.000,2175615.000,1310313.000,3300064.000,2640818.000,491981.000,3700466.000,4435592.000,1081201.000,746175.000,622113.000,-2136099.000,920230.000,839842.000,1868448.000,1546956.000,1918482.000,1382650.000,1451849.000,2931881.000
GoodwillImpairmentLoss,,,1473606.000,,,,,,,,,,,,,,,,,
GrossProfit,6257896.000,6826869.000,3422197.000,2990302.000,3601169.000,2948403.000,179084.000,-1001170.000,2510619.000,2765257.000,3182033.000,3980116.000,4375683.000,3977007.000,4847333.000,4311559.000,4481804.000,4353007.000,4183871.000,3608236.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2447403.000,2188109.000,-1528770.000,-3526405.000,-748239.000,-506737.000,-8771304.000,-15285020.000,-331296.000,-14732.000,141532.000,1117522.000,192798.000,113113.000,-582430.000,820416.000,159587.000,115354.000,-816761.000,-5017997.000
IncomeTaxExpenseBenefit,817990.000,610910.000,10.000,-39613.000,39520.000,39589.000,-35887.000,1648.000,16141.000,22680.000,14007.000,4570.000,82187.000,-38062.000,35099.000,17517.000,28434.000,17484.000,18045.000,20424.000
IncomeTaxesPaid,,,,,9529.000,,,,21325.000,,,,25969.000,,,,,,,
IncomeTaxesPaidNet,,,,,,,,,,,,,,,,,17973.000,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,1363429.000,,,,-4347548.000,,,,-1519464.000,,,,-679734.000,,,
IncreaseDecreaseInAccountsReceivable,,,,,190989.000,,,,-1187128.000,,,,-1867046.000,,,,1360690.000,,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,-2212.000,,,,-24361.000,,,,155577.000,,,,-40087.000,,,
IncreaseDecreaseInCustomerDeposits,,,,,365295.000,,,,195894.000,,,,499141.000,,,,164352.000,,,
IncreaseDecreaseInDepositOtherAssets,,,,,,,,,-25040.000,,,,,,,,,,,
IncreaseDecreaseInInventories,,,,,398271.000,,,,171784.000,,,,,,,,251067.000,,,
IncreaseDecreaseInMaterialsAndSupplies,,,,,1111259.000,,,,-1694269.000,,,,1040870.000,,,,605769.000,,,
IncreaseDecreaseInNotesReceivableCurrent,,,,,290214.000,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesReceivables,,,,,,,,,,,,,-74535.000,,,,40252.000,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,-570952.000,,,,155208.000,,,,-352973.000,,,,-47600.000,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,782304.000,,,,61633.000,,,,-421682.000,,,,414770.000,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,,-93294.000,,,,,,,,358242.000,,,
IncreaseDecreaseInOtherReceivables,,,,,159171.000,,,,59183.000,,,,2715.000,,,,202805.000,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,176152.000,,,,,,,,,
IndefiniteLivedIntangibleAssetsTranslationAdjustments,,,,,,,,,,,,,7218.000,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,439.000,430.000,415.000,65.000
InterestPaid,,,,,,,,,1460.000,,,,159931.000,,,,412.000,,,
InventoryWriteDown,,,,,,,,,4316.000,,,,,,,,,,,
InvestmentIncomeNet,,,,,,,,,,,,,,,,,224422.000,61035.000,54003.000,40330.000
LeaseAndRentalExpense,,,,,,,936991.000,,1182326.000,1215232.000,1287473.000,795838.000,1249385.000,1178159.000,918619.000,785832.000,755252.000,722190.000,747744.000,805510.000
MarketingAndAdvertisingExpense,,,36886.000,560474.000,37901.000,18632.000,3542412.000,1038331.000,49918.000,81321.000,158686.000,122610.000,63166.000,134887.000,156911.000,90036.000,68849.000,113638.000,121140.000,153277.000
NetCashProvidedByUsedInFinancingActivities,,,,,-1146182.000,,,,847439.000,,,,-1003406.000,,,,1388251.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,-1146182.000,,,,847439.000,,,,-1003406.000,,,,1388251.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,,-118044.000,,,,-104682.000,,,,-214053.000,,,,-35904.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-118044.000,,,,-104682.000,,,,-214053.000,,,,-35904.000,,,
NetCashProvidedByUsedInOperatingActivities,,,,,-729734.000,,,,-1844670.000,,,,-1172621.000,,,,-2765429.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,-729734.000,,,,-1844670.000,,,,-1172621.000,,,,-2765429.000,,,
NetIncomeLoss,1633713.000,1573982.000,-1528449.000,-3486521.000,-787516.000,-546062.000,-8735230.000,-15287328.000,-346737.000,-36193.000,126538.000,1112949.000,110611.000,151175.000,-617529.000,802899.000,131153.000,97870.000,-834806.000,-5038421.000
NetIncomeLossAttributableToNoncontrollingInterest,-4300.000,3217.000,-331.000,-271.000,-243.000,-264.000,-187.000,660.000,-700.000,-1219.000,987.000,3.000,,,,,,,,
