,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,2500.000,,,,,
AccountsPayableCurrent,1327391.000,1072716.000,1256417.000,2262039.000,2211568.000,2253843.000,2361756.000,2268417.000,2122783.000,1982753.000
AccountsPayableRelatedPartiesCurrent,385874.000,3090.000,10000.000,0.000,54497.000,85155.000,110000.000,140000.000,170000.000,200000.000
AccountsReceivableNetCurrent,110763.000,212950.000,243202.000,133649.000,381900.000,116409.000,19902.000,60048.000,46846.000,726.000
AccruedLiabilitiesCurrent,983493.000,1443053.000,1224981.000,1776648.000,2171905.000,2515259.000,2479554.000,2457413.000,2722102.000,2605269.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,449782.000,508654.000,540404.000,546754.000,576666.000,522339.000,502058.000
AccruedPayrollTaxesCurrent,,,,735510.000,1099887.000,1330780.000,1377207.000,1364059.000,1557138.000,1574529.000
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,771000.000,771000.000,771000.000,771000.000,1567000.000,1567000.000
AccruedProfessionalFeesCurrent,,,,33180.000,73607.000,128729.000,46570.000,87734.000,235409.000,144968.000
AccruedRentCurrent,,,,,,,,,237368.000,278134.000
AccruedRentCurrentAndNoncurrent,,,,,,,,,266703.000,
AccruedRentNoncurrent,,,,,,,,,29336.000,0.000
AccruedSalariesCurrent,,,,328294.000,270551.000,293233.000,297263.000,243963.000,247334.000,239411.000
AccruedVacationCurrent,,,,194816.000,219206.000,222113.000,211760.000,184991.000,159882.000,144303.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,50000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,361588.000,,,,487998.000,
AdditionalPaidInCapital,26461941.000,30225066.000,33640235.000,35423763.000,36648869.000,38251876.000,38592389.000,39222514.000,39287232.000,43556656.000
Assets,718116.000,1214613.000,1063557.000,941998.000,1008023.000,630787.000,936694.000,757273.000,638769.000,391753.000
AssetsCurrent,434121.000,899957.000,552105.000,327598.000,521288.000,193591.000,550939.000,421104.000,349169.000,141128.000
CapitalLeaseObligationsCurrent,6255.000,3815.000,3202.000,0.000,,,,,,
Cash,198677.000,613443.000,190167.000,44000.000,17000.000,36000.000,162000.000,38000.000,53000.000,48000.000
CashAndCashEquivalentsAtCarryingValue,,,190167.000,44099.000,16799.000,35723.000,161858.000,37832.000,53078.000,48082.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,,0.632,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,950000.000,,,,,,
