,2013-07-31,2014-07-31,2015-07-31,2016-07-31
AllocatedShareBasedCompensationExpense,,175000.000,625000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-22556.000,74434.000,-74637.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,154799.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,-10151.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,-350017.000
ComprehensiveIncomeNetOfTax,,,,-689476.000
ContributionOfProperty,,,,3250.000
CurrentFederalTaxExpenseBenefit,23836.000,120848.000,,
Depreciation,,,,2340.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,-928917.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,-0.040,-0.010
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,315832.000,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,42469.000,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,7077.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,928917.000,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,-367925.000
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,199932.000
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,5908.000
EarningsPerShareBasicAndDiluted,-0.000,0.010,0.050,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,-3096.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340,
FederalIncomeTaxExpenseBenefitContinuingOperations,0.000,,,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,,0.000
GeneralAndAdministrativeExpense,26956.000,42542.000,18039.000,
ImpairmentOfOilAndGasProperties,15000.000,,61299.000,
IncomeLossFromContinuingOperations,,,,-315576.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-70106.000,-355436.000,-90429.000,-315576.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,-683501.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,90429.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,-0.010,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,-928917.000,-367925.000
IncomeTaxExpenseBenefit,0.000,,,
IncomeTaxExpenseBenefitExtraordinaryItems,,,346578.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,-346578.000,-236070.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,30746.000,236070.000
IncomeTaxesPaid,0.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-13250.000,-100.000,2305.000,49036.000
IncreaseDecreaseInDepositOtherAssets,,1318.000,14992.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,8000.000,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,30000.000,120000.000,
InterestExpense,,,,8533.000
InterestPaid,0.000,,,
LoansAssumed1,,,,101095.000
NetCashProvidedByUsedInFinancingActivities,37800.000,226288.000,377126.000,398695.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,37800.000,226288.000,377126.000,398695.000
NetCashProvidedByUsedInInvestingActivities,0.000,,-226029.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,-226029.000,
NetCashProvidedByUsedInOperatingActivities,-60356.000,-151854.000,-225734.000,-190230.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-60356.000,-151854.000,-225734.000,-190230.000
NetIncomeLoss,-70106.000,-355436.000,-1019346.000,-683501.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,40867.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,,,16310.000
OilAndGasRevenue,0.000,,,
OperatingExpenses,70706.000,356336.000,90429.000,315576.000
OperatingIncomeLoss,-70706.000,-356336.000,-90429.000,-315576.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,-5975.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,-1019346.000,
OtherNonoperatingExpense,-600.000,,,
OtherNonoperatingIncomeExpense,,900.000,,
PaymentsToAcquireBusinessesGross,,,164730.000,
PaymentsToAcquireOilAndGasProperty,0.000,,61299.000,
ProceedsFromIssuanceOfCommonStock,37800.000,,460000.000,440579.000
ProceedsFromRelatedPartyDebt,,114471.000,77570.000,16822.000
ProceedsFromRepaymentsOfBankOverdrafts,,,,-789.000
ProfessionalFees,18750.000,69610.000,42390.000,191062.000
ProfitLoss,,,,-315576.000
RepaymentsOfRelatedPartyDebt,,38183.000,160444.000,57917.000
ShareBasedCompensation,,175000.000,625000.000,
StockIssued1,,45098.000,,
StockIssuedDuringPeriodSharesAcquisitions,,,,12245238.000
StockIssuedDuringPeriodValueEmployeeBenefitPlan,,,,3250.000
StockIssuedDuringPeriodValueNewIssues,37800.000,,460000.000,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,175000.000,625000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,41821644.000,52473839.000,21724061.000,26886255.000
